Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-12504.0281, 150437.0532)","(-12518.6796, 150475.8795)",66.119,26.2,496847.9,177445.68,745271.85,372635.92,177445.68
"(-12504.0281, 150437.0532)","(-12476.3127, 150401.72)",58.245,26.2,437679.06,156313.95,656518.59,328259.29,156313.95
"(-11984.2279, 149570.5843)","(-11886.9022, 149591.3031)",47.698,19.7,230419.43,89596.71,345629.14,172814.57,89596.71
"(-11984.2279, 149570.5843)","(-11986.672, 149569.7169)",42.847,19.7,206983.72,80483.93,310475.58,155237.79,80483.93
"(-12880.2738, 149432.5013)","(-12849.252, 149429.3687)",55.52,26.2,417204.94,149001.77,625807.42,312903.71,149001.77
"(-12880.2738, 149432.5013)","(-13024.9315, 149365.4826)",71.776,26.2,539364.24,192630.08,809046.36,404523.18,192630.08
"(-12955.4334, 149989.7248)","(-12973.3999, 149894.4975)",26.197,19.9,126552.28,49208.82,189828.42,94914.21,49208.82
"(-12955.4334, 149989.7248)","(-12894.0195, 149977.6316)",18.932,19.9,91456.22,35562.0,137184.33,68592.17,35562.0
"(-12955.4334, 149989.7248)","(-13002.2327, 149981.1669)",22.178,19.9,107138.78,41660.04,160708.17,80354.08,41660.04
"(-11904.04, 149663.2347)","(-11921.8113, 149662.5765)",19.61,19.7,94729.92,36834.96,142094.89,71047.44,36834.96
"(-11904.04, 149663.2347)","(-11864.6612, 149664.6931)",23.849,19.7,115210.24,44798.56,172815.36,86407.68,44798.56
"(-13231.3787, 149924.1269)","(-13288.4986, 149857.9915)",10.955,19.9,52920.41,20577.67,79380.61,39690.3,20577.67
"(-13231.3787, 149924.1269)","(-13174.8621, 149919.9824)",48.584,19.9,234699.43,91260.96,352049.15,176024.57,91260.96
"(-12849.252, 149429.3687)","(-12782.0541, 149403.0033)",39.532,26.2,297061.91,106093.54,445592.86,222796.43,106093.54
"(-12701.9912, 149646.1998)","(-12644.1723, 149660.2385)",43.927,19.2,212203.01,82513.41,318304.52,159152.26,82513.41
"(-12701.9912, 149646.1998)","(-12753.1738, 149619.6595)",63.596,19.2,307214.42,119457.82,460821.63,230410.82,119457.82
"(-12213.598, 150635.6733)","(-12215.6317, 150672.5328)",3.051,26.2,22923.41,8186.93,34385.12,17192.56,8186.93
"(-12213.598, 150635.6733)","(-12220.1064, 150613.8193)",9.401,26.2,70644.25,25230.09,105966.37,52983.19,25230.09
"(-12132.434, 149907.7157)","(-12183.5804, 149945.2858)",47.575,19.9,229824.82,89365.5,344737.22,172368.61,89365.5
"(-12132.434, 149907.7157)","(-12167.837, 149857.839)",72.311,19.9,349315.42,135828.45,523973.13,261986.56,135828.45
"(-11921.8113, 149662.5765)","(-12012.3534, 149649.512)",40.734,19.7,196774.28,76514.07,295161.41,147580.71,76514.07
"(-13031.1247, 150191.2191)","(-13007.0202, 150073.6302)",49.569,19.9,239457.16,93110.96,359185.75,179592.87,93110.96
"(-13031.1247, 150191.2191)","(-13045.1658, 150260.8143)",52.387,19.9,253067.48,98403.22,379601.21,189800.61,98403.22
"(-12507.0641, 150353.8046)","(-12470.6111, 150385.9235)",120.034,19.9,579855.27,225471.98,869782.91,434891.45,225471.98
"(-12507.0641, 150353.8046)","(-12505.4312, 150296.2911)",70.997,19.9,342971.58,133361.7,514457.37,257228.68,133361.7
"(-12532.6023, 150256.4504)","(-12505.4312, 150296.2911)",55.632,19.9,268745.69,104499.57,403118.54,201559.27,104499.57
"(-12532.6023, 150256.4504)","(-12551.3602, 150233.4031)",76.216,19.9,368181.36,143164.31,552272.04,276136.02,143164.31
"(-12400.7105, 149913.2839)","(-12444.1652, 149971.972)",54.382,25.3,408654.69,145948.1,612982.03,306491.02,145948.1
"(-12400.7105, 149913.2839)","(-12347.0157, 149922.3705)",53.7,25.3,403526.77,144116.7,605290.15,302645.08,144116.7
"(-12436.3575, 149418.0466)","(-12392.5084, 149434.4428)",29.529,26.2,221897.67,79249.17,332846.5,166423.25,79249.17
"(-12436.3575, 149418.0466)","(-12423.4047, 149370.9402)",64.117,26.2,481809.44,172074.8,722714.16,361357.08,172074.8
"(-12949.5873, 149869.362)","(-12950.9103, 149805.8619)",33.862,19.9,163579.67,63606.62,245369.51,122684.75,63606.62
"(-12949.5873, 149869.362)","(-12973.3999, 149894.4975)",26.877,19.9,129834.12,50484.94,194751.18,97375.59,50484.94
"(-12950.9103, 149805.8619)","(-12968.2157, 149708.7283)",48.102,19.9,232371.31,90355.68,348556.96,174278.48,90355.68
"(-12475.2197, 149678.4765)","(-12428.5149, 149685.8659)",77.478,19.2,374278.08,145534.97,561417.12,280708.56,145534.97
"(-12475.2197, 149678.4765)","(-12530.319, 149700.2495)",71.938,19.2,347517.15,135129.2,521275.72,260637.86,135129.2
"(-12570.588, 149950.5347)","(-12600.2304, 149909.9762)",21.208,19.9,102451.15,39837.29,153676.73,76838.37,39837.29
"(-12570.588, 149950.5347)","(-12557.6948, 150005.7279)",47.717,19.9,230508.29,89631.26,345762.43,172881.22,89631.26
"(-12939.1071, 150525.1867)","(-12998.1199, 150482.4754)",45.625,19.2,220404.36,85702.43,330606.53,165303.27,85702.43
"(-12939.1071, 150525.1867)","(-12907.7831, 150532.6737)",64.712,19.2,312607.99,121555.06,468911.99,234456.0,121555.06
"(-12631.2133, 150587.7058)","(-12659.3723, 150631.8809)",99.507,19.2,480692.03,186913.17,721038.05,360519.03,186913.17
"(-12631.2133, 150587.7058)","(-12620.9591, 150577.9351)",2.593,19.2,12528.35,4871.55,18792.52,9396.26,4871.55
"(-12571.5914, 150578.2955)","(-12620.9591, 150577.9351)",77.884,22.7,376239.77,146297.76,564359.65,282179.82,146297.76
"(-12571.5914, 150578.2955)","(-12529.1636, 150578.6055)",74.193,22.7,358410.69,139365.07,537616.04,268808.02,139365.07
"(-12060.0719, 149543.6706)","(-11986.672, 149569.7169)",98.119,19.7,473990.45,184307.32,710985.68,355492.84,184307.32
"(-12060.0719, 149543.6706)","(-12112.6243, 149491.2977)",39.475,26.2,296631.22,105939.72,444946.83,222473.41,105939.72
"(-12688.4936, 149311.7398)","(-12669.1614, 149265.4465)",2.056,26.2,15451.66,5518.45,23177.48,11588.74,5518.45
"(-12688.4936, 149311.7398)","(-12729.571, 149354.0213)",2.945,26.2,22130.95,7903.91,33196.43,16598.22,7903.91
"(-12290.838, 150471.6643)","(-12214.3088, 150535.0814)",69.826,26.2,524704.7,187394.54,787057.06,393528.53,187394.54
"(-12290.838, 150471.6643)","(-12335.2862, 150442.267)",40.852,26.2,306984.97,109637.49,460477.45,230238.73,109637.49
"(-12347.0157, 149922.3705)","(-12361.9234, 150007.6578)",67.257,25.3,505400.24,180500.09,758100.36,379050.18,180500.09
"(-12518.6796, 150475.8795)","(-12530.4865, 150507.1679)",46.816,26.2,351800.64,125643.08,527700.96,263850.48,125643.08
"(-11968.0211, 149888.0671)","(-12010.9688, 149869.8886)",22.803,19.7,110153.59,42832.32,165230.38,82615.19,42832.32
"(-11968.0211, 149888.0671)","(-11975.111, 149834.2891)",78.951,19.7,381393.28,148301.66,572089.92,286044.96,148301.66
"(-11864.6612, 149664.6931)","(-11839.7989, 149656.81)",81.088,19.7,391714.06,152314.81,587571.1,293785.55,152314.81
"(-12557.6948, 150005.7279)","(-12511.8752, 150045.1082)",37.136,19.9,179395.33,69756.41,269093.0,134546.5,69756.41
"(-12604.2892, 149223.0854)","(-12541.824, 149187.4029)",37.761,26.2,283758.16,101342.2,425637.24,212818.62,101342.2
"(-12604.2892, 149223.0854)","(-12669.1614, 149265.4465)",32.202,26.2,241984.22,86422.93,362976.33,181488.16,86422.93
"(-12654.1074, 149825.0589)","(-12616.792, 149854.4654)",60.417,22.6,291860.98,113487.76,437791.47,218895.73,113487.76
