variable,lb,ub,type,edge,period,road_type
flow_timber_node1node36_t1,0.0,9.0,I,node1node36,1,timber
flow_timber_node1node36_t2,0.0,9.0,I,node1node36,2,timber
flow_timber_node1node36_t3,0.0,9.0,I,node1node36,3,timber
flow_timber_node1node36_t4,0.0,9.0,I,node1node36,4,timber
flow_timber_node1node36_t5,0.0,9.0,I,node1node36,5,timber
flow_wide_node1node36_t1,0.0,9.0,I,node1node36,1,wide
flow_wide_node1node36_t2,0.0,9.0,I,node1node36,2,wide
flow_wide_node1node36_t3,0.0,9.0,I,node1node36,3,wide
flow_wide_node1node36_t4,0.0,9.0,I,node1node36,4,wide
flow_wide_node1node36_t5,0.0,9.0,I,node1node36,5,wide
flow_timber_node1node53_t1,0.0,9.0,I,node1node53,1,timber
flow_timber_node1node53_t2,0.0,9.0,I,node1node53,2,timber
flow_timber_node1node53_t3,0.0,9.0,I,node1node53,3,timber
flow_timber_node1node53_t4,0.0,9.0,I,node1node53,4,timber
flow_timber_node1node53_t5,0.0,9.0,I,node1node53,5,timber
flow_wide_node1node53_t1,0.0,9.0,I,node1node53,1,wide
flow_wide_node1node53_t2,0.0,9.0,I,node1node53,2,wide
flow_wide_node1node53_t3,0.0,9.0,I,node1node53,3,wide
flow_wide_node1node53_t4,0.0,9.0,I,node1node53,4,wide
flow_wide_node1node53_t5,0.0,9.0,I,node1node53,5,wide
flow_timber_node1node51_t1,0.0,9.0,I,node1node51,1,timber
flow_timber_node1node51_t2,0.0,9.0,I,node1node51,2,timber
flow_timber_node1node51_t3,0.0,9.0,I,node1node51,3,timber
flow_timber_node1node51_t4,0.0,9.0,I,node1node51,4,timber
flow_timber_node1node51_t5,0.0,9.0,I,node1node51,5,timber
flow_wide_node1node51_t1,0.0,9.0,I,node1node51,1,wide
flow_wide_node1node51_t2,0.0,9.0,I,node1node51,2,wide
flow_wide_node1node51_t3,0.0,9.0,I,node1node51,3,wide
flow_wide_node1node51_t4,0.0,9.0,I,node1node51,4,wide
flow_wide_node1node51_t5,0.0,9.0,I,node1node51,5,wide
flow_timber_node1node100_t1,0.0,9.0,I,node1node100,1,timber
flow_timber_node1node100_t2,0.0,9.0,I,node1node100,2,timber
flow_timber_node1node100_t3,0.0,9.0,I,node1node100,3,timber
flow_timber_node1node100_t4,0.0,9.0,I,node1node100,4,timber
flow_timber_node1node100_t5,0.0,9.0,I,node1node100,5,timber
flow_wide_node1node100_t1,0.0,9.0,I,node1node100,1,wide
flow_wide_node1node100_t2,0.0,9.0,I,node1node100,2,wide
flow_wide_node1node100_t3,0.0,9.0,I,node1node100,3,wide
flow_wide_node1node100_t4,0.0,9.0,I,node1node100,4,wide
flow_wide_node1node100_t5,0.0,9.0,I,node1node100,5,wide
flow_timber_node1node111_t1,0.0,9.0,I,node1node111,1,timber
flow_timber_node1node111_t2,0.0,9.0,I,node1node111,2,timber
flow_timber_node1node111_t3,0.0,9.0,I,node1node111,3,timber
flow_timber_node1node111_t4,0.0,9.0,I,node1node111,4,timber
flow_timber_node1node111_t5,0.0,9.0,I,node1node111,5,timber
flow_wide_node1node111_t1,0.0,9.0,I,node1node111,1,wide
flow_wide_node1node111_t2,0.0,9.0,I,node1node111,2,wide
flow_wide_node1node111_t3,0.0,9.0,I,node1node111,3,wide
flow_wide_node1node111_t4,0.0,9.0,I,node1node111,4,wide
flow_wide_node1node111_t5,0.0,9.0,I,node1node111,5,wide
flow_timber_node1node119_t1,0.0,9.0,I,node1node119,1,timber
flow_timber_node1node119_t2,0.0,9.0,I,node1node119,2,timber
flow_timber_node1node119_t3,0.0,9.0,I,node1node119,3,timber
flow_timber_node1node119_t4,0.0,9.0,I,node1node119,4,timber
flow_timber_node1node119_t5,0.0,9.0,I,node1node119,5,timber
flow_wide_node1node119_t1,0.0,9.0,I,node1node119,1,wide
flow_wide_node1node119_t2,0.0,9.0,I,node1node119,2,wide
flow_wide_node1node119_t3,0.0,9.0,I,node1node119,3,wide
flow_wide_node1node119_t4,0.0,9.0,I,node1node119,4,wide
flow_wide_node1node119_t5,0.0,9.0,I,node1node119,5,wide
flow_timber_node36node1_t1,0.0,9.0,I,node36node1,1,timber
flow_timber_node36node1_t2,0.0,9.0,I,node36node1,2,timber
flow_timber_node36node1_t3,0.0,9.0,I,node36node1,3,timber
flow_timber_node36node1_t4,0.0,9.0,I,node36node1,4,timber
flow_timber_node36node1_t5,0.0,9.0,I,node36node1,5,timber
flow_wide_node36node1_t1,0.0,9.0,I,node36node1,1,wide
flow_wide_node36node1_t2,0.0,9.0,I,node36node1,2,wide
flow_wide_node36node1_t3,0.0,9.0,I,node36node1,3,wide
flow_wide_node36node1_t4,0.0,9.0,I,node36node1,4,wide
flow_wide_node36node1_t5,0.0,9.0,I,node36node1,5,wide
flow_timber_node36node64_t1,0.0,9.0,I,node36node64,1,timber
flow_timber_node36node64_t2,0.0,9.0,I,node36node64,2,timber
flow_timber_node36node64_t3,0.0,9.0,I,node36node64,3,timber
flow_timber_node36node64_t4,0.0,9.0,I,node36node64,4,timber
