Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-10762.0833, 148526.9456)","(-10728.1609, 148489.4802)",50.541,25.9,379789.8,135639.22,569684.71,284842.35,135639.22
"(-10762.0833, 148526.9456)","(-10767.8335, 148597.7791)",71.067,25.9,534029.33,190724.76,801043.99,400521.99,190724.76
"(-10561.1177, 148562.8447)","(-10608.4063, 148610.3631)",67.039,34.6,503763.59,179915.57,755645.38,377822.69,179915.57
"(-10561.1177, 148562.8447)","(-10588.5044, 148502.3457)",107.057,34.6,804477.76,287313.49,1206716.64,603358.32,287313.49
"(-10277.6272, 148607.6859)","(-10337.6596, 148564.8001)",73.777,25.9,554399.06,197999.66,831598.59,415799.29,197999.66
"(-10277.6272, 148607.6859)","(-10353.3526, 148680.4932)",105.05,25.9,789401.0,281928.93,1184101.5,592050.75,281928.93
"(-10736.4597, 148443.0764)","(-10778.2692, 148386.0113)",70.742,34.6,531592.32,189854.4,797388.48,398694.24,189854.4
"(-10736.4597, 148443.0764)","(-10671.0622, 148481.155)",75.676,34.6,568665.11,203094.68,852997.66,426498.83,203094.68
"(-10420.7865, 148286.5091)","(-10473.9622, 148317.5703)",61.583,34.6,462764.68,165273.1,694147.02,347073.51,165273.1
"(-10420.7865, 148286.5091)","(-10333.7443, 148251.8483)",93.85,34.6,705232.34,251868.69,1057848.51,528924.25,251868.69
"(-10593.7201, 148365.4353)","(-10535.1614, 148372.7364)",59.012,34.6,443446.39,158373.71,665169.59,332584.79,158373.71
"(-10593.7201, 148365.4353)","(-10616.6466, 148309.1741)",60.753,34.6,456529.66,163046.31,684794.48,342397.24,163046.31
"(-10588.5044, 148502.3457)","(-10671.0622, 148481.155)",85.234,34.6,640490.95,228746.77,960736.43,480368.21,228746.77
"(-10353.3526, 148680.4932)","(-10434.5202, 148695.9123)",82.619,25.9,620841.78,221729.21,931262.68,465631.34,221729.21
"(-10337.6596, 148564.8001)","(-10391.9169, 148593.1855)",61.234,30.3,460141.84,164336.37,690212.75,345106.38,164336.37
"(-10337.6596, 148564.8001)","(-10385.5873, 148508.3928)",74.019,34.6,556217.58,198649.14,834326.37,417163.19,198649.14
"(-10336.8815, 148393.9704)","(-10377.6529, 148436.1235)",58.645,34.6,440684.96,157387.49,661027.44,330513.72,157387.49
"(-10336.8815, 148393.9704)","(-10300.9186, 148294.2105)",106.055,34.6,796952.34,284625.83,1195428.51,597714.25,284625.83
"(-10721.1427, 148763.4012)","(-10644.9561, 148747.5641)",77.815,25.9,584742.63,208836.65,877113.94,438556.97,208836.65
"(-10721.1427, 148763.4012)","(-10737.4521, 148685.8459)",82.31,25.9,618515.27,220898.31,927772.9,463886.45,220898.31
"(-10737.4521, 148685.8459)","(-10767.8335, 148597.7791)",93.16,25.9,700051.03,250018.22,1050076.54,525038.27,250018.22
"(-10778.2692, 148386.0113)","(-10719.8125, 148326.1684)",83.656,34.6,628634.45,224512.31,942951.68,471475.84,224512.31
"(-10608.4063, 148610.3631)","(-10501.7038, 148664.2276)",119.527,30.3,898188.91,320781.76,1347283.37,673641.69,320781.76
"(-10608.4063, 148610.3631)","(-10646.6672, 148552.7456)",69.164,25.9,519733.63,185619.15,779600.45,389800.22,185619.15
"(-10616.6466, 148309.1741)","(-10719.8125, 148326.1684)",108.409,34.6,814642.29,290943.68,1221963.44,610981.72,290943.68
"(-10584.2885, 148735.9301)","(-10644.9561, 148747.5641)",61.773,25.9,464193.46,165783.38,696290.19,348145.09,165783.38
"(-10584.2885, 148735.9301)","(-10516.7606, 148712.6666)",71.423,25.9,536706.18,191680.78,805059.26,402529.63,191680.78
"(-10646.6672, 148552.7456)","(-10677.7388, 148505.0907)",56.89,25.9,427497.38,152677.63,641246.07,320623.03,152677.63
"(-10300.9186, 148294.2105)","(-10333.7443, 148251.8483)",53.592,34.6,402715.69,143827.03,604073.53,302036.77,143827.03
"(-10501.7038, 148664.2276)","(-10435.6964, 148636.4532)",71.613,30.3,538134.44,192190.87,807201.66,403600.83,192190.87
"(-10385.5873, 148508.3928)","(-10426.1531, 148477.811)",50.802,34.6,381750.7,136339.54,572626.05,286313.02,136339.54
"(-10540.3614, 148316.1299)","(-10473.9622, 148317.5703)",66.415,34.6,499074.18,178240.78,748611.26,374305.63,178240.78
"(-10540.3614, 148316.1299)","(-10535.1614, 148372.7364)",56.845,34.6,427160.55,152557.34,640740.83,320370.41,152557.34
"(-10728.1609, 148489.4802)","(-10677.7388, 148505.0907)",52.783,25.9,396640.05,141657.16,594960.07,297480.03,141657.16
"(-10426.1531, 148477.811)","(-10377.6529, 148436.1235)",63.954,34.6,480582.51,171636.61,720873.76,360436.88,171636.61
"(-10435.6964, 148636.4532)","(-10391.9169, 148593.1855)",61.553,30.3,462537.98,165192.14,693806.98,346903.49,165192.14
"(-10434.5202, 148695.9123)","(-10516.7606, 148712.6666)",83.93,25.9,630689.53,225246.26,946034.29,473017.14,225246.26
