variable,lb,ub,type,edge,period,road_type
flow_timber_node1node14_t1,0.0,9.0,I,node1node14,1,timber
flow_timber_node1node14_t2,0.0,9.0,I,node1node14,2,timber
flow_timber_node1node14_t3,0.0,9.0,I,node1node14,3,timber
flow_timber_node1node14_t4,0.0,9.0,I,node1node14,4,timber
flow_timber_node1node14_t5,0.0,9.0,I,node1node14,5,timber
flow_wide_node1node14_t1,0.0,9.0,I,node1node14,1,wide
flow_wide_node1node14_t2,0.0,9.0,I,node1node14,2,wide
flow_wide_node1node14_t3,0.0,9.0,I,node1node14,3,wide
flow_wide_node1node14_t4,0.0,9.0,I,node1node14,4,wide
flow_wide_node1node14_t5,0.0,9.0,I,node1node14,5,wide
flow_timber_node1node10_t1,0.0,9.0,I,node1node10,1,timber
flow_timber_node1node10_t2,0.0,9.0,I,node1node10,2,timber
flow_timber_node1node10_t3,0.0,9.0,I,node1node10,3,timber
flow_timber_node1node10_t4,0.0,9.0,I,node1node10,4,timber
flow_timber_node1node10_t5,0.0,9.0,I,node1node10,5,timber
flow_wide_node1node10_t1,0.0,9.0,I,node1node10,1,wide
flow_wide_node1node10_t2,0.0,9.0,I,node1node10,2,wide
flow_wide_node1node10_t3,0.0,9.0,I,node1node10,3,wide
flow_wide_node1node10_t4,0.0,9.0,I,node1node10,4,wide
flow_wide_node1node10_t5,0.0,9.0,I,node1node10,5,wide
flow_timber_node1node22_t1,0.0,9.0,I,node1node22,1,timber
flow_timber_node1node22_t2,0.0,9.0,I,node1node22,2,timber
flow_timber_node1node22_t3,0.0,9.0,I,node1node22,3,timber
flow_timber_node1node22_t4,0.0,9.0,I,node1node22,4,timber
flow_timber_node1node22_t5,0.0,9.0,I,node1node22,5,timber
flow_wide_node1node22_t1,0.0,9.0,I,node1node22,1,wide
flow_wide_node1node22_t2,0.0,9.0,I,node1node22,2,wide
flow_wide_node1node22_t3,0.0,9.0,I,node1node22,3,wide
flow_wide_node1node22_t4,0.0,9.0,I,node1node22,4,wide
flow_wide_node1node22_t5,0.0,9.0,I,node1node22,5,wide
flow_timber_node1node28_t1,0.0,9.0,I,node1node28,1,timber
flow_timber_node1node28_t2,0.0,9.0,I,node1node28,2,timber
flow_timber_node1node28_t3,0.0,9.0,I,node1node28,3,timber
flow_timber_node1node28_t4,0.0,9.0,I,node1node28,4,timber
flow_timber_node1node28_t5,0.0,9.0,I,node1node28,5,timber
flow_wide_node1node28_t1,0.0,9.0,I,node1node28,1,wide
flow_wide_node1node28_t2,0.0,9.0,I,node1node28,2,wide
flow_wide_node1node28_t3,0.0,9.0,I,node1node28,3,wide
flow_wide_node1node28_t4,0.0,9.0,I,node1node28,4,wide
flow_wide_node1node28_t5,0.0,9.0,I,node1node28,5,wide
flow_timber_node14node1_t1,0.0,9.0,I,node14node1,1,timber
flow_timber_node14node1_t2,0.0,9.0,I,node14node1,2,timber
