variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node4_timber_t0,0.0,0.0,B,C,timber,node1node4,0,264.0
C_node1node4_timber_t1,0.0,1.0,B,C,timber,node1node4,1,222.28
C_node1node4_timber_t2,0.0,1.0,B,C,timber,node1node4,2,157.58
C_node1node4_timber_t3,0.0,1.0,B,C,timber,node1node4,3,111.71
C_node1node4_timber_t4,0.0,1.0,B,C,timber,node1node4,4,79.19
C_node1node4_timber_t5,0.0,1.0,B,C,timber,node1node4,5,56.14
C_node1node4_wide_t0,0.0,0.0,B,C,wide,node1node4,0,396.0
C_node1node4_wide_t1,0.0,1.0,B,C,wide,node1node4,1,333.42
C_node1node4_wide_t2,0.0,1.0,B,C,wide,node1node4,2,236.37
C_node1node4_wide_t3,0.0,1.0,B,C,wide,node1node4,3,167.57
C_node1node4_wide_t4,0.0,1.0,B,C,wide,node1node4,4,118.79
C_node1node4_wide_t5,0.0,1.0,B,C,wide,node1node4,5,84.21
C_node1node7_timber_t0,0.0,0.0,B,C,timber,node1node7,0,2475.0
C_node1node7_timber_t1,0.0,1.0,B,C,timber,node1node7,1,2083.88
C_node1node7_timber_t2,0.0,1.0,B,C,timber,node1node7,2,1477.3
C_node1node7_timber_t3,0.0,1.0,B,C,timber,node1node7,3,1047.29
C_node1node7_timber_t4,0.0,1.0,B,C,timber,node1node7,4,742.44
C_node1node7_timber_t5,0.0,1.0,B,C,timber,node1node7,5,526.33
C_node1node7_wide_t0,0.0,0.0,B,C,wide,node1node7,0,3713.0
C_node1node7_wide_t1,0.0,1.0,B,C,wide,node1node7,1,3126.25
C_node1node7_wide_t2,0.0,1.0,B,C,wide,node1node7,2,2216.25
C_node1node7_wide_t3,0.0,1.0,B,C,wide,node1node7,3,1571.14
C_node1node7_wide_t4,0.0,1.0,B,C,wide,node1node7,4,1113.81
C_node1node7_wide_t5,0.0,1.0,B,C,wide,node1node7,5,789.6
C_node2node18_timber_t0,0.0,0.0,B,C,timber,node2node18,0,1834.0
C_node2node18_timber_t1,0.0,1.0,B,C,timber,node2node18,1,1544.18
C_node2node18_timber_t2,0.0,1.0,B,C,timber,node2node18,2,1094.7
C_node2node18_timber_t3,0.0,1.0,B,C,timber,node2node18,3,776.05
C_node2node18_timber_t4,0.0,1.0,B,C,timber,node2node18,4,550.16
C_node2node18_timber_t5,0.0,1.0,B,C,timber,node2node18,5,390.02
C_node2node18_wide_t0,0.0,0.0,B,C,wide,node2node18,0,2751.0
C_node2node18_wide_t1,0.0,1.0,B,C,wide,node2node18,1,2316.27
C_node2node18_wide_t2,0.0,1.0,B,C,wide,node2node18,2,1642.05
C_node2node18_wide_t3,0.0,1.0,B,C,wide,node2node18,3,1164.08
C_node2node18_wide_t4,0.0,1.0,B,C,wide,node2node18,4,825.24
C_node2node18_wide_t5,0.0,1.0,B,C,wide,node2node18,5,585.03
C_node2node15_timber_t0,0.0,0.0,B,C,timber,node2node15,0,2404.0
C_node2node15_timber_t1,0.0,1.0,B,C,timber,node2node15,1,2024.1
C_node2node15_timber_t2,0.0,1.0,B,C,timber,node2node15,2,1434.93
C_node2node15_timber_t3,0.0,1.0,B,C,timber,node2node15,3,1017.25
C_node2node15_timber_t4,0.0,1.0,B,C,timber,node2node15,4,721.14
C_node2node15_timber_t5,0.0,1.0,B,C,timber,node2node15,5,511.23
C_node2node15_wide_t0,0.0,0.0,B,C,wide,node2node15,0,3605.0
C_node2node15_wide_t1,0.0,1.0,B,C,wide,node2node15,1,3035.31
C_node2node15_wide_t2,0.0,1.0,B,C,wide,node2node15,2,2151.79
C_node2node15_wide_t3,0.0,1.0,B,C,wide,node2node15,3,1525.44
C_node2node15_wide_t4,0.0,1.0,B,C,wide,node2node15,4,1081.42
C_node2node15_wide_t5,0.0,1.0,B,C,wide,node2node15,5,766.64
C_node2node17_timber_t0,0.0,0.0,B,C,timber,node2node17,0,869.0
C_node2node17_timber_t1,0.0,1.0,B,C,timber,node2node17,1,731.67
C_node2node17_timber_t2,0.0,1.0,B,C,timber,node2node17,2,518.7
C_node2node17_timber_t3,0.0,1.0,B,C,timber,node2node17,3,367.71
C_node2node17_timber_t4,0.0,1.0,B,C,timber,node2node17,4,260.68
C_node2node17_timber_t5,0.0,1.0,B,C,timber,node2node17,5,184.8
C_node2node17_wide_t0,0.0,0.0,B,C,wide,node2node17,0,1306.0
C_node2node17_wide_t1,0.0,1.0,B,C,wide,node2node17,1,1099.62
C_node2node17_wide_t2,0.0,1.0,B,C,wide,node2node17,2,779.54
C_node2node17_wide_t3,0.0,1.0,B,C,wide,node2node17,3,552.63
C_node2node17_wide_t4,0.0,1.0,B,C,wide,node2node17,4,391.77
C_node2node17_wide_t5,0.0,1.0,B,C,wide,node2node17,5,277.73
C_node2node40_timber_t0,0.0,0.0,B,C,timber,node2node40,0,0.0
C_node2node40_timber_t1,0.0,1.0,B,C,timber,node2node40,1,0.0
C_node2node40_timber_t2,0.0,1.0,B,C,timber,node2node40,2,0.0
C_node2node40_timber_t3,0.0,1.0,B,C,timber,node2node40,3,0.0
C_node2node40_timber_t4,0.0,1.0,B,C,timber,node2node40,4,0.0
C_node2node40_timber_t5,0.0,1.0,B,C,timber,node2node40,5,0.0
C_node2node40_wide_t0,0.0,0.0,B,C,wide,node2node40,0,0.0
C_node2node40_wide_t1,0.0,1.0,B,C,wide,node2node40,1,0.0
C_node2node40_wide_t2,0.0,1.0,B,C,wide,node2node40,2,0.0
C_node2node40_wide_t3,0.0,1.0,B,C,wide,node2node40,3,0.0
C_node2node40_wide_t4,0.0,1.0,B,C,wide,node2node40,4,0.0
C_node2node40_wide_t5,0.0,1.0,B,C,wide,node2node40,5,0.0
C_node3node19_timber_t0,0.0,0.0,B,C,timber,node3node19,0,1077.0
C_node3node19_timber_t1,0.0,1.0,B,C,timber,node3node19,1,906.81
C_node3node19_timber_t2,0.0,1.0,B,C,timber,node3node19,2,642.85
C_node3node19_timber_t3,0.0,1.0,B,C,timber,node3node19,3,455.73
C_node3node19_timber_t4,0.0,1.0,B,C,timber,node3node19,4,323.08
C_node3node19_timber_t5,0.0,1.0,B,C,timber,node3node19,5,229.03
C_node3node19_wide_t0,0.0,0.0,B,C,wide,node3node19,0,1615.0
C_node3node19_wide_t1,0.0,1.0,B,C,wide,node3node19,1,1359.79
C_node3node19_wide_t2,0.0,1.0,B,C,wide,node3node19,2,963.98
C_node3node19_wide_t3,0.0,1.0,B,C,wide,node3node19,3,683.38
C_node3node19_wide_t4,0.0,1.0,B,C,wide,node3node19,4,484.46
C_node3node19_wide_t5,0.0,1.0,B,C,wide,node3node19,5,343.44
C_node3node24_timber_t0,0.0,0.0,B,C,timber,node3node24,0,7582.0
C_node3node24_timber_t1,0.0,1.0,B,C,timber,node3node24,1,6383.84
C_node3node24_timber_t2,0.0,1.0,B,C,timber,node3node24,2,4525.62
C_node3node24_timber_t3,0.0,1.0,B,C,timber,node3node24,3,3208.3
C_node3node24_timber_t4,0.0,1.0,B,C,timber,node3node24,4,2274.42
C_node3node24_timber_t5,0.0,1.0,B,C,timber,node3node24,5,1612.38
C_node3node24_wide_t0,0.0,0.0,B,C,wide,node3node24,0,11373.0
