Node,Stand
"(-11205.87008, 151346.74251)","[969, 970]"
"(-11196.90438, 151343.12311)","[1505, 970, 969]"
"(-11262.57528, 151326.60901)","[1505, 970]"
"(-11284.80038, 151301.20901)","[1505, 970]"
"(-11294.32538, 151275.80891)","[1505, 970]"
"(-11326.07538, 151249.35051)","[1505, 970]"
"(-11363.11718, 151219.71711)","[1505, 970]"
"(-11354.65048, 151204.90051)","[1505, 970]"
"(-11312.31708, 151212.30881)","[1505, 970]"
"(-11247.24938, 151219.51521)","[1505, 970, 969]"
"(-11234.24968, 151211.01621)","[969, 970]"
"(-11186.24708, 151208.90251)","[969, 970]"
"(-11171.06248, 151164.65641)","[969, 970]"
"(-11124.54408, 151131.55311)","[969, 970]"
"(-11093.75328, 151100.39421)","[969, 970]"
"(-11122.06928, 151054.66641)","[969, 970]"
"(-11082.58278, 150992.28141)","[969, 970, 971]"
"(-11150.10298, 150959.59861)","[970, 971]"
"(-11237.62548, 150956.20051)",[970]
"(-11283.76168, 150916.53431)",[970]
"(-11300.57358, 150920.42771)",[970]
"(-11364.88988, 150905.28561)",[970]
"(-11440.25908, 150921.86691)",[970]
"(-11468.58098, 151112.25441)",[970]
"(-11479.69348, 151174.16701)",[970]
"(-11443.18098, 151229.72971)",[970]
"(-11390.79348, 151275.76721)",[970]
"(-11332.39998, 151336.72731)",[970]
"(-11290.06658, 151354.71901)",[970]
"(-11254.08328, 151357.89401)",[970]
"(-11219.15838, 151352.60221)",[970]
"(-11207.02678, 151346.34681)",[970]
"(-11019.89828, 150827.72331)",[971]
"(-11019.59238, 150828.16681)",[971]
"(-11044.20958, 150877.94771)",[971]
"(-11097.25598, 150921.75091)",[971]
"(-11145.84498, 150957.01681)",[971]
"(-11146.51018, 150956.99091)",[971]
"(-11034.62098, 150951.55961)","[969, 971]"
"(-11030.32548, 150949.02941)",[971]
"(-11030.36318, 150948.97761)",[971]
"(-10975.28198, 150916.53241)",[971]
"(-10920.31898, 150901.00821)",[971]
"(-10870.01578, 150898.93981)",[971]
"(-10782.71418, 150928.75811)",[971]
"(-10730.92498, 150929.12711)",[971]
"(-10683.04888, 150920.08971)",[971]
"(-10647.42648, 150882.34591)",[971]
"(-10589.60438, 150809.16191)",[971]
"(-10642.27668, 150771.42721)",[971]
"(-10664.41648, 150715.42541)",[971]
"(-10653.57798, 150647.41891)",[971]
"(-10675.19908, 150587.71371)",[971]
"(-10740.46358, 150606.63631)",[971]
"(-10795.58458, 150581.79741)",[971]
"(-10870.25598, 150578.81431)",[971]
"(-10892.26368, 150634.82301)",[971]
"(-10896.39278, 150637.07931)",[971]
"(-10937.20568, 150659.02471)",[971]
"(-10946.01448, 150662.58171)",[971]
"(-11017.21198, 150692.74661)",[971]
"(-11066.17088, 150718.30581)",[971]
"(-11095.09578, 150761.23501)",[971]
"(-11051.13488, 150782.63821)",[971]
"(-11094.84952, 150760.86952)",[971]
"(-11091.37773, 150763.04521)",[971]
"(-11023.98597, 150837.05152)",[971]
"(-10884.24937, 150899.52507)",[971]
"(-11161.23968, 151328.72571)","[1505, 969]"
"(-11120.22918, 151299.62141)","[1505, 969]"
"(-11151.97928, 151290.36101)","[1505, 969]"
"(-11200.92728, 151281.10061)","[1505, 969]"
"(-11210.18768, 151244.05881)","[1505, 969]"
"(-11075.70568, 151336.61551)",[969]
"(-11033.63298, 151273.29911)",[969]
"(-11029.55418, 151270.98661)",[969]
"(-11029.37508, 151270.71711)",[969]
"(-10975.02018, 151239.90181)",[969]
"(-10899.47408, 151199.82101)",[969]
"(-10827.66668, 151158.12291)",[969]
"(-10795.11818, 151097.14871)",[969]
"(-10766.71788, 151053.81991)",[969]
"(-10763.90318, 151053.43831)",[969]
"(-10762.46078, 151051.23781)",[969]
"(-10710.62098, 151044.20911)",[969]
"(-10646.34218, 151036.33071)",[969]
"(-10680.10708, 151003.38711)",[969]
"(-10732.06718, 150998.82511)",[969]
"(-10796.34588, 150998.10891)",[969]
"(-10881.91438, 150990.38731)",[969]
"(-10945.59608, 151008.74781)",[969]
"(-11002.48878, 151056.32101)",[969]
"(-11002.43288, 151055.29591)",[969]
"(-11006.74648, 151058.90291)",[969]
"(-11003.24308, 150994.65341)",[969]
"(-11184.10108, 151354.18971)",[969]
"(-11130.91988, 151359.74591)",[969]
"(-10795.86462, 150998.11427)",[969]
"(-10851.20074, 151171.78899)",[969]
