"Source(x,y)","Target(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-11247.24938, 151219.51521)","(-11082.58278, 150992.28141)",0.3388764802129208,False,False,1638,636,2456,636,1227,False,"[(-11186.24708, 151208.90251), (-11234.24968, 151211.01621), (-11171.06248, 151164.65641), (-11122.06928, 151054.66641)]"
"(-11247.24938, 151219.51521)","(-11196.90438, 151343.12311)",0.34286679401429454,False,False,1656,644,2485,644,1242,False,"[(-11312.31708, 151212.30881), (-11354.65048, 151204.90051), (-11363.11718, 151219.71711), (-11326.07538, 151249.35051)]"
"(-11247.24938, 151219.51521)","(-11161.23968, 151328.72571)",0.21581121928337033,False,False,1043,406,1564,406,781,False,"[(-11210.18768, 151244.05881), (-11200.92728, 151281.10061), (-11151.97928, 151290.36101), (-11120.22918, 151299.62141)]"
"(-11247.24938, 151219.51521)","(-11303.09447, 151095.76709)",0.0,False,True,0,0,0,0,0,False,
"(-11247.24938, 151219.51521)","(-11245.29329, 151275.09367)",0.0,False,True,0,0,0,0,0,False,
"(-11247.24938, 151219.51521)","(-10989.73509, 151136.86965)",0.0,False,True,0,0,0,0,0,False,
"(-11082.58278, 150992.28141)","(-11247.24938, 151219.51521)",0.3388764802129208,False,False,1638,636,2456,636,1227,False,"[(-11186.24708, 151208.90251), (-11234.24968, 151211.01621), (-11171.06248, 151164.65641), (-11122.06928, 151054.66641)]"
"(-11082.58278, 150992.28141)","(-11150.10298, 150959.59861)",0.07501428413229373,False,False,362,141,544,141,272,22.0396,
"(-11082.58278, 150992.28141)","(-11034.62098, 150951.55961)",0.06291740025207683,False,False,304,118,456,118,228,22.0396,
"(-11082.58278, 150992.28141)","(-11303.09447, 151095.76709)",0.0,False,True,0,0,0,0,0,False,
"(-11082.58278, 150992.28141)","(-10845.28646, 150777.80556)",0.0,False,True,0,0,0,0,0,False,
"(-11082.58278, 150992.28141)","(-10989.73509, 151136.86965)",0.0,False,True,0,0,0,0,0,False,
