"Node1(x,y)","Node2(x,y)"
"(-11247.24938, 151219.51521)","(-11082.58278, 150992.28141)"
"(-11247.24938, 151219.51521)","(-11196.90438, 151343.12311)"
"(-11247.24938, 151219.51521)","(-11161.23968, 151328.72571)"
"(-11082.58278, 150992.28141)","(-11150.10298, 150959.59861)"
"(-11082.58278, 150992.28141)","(-11034.62098, 150951.55961)"
"(-11095.09578, 150761.23501)","(-11019.59238, 150828.16681)"
"(-11095.09578, 150761.23501)","(-10884.24937, 150899.52507)"
"(-11205.87008, 151346.74251)","(-11196.90438, 151343.12311)"
"(-11205.87008, 151346.74251)","(-10851.20074, 151171.78899)"
"(-11205.87008, 151346.74251)","(-11150.10298, 150959.59861)"
"(-11150.10298, 150959.59861)","(-11019.59238, 150828.16681)"
"(-11034.62098, 150951.55961)","(-10796.34588, 150998.10891)"
"(-11034.62098, 150951.55961)","(-10884.24937, 150899.52507)"
"(-10796.34588, 150998.10891)","(-10851.20074, 151171.78899)"
"(-11161.23968, 151328.72571)","(-11196.90438, 151343.12311)"
