variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node26_timber_t0,0.0,0.0,B,C,timber,node1node26,0,50.0
C_node1node26_timber_t1,0.0,1.0,B,C,timber,node1node26,1,42.1
C_node1node26_timber_t2,0.0,1.0,B,C,timber,node1node26,2,29.84
C_node1node26_timber_t3,0.0,1.0,B,C,timber,node1node26,3,21.16
C_node1node26_timber_t4,0.0,1.0,B,C,timber,node1node26,4,15.0
C_node1node26_timber_t5,0.0,1.0,B,C,timber,node1node26,5,10.63
C_node1node26_wide_t0,0.0,0.0,B,C,wide,node1node26,0,74.0
C_node1node26_wide_t1,0.0,1.0,B,C,wide,node1node26,1,62.31
C_node1node26_wide_t2,0.0,1.0,B,C,wide,node1node26,2,44.17
C_node1node26_wide_t3,0.0,1.0,B,C,wide,node1node26,3,31.31
C_node1node26_wide_t4,0.0,1.0,B,C,wide,node1node26,4,22.2
C_node1node26_wide_t5,0.0,1.0,B,C,wide,node1node26,5,15.74
C_node1node10_timber_t0,0.0,0.0,B,C,timber,node1node10,0,357.0
C_node1node10_timber_t1,0.0,1.0,B,C,timber,node1node10,1,300.58
C_node1node10_timber_t2,0.0,1.0,B,C,timber,node1node10,2,213.09
C_node1node10_timber_t3,0.0,1.0,B,C,timber,node1node10,3,151.06
C_node1node10_timber_t4,0.0,1.0,B,C,timber,node1node10,4,107.09
C_node1node10_timber_t5,0.0,1.0,B,C,timber,node1node10,5,75.92
C_node1node10_wide_t0,0.0,0.0,B,C,wide,node1node10,0,536.0
C_node1node10_wide_t1,0.0,1.0,B,C,wide,node1node10,1,451.3
C_node1node10_wide_t2,0.0,1.0,B,C,wide,node1node10,2,319.93
C_node1node10_wide_t3,0.0,1.0,B,C,wide,node1node10,3,226.81
C_node1node10_wide_t4,0.0,1.0,B,C,wide,node1node10,4,160.79
C_node1node10_wide_t5,0.0,1.0,B,C,wide,node1node10,5,113.99
C_node1node39_timber_t0,0.0,0.0,B,C,timber,node1node39,0,0.0
C_node1node39_timber_t1,0.0,1.0,B,C,timber,node1node39,1,0.0
C_node1node39_timber_t2,0.0,1.0,B,C,timber,node1node39,2,0.0
C_node1node39_timber_t3,0.0,1.0,B,C,timber,node1node39,3,0.0
C_node1node39_timber_t4,0.0,1.0,B,C,timber,node1node39,4,0.0
C_node1node39_timber_t5,0.0,1.0,B,C,timber,node1node39,5,0.0
C_node1node39_wide_t0,0.0,0.0,B,C,wide,node1node39,0,0.0
C_node1node39_wide_t1,0.0,1.0,B,C,wide,node1node39,1,0.0
C_node1node39_wide_t2,0.0,1.0,B,C,wide,node1node39,2,0.0
C_node1node39_wide_t3,0.0,1.0,B,C,wide,node1node39,3,0.0
C_node1node39_wide_t4,0.0,1.0,B,C,wide,node1node39,4,0.0
C_node1node39_wide_t5,0.0,1.0,B,C,wide,node1node39,5,0.0
C_node1node41_timber_t0,0.0,0.0,B,C,timber,node1node41,0,0.0
