variable,coefficient,type,prefix,width,edge,period
C_node1node10_timber_t0,2063.0,B,C,timber,,0
C_node1node10_timber_t1,1736.99,B,C,timber,,1
C_node1node10_timber_t2,1231.39,B,C,timber,,2
C_node1node10_timber_t3,872.95,B,C,timber,,3
C_node1node10_timber_t4,618.85,B,C,timber,,4
C_node1node10_timber_t5,438.72,B,C,timber,,5
C_node1node10_wide_t0,3097.0,B,C,wide,,0
C_node1node10_wide_t1,2607.59,B,C,wide,,1
C_node1node10_wide_t2,1848.57,B,C,wide,,2
C_node1node10_wide_t3,1310.49,B,C,wide,,3
C_node1node10_wide_t4,929.03,B,C,wide,,4
C_node1node10_wide_t5,658.61,B,C,wide,,5
C_node1node9_timber_t0,2100.0,B,C,timber,,0
C_node1node9_timber_t1,1768.14,B,C,timber,,1
C_node1node9_timber_t2,1253.47,B,C,timber,,2
C_node1node9_timber_t3,888.61,B,C,timber,,3
C_node1node9_timber_t4,629.95,B,C,timber,,4
C_node1node9_timber_t5,446.58,B,C,timber,,5
C_node1node9_wide_t0,3150.0,B,C,wide,,0
C_node1node9_wide_t1,2652.22,B,C,wide,,1
C_node1node9_wide_t2,1880.21,B,C,wide,,2
C_node1node9_wide_t3,1332.91,B,C,wide,,3
C_node1node9_wide_t4,944.93,B,C,wide,,4
C_node1node9_wide_t5,669.88,B,C,wide,,5
C_node1node4_timber_t0,1848.0,B,C,timber,,0
C_node1node4_timber_t1,1555.97,B,C,timber,,1
C_node1node4_timber_t2,1103.05,B,C,timber,,2
C_node1node4_timber_t3,781.98,B,C,timber,,3
C_node1node4_timber_t4,554.36,B,C,timber,,4
C_node1node4_timber_t5,392.99,B,C,timber,,5
C_node1node4_wide_t0,2771.0,B,C,wide,,0
C_node1node4_wide_t1,2333.11,B,C,wide,,1
C_node1node4_wide_t2,1653.98,B,C,wide,,2
C_node1node4_wide_t3,1172.54,B,C,wide,,3
C_node1node4_wide_t4,831.24,B,C,wide,,4
C_node1node4_wide_t5,589.28,B,C,wide,,5
C_node1node15_timber_t0,0.0,B,C,timber,,0
C_node1node15_timber_t1,0.0,B,C,timber,,1
C_node1node15_timber_t2,0.0,B,C,timber,,2
C_node1node15_timber_t3,0.0,B,C,timber,,3
C_node1node15_timber_t4,0.0,B,C,timber,,4
C_node1node15_timber_t5,0.0,B,C,timber,,5
C_node1node15_wide_t0,0.0,B,C,wide,,0
C_node1node15_wide_t1,0.0,B,C,wide,,1
