arc,type
node7node35,source_in_transit_out
node11node35,source_in_transit_out
node14node35,source_in_transit_out
node6node35,source_in_transit_out
node22node36,exit_out_source_in
node7node36,source_in_transit_out
node25node36,exit_out_source_in
node20node36,exit_out_source_in
node6node36,source_in_transit_out
node5node36,exit_out_source_in
node23node36,exit_out_source_in
node1node36,source_in_transit_out
node15node36,exit_out_source_in
node26node36,exit_out_source_in
node13node37,exit_out_source_in
node16node37,source_in_transit_out
node10node37,source_in_transit_out
node27node37,exit_out_source_in
node11node38,source_in_transit_out
node14node38,source_in_transit_out
node9node38,source_in_transit_out
node7node39,source_in_transit_out
node28node39,exit_out_source_in
node1node39,source_in_transit_out
node29node39,exit_out_source_in
node17node39,source_in_transit_out
node2node39,source_in_transit_out
node4node39,source_in_transit_out
node19node39,source_in_transit_out
node9node39,source_in_transit_out
node11node39,source_in_transit_out
node30node39,exit_out_source_in
node23node39,exit_out_source_in
node17node40,source_in_transit_out
node8node40,source_in_transit_out
node4node40,source_in_transit_out
node18node41,source_in_transit_out
node17node41,source_in_transit_out
node12node41,source_in_transit_out
node21node41,source_in_transit_out
node2node41,source_in_transit_out
node8node41,source_in_transit_out
node28node42,exit_out_source_in
node2node42,source_in_transit_out
node31node42,exit_out_source_in
node19node42,source_in_transit_out
node18node42,source_in_transit_out
node3node42,source_in_transit_out
node31node43,exit_out_source_in
node24node43,source_in_transit_out
node18node43,source_in_transit_out
node12node43,source_in_transit_out
node3node43,source_in_transit_out
node32node43,exit_out_source_in
node16node44,source_in_transit_out
node32node44,exit_out_source_in
node24node44,source_in_transit_out
node10node44,source_in_transit_out
node33node44,exit_out_source_in
node34node44,exit_out_source_in
node12node44,source_in_transit_out
node27node44,exit_out_source_in
node21node44,source_in_transit_out
node35node14,source_out_transit_in
node35node11,source_out_transit_in
node35node6,source_out_transit_in
node35node7,source_out_transit_in
node36node6,source_out_transit_in
node36node20,exit_in_source_out
node36node1,source_out_transit_in
node36node22,exit_in_source_out
node36node25,exit_in_source_out
node36node15,exit_in_source_out
node36node5,exit_in_source_out
node36node7,source_out_transit_in
node36node26,exit_in_source_out
node36node23,exit_in_source_out
node37node10,source_out_transit_in
node37node13,exit_in_source_out
node37node27,exit_in_source_out
node37node16,source_out_transit_in
node38node11,source_out_transit_in
node38node14,source_out_transit_in
node38node9,source_out_transit_in
node39node28,exit_in_source_out
node39node17,source_out_transit_in
node39node4,source_out_transit_in
node39node11,source_out_transit_in
node39node19,source_out_transit_in
node39node7,source_out_transit_in
node39node29,exit_in_source_out
node39node23,exit_in_source_out
node39node2,source_out_transit_in
node39node30,exit_in_source_out
node39node1,source_out_transit_in
node39node9,source_out_transit_in
node40node8,source_out_transit_in
node40node4,source_out_transit_in
node40node17,source_out_transit_in
node41node21,source_out_transit_in
