variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node13_timber_t0,0.0,0.0,B,C,timber,node1node13,0,1298.0
C_node1node13_timber_t1,0.0,1.0,B,C,timber,node1node13,1,1092.88
C_node1node13_timber_t2,0.0,1.0,B,C,timber,node1node13,2,774.76
C_node1node13_timber_t3,0.0,1.0,B,C,timber,node1node13,3,549.24
C_node1node13_timber_t4,0.0,1.0,B,C,timber,node1node13,4,389.37
C_node1node13_timber_t5,0.0,1.0,B,C,timber,node1node13,5,276.03
C_node1node13_wide_t0,0.0,0.0,B,C,wide,node1node13,0,1946.0
C_node1node13_wide_t1,0.0,1.0,B,C,wide,node1node13,1,1638.48
C_node1node13_wide_t2,0.0,1.0,B,C,wide,node1node13,2,1161.55
C_node1node13_wide_t3,0.0,1.0,B,C,wide,node1node13,3,823.44
C_node1node13_wide_t4,0.0,1.0,B,C,wide,node1node13,4,583.75
C_node1node13_wide_t5,0.0,1.0,B,C,wide,node1node13,5,413.83
C_node1node6_timber_t0,0.0,0.0,B,C,timber,node1node6,0,1004.0
C_node1node6_timber_t1,0.0,1.0,B,C,timber,node1node6,1,845.34
C_node1node6_timber_t2,0.0,1.0,B,C,timber,node1node6,2,599.28
C_node1node6_timber_t3,0.0,1.0,B,C,timber,node1node6,3,424.84
C_node1node6_timber_t4,0.0,1.0,B,C,timber,node1node6,4,301.18
C_node1node6_timber_t5,0.0,1.0,B,C,timber,node1node6,5,213.51
C_node1node6_wide_t0,0.0,0.0,B,C,wide,node1node6,0,1508.0
C_node1node6_wide_t1,0.0,1.0,B,C,wide,node1node6,1,1269.7
C_node1node6_wide_t2,0.0,1.0,B,C,wide,node1node6,2,900.11
C_node1node6_wide_t3,0.0,1.0,B,C,wide,node1node6,3,638.11
C_node1node6_wide_t4,0.0,1.0,B,C,wide,node1node6,4,452.37
C_node1node6_wide_t5,0.0,1.0,B,C,wide,node1node6,5,320.69
C_node1node3_timber_t0,0.0,0.0,B,C,timber,node1node3,0,1907.0
C_node1node3_timber_t1,0.0,1.0,B,C,timber,node1node3,1,1605.64
C_node1node3_timber_t2,0.0,1.0,B,C,timber,node1node3,2,1138.27
C_node1node3_timber_t3,0.0,1.0,B,C,timber,node1node3,3,806.94
C_node1node3_timber_t4,0.0,1.0,B,C,timber,node1node3,4,572.06
C_node1node3_timber_t5,0.0,1.0,B,C,timber,node1node3,5,405.54
C_node1node3_wide_t0,0.0,0.0,B,C,wide,node1node3,0,2860.0
C_node1node3_wide_t1,0.0,1.0,B,C,wide,node1node3,1,2408.04
C_node1node3_wide_t2,0.0,1.0,B,C,wide,node1node3,2,1707.11
C_node1node3_wide_t3,0.0,1.0,B,C,wide,node1node3,3,1210.2
C_node1node3_wide_t4,0.0,1.0,B,C,wide,node1node3,4,857.93
C_node1node3_wide_t5,0.0,1.0,B,C,wide,node1node3,5,608.21
C_node1node18_timber_t0,0.0,0.0,B,C,timber,node1node18,0,0.0
C_node1node18_timber_t1,0.0,1.0,B,C,timber,node1node18,1,0.0
C_node1node18_timber_t2,0.0,1.0,B,C,timber,node1node18,2,0.0
C_node1node18_timber_t3,0.0,1.0,B,C,timber,node1node18,3,0.0
C_node1node18_timber_t4,0.0,1.0,B,C,timber,node1node18,4,0.0
C_node1node18_timber_t5,0.0,1.0,B,C,timber,node1node18,5,0.0
C_node1node18_wide_t0,0.0,0.0,B,C,wide,node1node18,0,0.0
C_node1node18_wide_t1,0.0,1.0,B,C,wide,node1node18,1,0.0
C_node1node18_wide_t2,0.0,1.0,B,C,wide,node1node18,2,0.0
C_node1node18_wide_t3,0.0,1.0,B,C,wide,node1node18,3,0.0
C_node1node18_wide_t4,0.0,1.0,B,C,wide,node1node18,4,0.0
C_node1node18_wide_t5,0.0,1.0,B,C,wide,node1node18,5,0.0
C_node2node10_timber_t0,0.0,0.0,B,C,timber,node2node10,0,282.0
C_node2node10_timber_t1,0.0,1.0,B,C,timber,node2node10,1,237.44
C_node2node10_timber_t2,0.0,1.0,B,C,timber,node2node10,2,168.32
C_node2node10_timber_t3,0.0,1.0,B,C,timber,node2node10,3,119.33
C_node2node10_timber_t4,0.0,1.0,B,C,timber,node2node10,4,84.59
C_node2node10_timber_t5,0.0,1.0,B,C,timber,node2node10,5,59.97
C_node2node10_wide_t0,0.0,0.0,B,C,wide,node2node10,0,424.0
C_node2node10_wide_t1,0.0,1.0,B,C,wide,node2node10,1,357.0
C_node2node10_wide_t2,0.0,1.0,B,C,wide,node2node10,2,253.08
C_node2node10_wide_t3,0.0,1.0,B,C,wide,node2node10,3,179.41
C_node2node10_wide_t4,0.0,1.0,B,C,wide,node2node10,4,127.19
C_node2node10_wide_t5,0.0,1.0,B,C,wide,node2node10,5,90.17
C_node2node7_timber_t0,0.0,0.0,B,C,timber,node2node7,0,5272.0
C_node2node7_timber_t1,0.0,1.0,B,C,timber,node2node7,1,4438.88
C_node2node7_timber_t2,0.0,1.0,B,C,timber,node2node7,2,3146.81
C_node2node7_timber_t3,0.0,1.0,B,C,timber,node2node7,3,2230.83
C_node2node7_timber_t4,0.0,1.0,B,C,timber,node2node7,4,1581.48
C_node2node7_timber_t5,0.0,1.0,B,C,timber,node2node7,5,1121.14
C_node2node7_wide_t0,0.0,0.0,B,C,wide,node2node7,0,7909.0
C_node2node7_wide_t1,0.0,1.0,B,C,wide,node2node7,1,6659.17
C_node2node7_wide_t2,0.0,1.0,B,C,wide,node2node7,2,4720.81
C_node2node7_wide_t3,0.0,1.0,B,C,wide,node2node7,3,3346.67
C_node2node7_wide_t4,0.0,1.0,B,C,wide,node2node7,4,2372.52
C_node2node7_wide_t5,0.0,1.0,B,C,wide,node2node7,5,1681.92
C_node2node11_timber_t0,0.0,0.0,B,C,timber,node2node11,0,1565.0
C_node2node11_timber_t1,0.0,1.0,B,C,timber,node2node11,1,1317.69
C_node2node11_timber_t2,0.0,1.0,B,C,timber,node2node11,2,934.13
C_node2node11_timber_t3,0.0,1.0,B,C,timber,node2node11,3,662.23
C_node2node11_timber_t4,0.0,1.0,B,C,timber,node2node11,4,469.46
C_node2node11_timber_t5,0.0,1.0,B,C,timber,node2node11,5,332.81
C_node2node11_wide_t0,0.0,0.0,B,C,wide,node2node11,0,2347.0
C_node2node11_wide_t1,0.0,1.0,B,C,wide,node2node11,1,1976.11
C_node2node11_wide_t2,0.0,1.0,B,C,wide,node2node11,2,1400.9
C_node2node11_wide_t3,0.0,1.0,B,C,wide,node2node11,3,993.13
C_node2node11_wide_t4,0.0,1.0,B,C,wide,node2node11,4,704.05
C_node2node11_wide_t5,0.0,1.0,B,C,wide,node2node11,5,499.11
C_node3node4_timber_t0,0.0,0.0,B,C,timber,node3node4,0,3109.0
C_node3node4_timber_t1,0.0,1.0,B,C,timber,node3node4,1,2617.69
C_node3node4_timber_t2,0.0,1.0,B,C,timber,node3node4,2,1855.73
C_node3node4_timber_t3,0.0,1.0,B,C,timber,node3node4,3,1315.56
C_node3node4_timber_t4,0.0,1.0,B,C,timber,node3node4,4,932.63
C_node3node4_timber_t5,0.0,1.0,B,C,timber,node3node4,5,661.16
C_node3node4_wide_t0,0.0,0.0,B,C,wide,node3node4,0,4664.0
C_node3node4_wide_t1,0.0,1.0,B,C,wide,node3node4,1,3926.96
C_node3node4_wide_t2,0.0,1.0,B,C,wide,node3node4,2,2783.9
C_node3node4_wide_t3,0.0,1.0,B,C,wide,node3node4,3,1973.56
C_node3node4_wide_t4,0.0,1.0,B,C,wide,node3node4,4,1399.09
C_node3node4_wide_t5,0.0,1.0,B,C,wide,node3node4,5,991.84
C_node3node5_timber_t0,0.0,0.0,B,C,timber,node3node5,0,2346.0
C_node3node5_timber_t1,0.0,1.0,B,C,timber,node3node5,1,1975.27
C_node3node5_timber_t2,0.0,1.0,B,C,timber,node3node5,2,1400.31
C_node3node5_timber_t3,0.0,1.0,B,C,timber,node3node5,3,992.7
C_node3node5_timber_t4,0.0,1.0,B,C,timber,node3node5,4,703.75
C_node3node5_timber_t5,0.0,1.0,B,C,timber,node3node5,5,498.9
C_node3node5_wide_t0,0.0,0.0,B,C,wide,node3node5,0,3520.0
C_node3node5_wide_t1,0.0,1.0,B,C,wide,node3node5,1,2963.75
C_node3node5_wide_t2,0.0,1.0,B,C,wide,node3node5,2,2101.05
C_node3node5_wide_t3,0.0,1.0,B,C,wide,node3node5,3,1489.48
