variable,value
C_timber_node1node31_t1,1.0
C_timber_node1node31_t2,1.0
C_timber_node1node31_t3,1.0
C_timber_node1node31_t4,1.0
C_timber_node1node31_t5,1.0
C_wide_node1node31_t1,1.0
C_wide_node1node31_t2,1.0
C_wide_node1node31_t3,1.0
C_wide_node1node31_t4,1.0
C_wide_node1node31_t5,1.0
C_timber_node1node26_t1,1.0
C_timber_node1node26_t2,1.0
C_timber_node1node26_t3,1.0
C_timber_node1node26_t4,1.0
C_timber_node1node26_t5,1.0
C_wide_node1node26_t1,1.0
C_wide_node1node26_t2,1.0
C_wide_node1node26_t3,1.0
C_wide_node1node26_t4,1.0
C_wide_node1node26_t5,1.0
C_timber_node1node5_t1,1.0
C_timber_node1node5_t2,1.0
C_timber_node1node5_t3,1.0
C_timber_node1node5_t4,1.0
C_timber_node1node5_t5,1.0
C_wide_node1node5_t1,1.0
C_wide_node1node5_t2,1.0
C_wide_node1node5_t3,1.0
C_wide_node1node5_t4,1.0
C_wide_node1node5_t5,1.0
C_timber_node1node39_t1,1.0
C_timber_node1node39_t2,1.0
C_timber_node1node39_t3,1.0
C_timber_node1node39_t4,1.0
C_timber_node1node39_t5,1.0
C_wide_node1node39_t1,1.0
C_wide_node1node39_t2,1.0
C_wide_node1node39_t3,1.0
C_wide_node1node39_t4,1.0
C_wide_node1node39_t5,1.0
C_timber_node1node43_t1,1.0
C_timber_node1node43_t2,1.0
C_timber_node1node43_t3,1.0
C_timber_node1node43_t4,1.0
C_timber_node1node43_t5,1.0
C_wide_node1node43_t1,1.0
C_wide_node1node43_t2,1.0
C_wide_node1node43_t3,1.0
C_wide_node1node43_t4,1.0
C_wide_node1node43_t5,1.0
C_timber_node2node7_t1,1.0
C_timber_node2node7_t2,1.0
C_timber_node2node7_t3,1.0
C_timber_node2node7_t4,1.0
C_timber_node2node7_t5,1.0
C_wide_node2node7_t1,1.0
C_wide_node2node7_t2,1.0
C_wide_node2node7_t3,1.0
C_wide_node2node7_t4,1.0
C_wide_node2node7_t5,1.0
C_timber_node2node37_t1,1.0
C_timber_node2node37_t2,1.0
C_timber_node2node37_t3,1.0
C_timber_node2node37_t4,1.0
C_timber_node2node37_t5,1.0
C_wide_node2node37_t1,1.0
C_wide_node2node37_t2,1.0
C_wide_node2node37_t3,1.0
C_wide_node2node37_t4,1.0
C_wide_node2node37_t5,1.0
C_timber_node2node47_t1,1.0
C_timber_node2node47_t2,1.0
C_timber_node2node47_t3,1.0
C_timber_node2node47_t4,1.0
C_timber_node2node47_t5,1.0
C_wide_node2node47_t1,1.0
C_wide_node2node47_t2,1.0
C_wide_node2node47_t3,1.0
C_wide_node2node47_t4,1.0
C_wide_node2node47_t5,1.0
C_timber_node3node35_t1,1.0
C_timber_node3node35_t2,1.0
C_timber_node3node35_t3,1.0
C_timber_node3node35_t4,1.0
C_timber_node3node35_t5,1.0
C_wide_node3node35_t1,1.0
C_wide_node3node35_t2,1.0
C_wide_node3node35_t3,1.0
C_wide_node3node35_t4,1.0
C_wide_node3node35_t5,1.0
C_timber_node3node38_t1,1.0
C_timber_node3node38_t2,1.0
C_timber_node3node38_t3,1.0
C_timber_node3node38_t4,1.0
C_timber_node3node38_t5,1.0
C_wide_node3node38_t1,1.0
C_wide_node3node38_t2,1.0
C_wide_node3node38_t3,1.0
C_wide_node3node38_t4,1.0
C_wide_node3node38_t5,1.0
C_timber_node3node47_t1,1.0
C_timber_node3node47_t2,1.0
