"Node1(x,y)","Node2(x,y)"
"(-11420.59478, 148179.88011)","(-11730.52438, 148189.95611)"
"(-11420.59478, 148179.88011)","(-11592.63948, 148361.74541)"
"(-11420.59478, 148179.88011)","(-11299.20107, 148209.62804)"
"(-11420.59478, 148179.88011)","(-11531.59901, 148166.03625)"
"(-11730.52438, 148189.95611)","(-11689.19648, 148308.20291)"
"(-11730.52438, 148189.95611)","(-11854.77758, 148264.25441)"
"(-11730.52438, 148189.95611)","(-11531.59901, 148166.03625)"
"(-11689.19648, 148308.20291)","(-11854.77758, 148264.25441)"
"(-11689.19648, 148308.20291)","(-11592.63948, 148361.74541)"
"(-11689.19648, 148308.20291)","(-11531.59901, 148166.03625)"
"(-11592.63948, 148361.74541)","(-11468.98578, 148410.59706)"
"(-11592.63948, 148361.74541)","(-11531.59901, 148166.03625)"
"(-11299.20107, 148209.62804)","(-11468.98578, 148410.59706)"
