"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-11179.82858, 148324.14021)","(-11271.71878, 148376.19141)",0.12942534520815263,False,False,972,348,1459,348,730,False,"[(-11197.93668, 148374.66851), (-11257.28278, 148382.75081)]"
"(-11179.82858, 148324.14021)","(-11299.20107, 148209.62804)",0.18928094407497,True,False,915,356,1372,356,686,False,"[(-11253.73508, 148308.76191), (-11292.56028, 148262.97841)]"
"(-11179.82858, 148324.14021)","(-11055.12092, 148349.77047)",0.13488636462967132,True,False,1013,363,1521,363,760,False,"[(-11119.31738, 148359.25021), (-11070.55348, 148351.13961)]"
"(-11179.82858, 148324.14021)","(-11411.83393, 148317.58668)",0.0,False,True,0,0,0,0,0,False,
"(-11179.82858, 148324.14021)","(-11219.19702, 148568.94444)",0.0,False,True,0,0,0,0,0,False,
"(-11420.59478, 148179.88011)","(-11730.52438, 148189.95611)",0.736340240558129,False,False,3558,1384,5336,1384,2667,False,"[(-11408.73338, 148137.93401), (-11380.10208, 148092.45331)]"
"(-11420.59478, 148179.88011)","(-11592.63948, 148361.74541)",0.25675767147030126,False,False,1239,482,1861,482,931,False,"[(-11465.86978, 148223.72791), (-11502.70148, 148271.51401), (-11524.77068, 148310.35671)]"
"(-11420.59478, 148179.88011)","(-11299.20107, 148209.62804)",0.2888643502771011,True,False,1394,542,2094,542,1046,False,"[(-11413.64928, 148259.14381), (-11409.68488, 148253.22101), (-11409.39208, 148256.56201), (-11373.55908, 148203.02711), (-11333.78748, 148151.23771), (-11300.71538, 148197.46251)]"
"(-11420.59478, 148179.88011)","(-11531.59901, 148166.03625)",0.0,False,True,0,0,0,0,0,False,
"(-11420.59478, 148179.88011)","(-11411.83393, 148317.58668)",0.0,False,True,0,0,0,0,0,False,
"(-11730.52438, 148189.95611)","(-11689.19648, 148308.20291)",0.1281993684064215,False,False,619,241,928,241,465,False,"[(-11720.52478, 148215.90301)]"
"(-11730.52438, 148189.95611)","(-11854.77758, 148264.25441)",1.3073326622510695,False,False,6317,2456,9476,2456,4740,False,"[(-11958.03318, 148197.78131), (-11956.23588, 148195.14031), (-11953.77448, 148195.19991), (-11974.52518, 148197.38211), (-11979.52688, 148292.69671), (-11902.79788, 148275.49861), (-11869.15238, 148261.69701)]"
"(-11730.52438, 148189.95611)","(-11800.96646, 148122.40153)",0.0,False,True,0,0,0,0,0,False,
"(-11730.52438, 148189.95611)","(-11531.59901, 148166.03625)",0.0,False,True,0,0,0,0,0,False,
"(-11534.00818, 148674.27541)","(-11596.59038, 148443.91581)",0.27834104687571753,True,False,2092,746,3138,746,1568,False,"[(-11575.96898, 148631.31621), (-11575.07138, 148625.29441)]"
"(-11534.00818, 148674.27541)","(-11312.58112, 148720.59185)",0.34230226615982196,True,False,2572,918,3859,918,1928,False,"[(-11349.36858, 148696.96311)]"
"(-11534.00818, 148674.27541)","(-11219.19702, 148568.94444)",0.0,False,True,0,0,0,0,0,False,
"(-11425.80308, 148384.67391)","(-11271.71878, 148376.19141)",0.32021252217294643,False,False,2405,859,3609,859,1805,False,"[(-11408.21878, 148393.91941)]"
"(-11425.80308, 148384.67391)","(-11468.98578, 148410.59705)",0.05368469929822379,True,False,404,144,605,144,303,False,"[(-11432.23188, 148398.06271)]"
"(-11425.80308, 148384.67391)","(-11316.61818, 148355.79061)",0.12940254476544097,False,False,625,243,938,243,469,False,"[(-11410.88288, 148353.60131), (-11362.80028, 148360.23471)]"
"(-11425.80308, 148384.67391)","(-11411.83393, 148317.58668)",0.0,False,True,0,0,0,0,0,False,
"(-11425.80308, 148384.67391)","(-11219.19702, 148568.94444)",0.0,False,True,0,0,0,0,0,False,
"(-11689.19648, 148308.20291)","(-11854.77758, 148264.25441)",0.19731360969183886,False,False,953,371,1430,371,714,False,"[(-11720.21098, 148308.82661), (-11779.76668, 148320.47791)]"
"(-11689.19648, 148308.20291)","(-11592.63948, 148361.74541)",0.12167557993790162,False,False,587,228,882,228,441,False,"[(-11683.30998, 148308.08451), (-11683.19388, 148324.44651), (-11638.21468, 148352.22781)]"
"(-11689.19648, 148308.20291)","(-11800.96646, 148122.40153)",0.0,False,True,0,0,0,0,0,False,
"(-11689.19648, 148308.20291)","(-11531.59901, 148166.03625)",0.0,False,True,0,0,0,0,0,False,
"(-11596.59038, 148443.91581)","(-11468.98578, 148410.59705)",0.13316141544551657,True,False,1000,358,1501,358,751,False,"[(-11502.42128, 148421.99971)]"
"(-11596.59038, 148443.91581)","(-11592.63948, 148361.74541)",0.11961414054973846,False,False,579,224,866,224,434,False,"[(-11596.75378, 148441.53251), (-11634.31988, 148392.55481)]"
"(-11596.59038, 148443.91581)","(-11411.83393, 148317.58668)",0.0,False,True,0,0,0,0,0,False,
"(-11596.59038, 148443.91581)","(-11219.19702, 148568.94444)",0.0,False,True,0,0,0,0,0,False,
"(-11592.63948, 148361.74541)","(-11531.59901, 148166.03625)",0.0,False,True,0,0,0,0,0,False,
"(-11592.63948, 148361.74541)","(-11411.83393, 148317.58668)",0.0,False,True,0,0,0,0,0,False,
"(-11160.22148, 148656.33911)","(-11152.51337, 148630.41842)",0.027042505983139623,True,False,203,73,305,73,152,34.6185,
"(-11160.22148, 148656.33911)","(-11245.25328, 148771.16181)",0.1727476870652317,True,False,1298,464,1946,464,974,False,"[(-11161.54878, 148739.31241)]"
"(-11160.22148, 148656.33911)","(-11219.19702, 148568.94444)",0.0,False,True,0,0,0,0,0,False,
"(-11854.77758, 148264.25441)","(-11800.96646, 148122.40153)",0.0,False,True,0,0,0,0,0,False,
"(-11271.71878, 148376.19141)","(-11316.61818, 148355.79061)",0.04931682026449138,False,False,238,93,357,93,179,23.3224,
"(-11271.71878, 148376.19141)","(-11411.83393, 148317.58668)",0.0,False,True,0,0,0,0,0,False,
"(-11271.71878, 148376.19141)","(-11219.19702, 148568.94444)",0.0,False,True,0,0,0,0,0,False,
"(-11245.25328, 148771.16181)","(-11312.58112, 148720.59185)",0.12732012898295852,True,False,957,342,1435,342,718,False,"[(-11269.77208, 148777.20011)]"
"(-11245.25328, 148771.16181)","(-11219.19702, 148568.94444)",0.0,False,True,0,0,0,0,0,False,
"(-11316.61818, 148355.79061)","(-11411.83393, 148317.58668)",0.0,False,True,0,0,0,0,0,False,
"(-11299.20107, 148209.62804)","(-11411.83393, 148317.58668)",0.0,True,True,0,0,0,0,0,False,
"(-11468.98578, 148410.59705)","(-11411.83393, 148317.58668)",0.0,True,True,0,0,0,0,0,False,
"(-11468.98578, 148410.59705)","(-11219.19702, 148568.94444)",0.0,True,True,0,0,0,0,0,False,
"(-11312.58112, 148720.59185)","(-11219.19702, 148568.94444)",0.0,True,True,0,0,0,0,0,False,
"(-11055.12092, 148349.77047)","(-11146.1269, 148608.9421)",1.5877393487797118,True,False,11932,4264,17896,4264,8950,False,"[(-10939.09098, 148814.51071), (-10969.47238, 148726.44391), (-10929.79978, 148618.14501)]"
"(-11055.12092, 148349.77047)","(-11219.19702, 148568.94444)",0.0,True,True,0,0,0,0,0,False,
"(-11148.38727, 148616.54323)","(-11152.51337, 148630.41842)",0.014475689922966599,True,False,109,39,163,39,82,34.6185,
"(-11148.38727, 148616.54323)","(-11146.1269, 148608.9421)",0.00793009771781996,True,False,60,21,89,21,45,34.6185,
"(-11148.38727, 148616.54323)","(-11219.19702, 148568.94444)",0.0,True,True,0,0,0,0,0,False,
"(-11152.51337, 148630.41842)","(-11219.19702, 148568.94444)",0.0,True,True,0,0,0,0,0,False,
"(-11146.1269, 148608.9421)","(-11219.19702, 148568.94444)",0.0,True,True,0,0,0,0,0,False,
