Node,Stand
"(-11689.19648, 148308.20291)","[1039, 1279]"
"(-11715.23308, 148268.81971)","[1039, 1279]"
"(-11720.52478, 148215.90301)","[1039, 1279]"
"(-11730.52438, 148189.95611)","[1039, 1279]"
"(-11774.32308, 148175.04951)",[1279]
"(-11785.11408, 148112.05971)",[1279]
"(-11754.74868, 148067.05781)",[1279]
"(-11708.82568, 148035.07201)",[1279]
"(-11641.81138, 147979.92011)",[1279]
"(-11614.43618, 147946.40811)",[1279]
"(-11609.15778, 147879.33001)",[1279]
"(-11636.95658, 147839.75091)",[1279]
"(-11654.08998, 147857.45601)",[1279]
"(-11656.23548, 147857.85511)",[1279]
"(-11658.34758, 147860.03761)",[1279]
"(-11713.40328, 147870.28061)",[1279]
"(-11728.17318, 147883.91441)",[1279]
"(-11737.43368, 147920.95611)",[1279]
"(-11740.07938, 147968.58131)",[1279]
"(-11744.04818, 147996.36261)",[1279]
"(-11747.80528, 147995.43911)",[1279]
"(-11748.30608, 147998.94421)",[1279]
"(-11800.72058, 147986.06261)",[1279]
"(-11832.20278, 148020.99091)",[1279]
"(-11912.05698, 148133.89681)",[1279]
"(-11953.77448, 148195.19991)",[1279]
"(-11956.23588, 148195.14031)",[1279]
"(-11958.03318, 148197.78131)",[1279]
"(-11974.52518, 148197.38211)",[1279]
"(-12025.82898, 148221.81241)",[1279]
"(-12025.82898, 148239.77991)",[1279]
"(-12015.24568, 148268.88411)",[1279]
"(-11979.52688, 148292.69671)",[1279]
"(-11902.79788, 148275.49861)",[1279]
"(-11869.15238, 148261.69701)",[1279]
"(-11854.77758, 148264.25441)",[1279]
"(-11845.40328, 148265.81471)",[1279]
"(-11831.36038, 148305.92571)",[1279]
"(-11779.76668, 148320.47791)",[1279]
"(-11720.21098, 148308.82661)",[1279]
"(-11425.80308, 148384.67391)",[866]
"(-11410.88288, 148353.60131)",[866]
"(-11362.80028, 148360.23471)",[866]
"(-11316.61818, 148355.79061)",[866]
"(-11271.71878, 148376.19141)",[866]
"(-11257.28278, 148382.75081)",[866]
"(-11197.93668, 148374.66851)",[866]
"(-11179.82858, 148324.14021)",[866]
"(-11253.73508, 148308.76191)",[866]
"(-11292.56028, 148262.97841)",[866]
"(-11300.71538, 148197.46251)",[866]
"(-11333.78748, 148151.23771)",[866]
"(-11373.55908, 148203.02711)",[866]
"(-11409.39208, 148256.56201)",[866]
"(-11409.68488, 148253.22101)",[866]
"(-11413.64928, 148259.14381)",[866]
"(-11420.59478, 148179.88011)","[866, 1039]"
"(-11465.86978, 148223.72791)","[866, 1039]"
"(-11502.70148, 148271.51401)","[866, 1039]"
"(-11524.77068, 148310.35671)","[866, 1039]"
"(-11569.47658, 148328.59791)","[866, 1039]"
"(-11592.63948, 148361.74541)","[866, 1039]"
"(-11590.49818, 148362.19261)",[866]
"(-11634.31988, 148392.55481)",[866]
"(-11596.75378, 148441.53251)",[866]
"(-11596.59038, 148443.91581)",[866]
"(-11556.39588, 148442.11221)",[866]
"(-11502.42128, 148421.99971)",[866]
"(-11432.23188, 148398.06271)",[866]
"(-11299.20107, 148209.62804)",[866]
"(-11468.98578, 148410.59706)",[866]
"(-11408.73338, 148137.93401)",[1039]
"(-11380.10208, 148092.45331)",[1039]
"(-11338.52358, 148037.79451)",[1039]
"(-11321.45518, 147973.61651)",[1039]
"(-11371.83468, 147958.17311)",[1039]
"(-11448.09148, 147972.86731)",[1039]
"(-11491.12798, 148036.74711)",[1039]
"(-11547.69158, 148107.21751)",[1039]
"(-11550.22888, 148107.65631)",[1039]
"(-11551.94898, 148109.79931)",[1039]
"(-11625.95778, 148122.59641)",[1039]
"(-11676.34868, 148165.64431)",[1039]
"(-11678.86858, 148166.74131)",[1039]
"(-11680.60648, 148168.22601)",[1039]
"(-11683.30998, 148308.08451)",[1039]
"(-11683.19388, 148324.44651)",[1039]
"(-11638.21468, 148352.22781)",[1039]
