arc,type
node2node6,source_in_transit_out
node1node6,source_in_transit_out
node3node6,source_in_transit_out
node6node3,source_out_transit_in
node6node1,source_out_transit_in
node6node2,source_out_transit_in
node5node4,exit_in_exit_out
node3node4,exit_in_transit_out
node4node5,exit_in_exit_out
node1node5,exit_in_transit_out
node4node3,exit_out_transit_in
node5node1,exit_out_transit_in
node3node1,transit_in_transit_out
node2node1,transit_in_transit_out
node1node3,transit_in_transit_out
node2node3,transit_in_transit_out
node3node2,transit_in_transit_out
node1node2,transit_in_transit_out
