variable,coefficient,type,prefix,width,edge,period
C_node1node5_timber_t0,8076.0,B,C,timber,,0
C_node1node5_timber_t1,6799.78,B,C,timber,,1
C_node1node5_timber_t2,4820.49,B,C,timber,,2
C_node1node5_timber_t3,3417.34,B,C,timber,,3
C_node1node5_timber_t4,2422.61,B,C,timber,,4
C_node1node5_timber_t5,1717.44,B,C,timber,,5
C_node1node5_wide_t0,12115.0,B,C,wide,,0
C_node1node5_wide_t1,10200.5,B,C,wide,,1
C_node1node5_wide_t2,7231.33,B,C,wide,,2
C_node1node5_wide_t3,5126.43,B,C,wide,,3
C_node1node5_wide_t4,3634.22,B,C,wide,,4
C_node1node5_wide_t5,2576.37,B,C,wide,,5
C_node1node3_timber_t0,7031.0,B,C,timber,,0
C_node1node3_timber_t1,5919.91,B,C,timber,,1
C_node1node3_timber_t2,4196.74,B,C,timber,,2
C_node1node3_timber_t3,2975.15,B,C,timber,,3
C_node1node3_timber_t4,2109.14,B,C,timber,,4
C_node1node3_timber_t5,1495.21,B,C,timber,,5
C_node1node3_wide_t0,10545.0,B,C,wide,,0
C_node1node3_wide_t1,8878.61,B,C,wide,,1
C_node1node3_wide_t2,6294.21,B,C,wide,,2
C_node1node3_wide_t3,4462.09,B,C,wide,,3
C_node1node3_wide_t4,3163.26,B,C,wide,,4
C_node1node3_wide_t5,2242.49,B,C,wide,,5
C_node1node2_timber_t0,1253.0,B,C,timber,,0
C_node1node2_timber_t1,1054.99,B,C,timber,,1
C_node1node2_timber_t2,747.9,B,C,timber,,2
C_node1node2_timber_t3,530.2,B,C,timber,,3
C_node1node2_timber_t4,375.87,B,C,timber,,4
C_node1node2_timber_t5,266.46,B,C,timber,,5
C_node1node2_wide_t0,1880.0,B,C,wide,,0
C_node1node2_wide_t1,1582.91,B,C,wide,,1
C_node1node2_wide_t2,1122.15,B,C,wide,,2
C_node1node2_wide_t3,795.52,B,C,wide,,3
C_node1node2_wide_t4,563.96,B,C,wide,,4
C_node1node2_wide_t5,399.8,B,C,wide,,5
C_node1node6_timber_t0,0.0,B,C,timber,,0
C_node1node6_timber_t1,0.0,B,C,timber,,1
C_node1node6_timber_t2,0.0,B,C,timber,,2
C_node1node6_timber_t3,0.0,B,C,timber,,3
C_node1node6_timber_t4,0.0,B,C,timber,,4
C_node1node6_timber_t5,0.0,B,C,timber,,5
C_node1node6_wide_t0,0.0,B,C,wide,,0
C_node1node6_wide_t1,0.0,B,C,wide,,1
C_node1node6_wide_t2,0.0,B,C,wide,,2
C_node1node6_wide_t3,0.0,B,C,wide,,3
C_node1node6_wide_t4,0.0,B,C,wide,,4
C_node1node6_wide_t5,0.0,B,C,wide,,5
C_node1node7_timber_t0,0.0,B,C,timber,,0
C_node1node7_timber_t1,0.0,B,C,timber,,1
C_node1node7_timber_t2,0.0,B,C,timber,,2
C_node1node7_timber_t3,0.0,B,C,timber,,3
C_node1node7_timber_t4,0.0,B,C,timber,,4
C_node1node7_timber_t5,0.0,B,C,timber,,5
C_node1node7_wide_t0,0.0,B,C,wide,,0
C_node1node7_wide_t1,0.0,B,C,wide,,1
C_node1node7_wide_t2,0.0,B,C,wide,,2
C_node1node7_wide_t3,0.0,B,C,wide,,3
C_node1node7_wide_t4,0.0,B,C,wide,,4
C_node1node7_wide_t5,0.0,B,C,wide,,5
C_node2node3_timber_t0,589.0,B,C,timber,,0
C_node2node3_timber_t1,495.92,B,C,timber,,1
C_node2node3_timber_t2,351.57,B,C,timber,,2
C_node2node3_timber_t3,249.23,B,C,timber,,3
C_node2node3_timber_t4,176.69,B,C,timber,,4
C_node2node3_timber_t5,125.26,B,C,timber,,5
C_node2node3_wide_t0,883.0,B,C,wide,,0
C_node2node3_wide_t1,743.46,B,C,wide,,1
C_node2node3_wide_t2,527.05,B,C,wide,,2
C_node2node3_wide_t3,373.64,B,C,wide,,3
C_node2node3_wide_t4,264.88,B,C,wide,,4
C_node2node3_wide_t5,187.78,B,C,wide,,5
C_node2node6_timber_t0,0.0,B,C,timber,,0
C_node2node6_timber_t1,0.0,B,C,timber,,1
C_node2node6_timber_t2,0.0,B,C,timber,,2
C_node2node6_timber_t3,0.0,B,C,timber,,3
C_node2node6_timber_t4,0.0,B,C,timber,,4
C_node2node6_timber_t5,0.0,B,C,timber,,5
C_node2node6_wide_t0,0.0,B,C,wide,,0
C_node2node6_wide_t1,0.0,B,C,wide,,1
C_node2node6_wide_t2,0.0,B,C,wide,,2
C_node2node6_wide_t3,0.0,B,C,wide,,3
C_node2node6_wide_t4,0.0,B,C,wide,,4
C_node2node6_wide_t5,0.0,B,C,wide,,5
C_node2node7_timber_t0,0.0,B,C,timber,,0
C_node2node7_timber_t1,0.0,B,C,timber,,1
C_node2node7_timber_t2,0.0,B,C,timber,,2
C_node2node7_timber_t3,0.0,B,C,timber,,3
C_node2node7_timber_t4,0.0,B,C,timber,,4
C_node2node7_timber_t5,0.0,B,C,timber,,5
C_node2node7_wide_t0,0.0,B,C,wide,,0
C_node2node7_wide_t1,0.0,B,C,wide,,1
C_node2node7_wide_t2,0.0,B,C,wide,,2
