arc,type
node13node52,exit_out_source_in
node27node52,exit_out_source_in
node30node52,exit_out_source_in
node32node52,exit_out_source_in
node34node52,exit_out_source_in
node33node52,exit_out_source_in
node22node52,source_in_transit_out
node6node52,source_in_transit_out
node17node52,exit_out_source_in
node12node52,source_in_transit_out
node35node52,exit_out_source_in
node12node53,source_in_transit_out
node36node53,exit_out_source_in
node6node53,source_in_transit_out
node37node53,exit_out_source_in
node38node53,exit_out_source_in
node10node53,source_in_transit_out
node11node53,source_in_transit_out
node39node53,exit_out_source_in
node11node54,source_in_transit_out
node3node54,exit_out_source_in
node2node54,source_in_transit_out
node40node54,exit_out_source_in
node16node54,source_in_transit_out
node10node54,source_in_transit_out
node2node55,source_in_transit_out
node23node55,exit_out_source_in
node5node55,source_in_transit_out
node20node55,exit_out_source_in
node16node55,source_in_transit_out
node21node55,source_in_transit_out
node19node56,source_in_transit_out
node6node56,source_in_transit_out
node22node56,source_in_transit_out
node4node56,exit_out_source_in
node37node56,exit_out_source_in
node40node56,exit_out_source_in
node10node56,source_in_transit_out
node42node56,exit_out_source_in
node41node56,exit_out_source_in
node28node56,source_in_transit_out
node5node56,source_in_transit_out
node24node56,exit_out_source_in
node26node56,exit_out_source_in
node8node56,exit_out_source_in
node16node56,source_in_transit_out
node9node56,exit_out_source_in
node18node56,exit_out_source_in
node43node56,exit_out_source_in
node14node56,exit_out_source_in
node29node56,exit_out_source_in
node49node57,exit_out_source_in
node15node57,source_in_transit_out
node46node57,exit_out_source_in
node44node57,exit_out_source_in
node45node57,exit_out_source_in
node25node57,source_in_transit_out
node48node57,exit_out_source_in
node47node57,exit_out_source_in
node14node58,exit_out_source_in
node28node58,source_in_transit_out
node4node58,exit_out_source_in
node21node58,source_in_transit_out
node5node58,source_in_transit_out
node1node58,source_in_transit_out
node24node58,exit_out_source_in
node23node58,exit_out_source_in
node18node58,exit_out_source_in
node50node58,exit_out_source_in
node41node58,exit_out_source_in
node26node58,exit_out_source_in
node7node59,source_in_transit_out
node28node59,source_in_transit_out
node19node59,source_in_transit_out
node1node59,source_in_transit_out
node15node60,source_in_transit_out
node51node60,exit_out_source_in
node25node60,source_in_transit_out
node31node60,exit_out_source_in
node48node60,exit_out_source_in
