Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-16236.0593, 151098.7178)","(-16257.6581, 151043.7884)",24.988,23.2,120710.82,46937.41,181066.23,90533.11,46937.41
"(-16236.0593, 151098.7178)","(-16212.8318, 151147.1553)",14.005,23.2,67656.89,26307.83,101485.33,50742.67,26307.83
"(-15532.6994, 150993.7156)","(-15594.7966, 151018.1742)",27.857,22.4,134568.2,52325.74,201852.29,100926.15,52325.74
"(-15532.6994, 150993.7156)","(-15552.1566, 150935.0319)",58.191,22.4,281104.7,109305.27,421657.05,210828.53,109305.27
"(-15812.6416, 150728.5514)","(-15773.2696, 150747.8767)",19.12,18.0,92366.16,35915.82,138549.23,69274.62,35915.82
"(-15812.6416, 150728.5514)","(-15846.2917, 150690.4921)",6.778,18.0,32742.28,12731.57,49113.41,24556.71,12731.57
"(-15131.706, 150090.3617)","(-15102.1824, 150137.1003)",67.208,23.2,324667.03,126244.12,487000.54,243500.27,126244.12
"(-15131.706, 150090.3617)","(-15131.9068, 150090.2662)",69.556,23.2,336009.03,130654.37,504013.55,252006.77,130654.37
"(-15427.2161, 150060.2193)","(-15415.6373, 150058.9953)",79.988,23.2,386402.16,150249.32,579603.24,289801.62,150249.32
"(-15427.2161, 150060.2193)","(-15438.8673, 150061.4509)",68.652,23.2,331640.81,128955.82,497461.22,248730.61,128955.82
"(-15287.0127, 150063.8625)","(-15268.655, 150066.9874)",37.358,23.2,180466.96,70173.1,270700.44,135350.22,70173.1
"(-15287.0127, 150063.8625)","(-15299.3103, 150061.7692)",59.664,23.2,288220.04,112072.01,432330.06,216165.03,112072.01
"(-14905.0414, 150452.5846)","(-14859.0429, 150445.543)",33.563,25.4,252208.88,90074.6,378313.31,189156.66,90074.6
"(-14905.0414, 150452.5846)","(-14905.0721, 150452.5585)",9.425,25.4,70827.12,25295.4,106240.68,53120.34,25295.4
"(-15114.7389, 150635.1581)","(-15113.4159, 150571.6579)",74.004,23.2,357496.79,139009.7,536245.18,268122.59,139009.7
"(-15114.7389, 150635.1581)","(-15117.3846, 150660.2936)",1.16,23.2,5604.22,2179.16,8406.33,4203.17,2179.16
"(-14956.5786, 150408.6899)","(-14956.6033, 150408.7083)",62.558,23.2,302203.1,117509.21,453304.65,226652.33,117509.21
"(-14956.5786, 150408.6899)","(-14956.6005, 150408.6712)",74.873,23.2,361693.11,140641.41,542539.66,271269.83,140641.41
"(-15881.0586, 150909.4495)","(-15931.7045, 150902.589)",46.869,23.2,226412.18,88038.53,339618.27,169809.14,88038.53
"(-15881.0586, 150909.4495)","(-15896.1554, 150964.067)",157.226,23.2,759521.62,295333.78,1139282.43,569641.22,295333.78
"(-15259.7788, 150068.4983)","(-15252.9043, 150069.6685)",49.127,23.2,237322.0,92280.72,355983.0,177991.5,92280.72
"(-15259.7788, 150068.4983)","(-15268.655, 150066.9874)",18.633,23.2,90013.84,35001.15,135020.77,67510.38,35001.15
"(-15552.1566, 150935.0319)","(-15643.8352, 150923.2576)",62.516,22.4,302001.22,117430.71,453001.82,226500.91,117430.71
"(-15502.611, 150088.6279)","(-15492.5977, 150062.4519)",59.915,23.2,289436.3,112544.94,434154.45,217077.23,112544.94
"(-15502.611, 150088.6279)","(-15528.2746, 150088.3074)",39.582,23.2,191210.49,74350.64,286815.73,143407.87,74350.64
"(-16635.674, 151421.1472)","(-16675.4082, 151469.8938)",21.177,25.9,159135.29,56834.03,238702.94,119351.47,56834.03
"(-16635.674, 151421.1472)","(-16617.1023, 151381.5762)",22.001,25.9,165329.37,59046.2,247994.06,123997.03,59046.2
"(-15733.0713, 150194.2291)","(-15684.1233, 150191.5832)",10.718,23.2,51775.96,20132.66,77663.95,38831.97,20132.66
"(-15733.0713, 150194.2291)","(-15767.5893, 150233.2019)",82.327,23.2,397703.11,154643.61,596554.67,298277.34,154643.61
"(-15572.4235, 150612.1954)","(-15574.3249, 150659.2904)",3.147,18.0,15204.11,5911.99,22806.17,11403.08,5911.99
"(-15572.4235, 150612.1954)","(-15608.9383, 150573.2111)",20.453,19.4,98801.04,38417.98,148201.56,74100.78,38417.98
"(-15572.4235, 150612.1954)","(-15541.5845, 150557.8148)",11.935,18.0,57656.62,22419.31,86484.93,43242.47,22419.31
"(-15123.9992, 150686.752)","(-15117.3846, 150660.2936)",56.127,18.0,271134.39,105428.39,406701.59,203350.79,105428.39
"(-15123.9992, 150686.752)","(-15162.3639, 150721.8093)",19.335,18.0,93403.76,36319.29,140105.65,70052.82,36319.29
"(-15445.2362, 150062.124)","(-15438.8673, 150061.4509)",83.904,23.2,405319.95,157605.35,607979.92,303989.96,157605.35
"(-15445.2362, 150062.124)","(-15450.4709, 150062.6774)",54.711,23.2,264295.55,102769.17,396443.33,198221.67,102769.17
"(-16094.2283, 150540.3048)","(-16067.2407, 150527.6048)",15.583,18.0,75276.15,29270.51,112914.22,56457.11,29270.51
"(-16094.2283, 150540.3048)","(-16118.9299, 150561.0841)",16.234,18.0,78420.77,30493.28,117631.15,58815.58,30493.28
"(-15913.9533, 150706.4822)","(-15866.0134, 150645.6093)",18.622,18.0,89957.21,34979.12,134935.81,67467.9,34979.12
"(-15913.9533, 150706.4822)","(-15937.5165, 150752.8877)",9.004,18.0,43495.52,16912.88,65243.28,32621.64,16912.88
"(-15890.1642, 150437.7926)","(-15865.6278, 150414.892)",52.061,19.4,251495.09,97791.81,377242.63,188621.32,97791.81
"(-15890.1642, 150437.7926)","(-15897.0547, 150444.2237)",67.663,18.0,326864.27,127098.5,490296.4,245148.2,127098.5
"(-14876.5886, 150955.8709)","(-14861.2509, 150904.3953)",59.019,19.4,285107.81,110861.84,427661.72,213830.86,110861.84
"(-14876.5886, 150955.8709)","(-14954.1123, 150958.3617)",77.484,24.3,374305.48,145545.63,561458.22,280729.11,145545.63
"(-14600.249, 150627.1838)","(-14614.7683, 150687.6367)",68.444,25.4,514324.69,183687.39,771487.03,385743.51,183687.39
"(-14600.249, 150627.1838)","(-14626.6388, 150575.6139)",53.215,25.4,399883.23,142815.44,599824.85,299912.42,142815.44
"(-15132.745, 150499.4203)","(-15120.1155, 150502.9657)",18.575,25.4,139581.49,49850.53,209372.23,104686.12,49850.53
"(-15132.745, 150499.4203)","(-15129.9524, 150528.0016)",52.13,23.2,251825.78,97920.4,377738.67,188869.33,97920.4
"(-15132.745, 150499.4203)","(-15180.1282, 150486.1186)",91.329,23.2,441187.67,171552.22,661781.5,330890.75,171552.22
"(-15442.0576, 150782.5169)","(-15415.5896, 150847.0049)",11.716,18.0,56597.68,22007.55,84896.52,42448.26,22007.55
