"Node1(x,y)","Node2(x,y)"
"(-15028.5005, 150536.7229)","(-15043.5151, 150526.5179)"
"(-15043.5151, 150526.5179)","(-15093.6063, 150511.1163)"
"(-15093.6063, 150511.1163)","(-15120.1155, 150502.9657)"
"(-15120.1155, 150502.9657)","(-15132.745, 150499.4203)"
"(-15132.745, 150499.4203)","(-15129.9524, 150528.0016)"
"(-15129.9524, 150528.0016)","(-15113.4159, 150571.6579)"
"(-15113.4159, 150571.6579)","(-15114.7389, 150635.1581)"
"(-15114.7389, 150635.1581)","(-15117.3846, 150660.2936)"
"(-15117.3846, 150660.2936)","(-15123.9992, 150686.752)"
"(-15123.9992, 150686.752)","(-15162.3639, 150721.8093)"
"(-15162.3639, 150721.8093)","(-15174.2702, 150733.0541)"
"(-15174.2702, 150733.0541)","(-15167.607, 150759.8153)"
"(-15167.607, 150759.8153)","(-15142.269, 150774.933)"
"(-15142.269, 150774.933)","(-15071.6116, 150730.6728)"
"(-15071.6116, 150730.6728)","(-15022.3991, 150662.4103)"
"(-15022.3991, 150662.4103)","(-15033.5115, 150583.0351)"
"(-15033.5115, 150583.0351)","(-15028.5005, 150536.7229)"
"(-14868.1804, 150740.7878)","(-14903.4784, 150679.167)"
"(-14903.4784, 150679.167)","(-14931.8506, 150624.1459)"
"(-14931.8506, 150624.1459)","(-14985.2213, 150566.1389)"
"(-14985.2213, 150566.1389)","(-15028.5005, 150536.7229)"
"(-15028.5005, 150536.7229)","(-15033.5115, 150583.0351)"
"(-15033.5115, 150583.0351)","(-15022.3991, 150662.4103)"
"(-15022.3991, 150662.4103)","(-15071.6116, 150730.6728)"
"(-15071.6116, 150730.6728)","(-15142.269, 150774.933)"
"(-15142.269, 150774.933)","(-15118.6064, 150789.0512)"
"(-15118.6064, 150789.0512)","(-15104.3435, 150803.0733)"
"(-15104.3435, 150803.0733)","(-15093.9354, 150813.3057)"
"(-15093.9354, 150813.3057)","(-15063.8398, 150842.8938)"
"(-15063.8398, 150842.8938)","(-15004.9851, 150877.2061)"
"(-15004.9851, 150877.2061)","(-14953.4247, 150862.9543)"
"(-14953.4247, 150862.9543)","(-14917.7014, 150833.5801)"
"(-14917.7014, 150833.5801)","(-14897.4511, 150812.9223)"
"(-14897.4511, 150812.9223)","(-14878.4011, 150793.489)"
"(-14878.4011, 150793.489)","(-14868.1804, 150740.7878)"
"(-16570.3777, 151391.571)","(-16571.6581, 151322.493)"
"(-16571.6581, 151322.493)","(-16526.0862, 151275.4455)"
"(-16526.0862, 151275.4455)","(-16535.9235, 151232.45)"
"(-16535.9235, 151232.45)","(-16632.7157, 151221.7698)"
"(-16632.7157, 151221.7698)","(-16707.6397, 151206.8877)"
"(-16707.6397, 151206.8877)","(-16772.6044, 151181.9339)"
"(-16772.6044, 151181.9339)","(-16784.8479, 151181.3477)"
"(-16784.8479, 151181.3477)","(-16850.9077, 151178.185)"
"(-16850.9077, 151178.185)","(-16871.0056, 151194.6827)"
"(-16871.0056, 151194.6827)","(-16875.8075, 151198.6244)"
"(-16875.8075, 151198.6244)","(-16872.7482, 151203.3814)"
"(-16872.7482, 151203.3814)","(-16891.6554, 151218.9018)"
"(-16891.6554, 151218.9018)","(-16887.1664, 151265.5394)"
"(-16887.1664, 151265.5394)","(-16886.632, 151306.2264)"
"(-16886.632, 151306.2264)","(-16888.4288, 151310.7876)"
"(-16888.4288, 151310.7876)","(-16888.3745, 151314.9251)"
"(-16888.3745, 151314.9251)","(-16896.9734, 151336.7533)"
"(-16896.9734, 151336.7533)","(-16920.4997, 151363.5472)"
"(-16920.4997, 151363.5472)","(-16924.3352, 151385.6015)"
"(-16924.3352, 151385.6015)","(-16918.7714, 151441.6236)"
"(-16918.7714, 151441.6236)","(-16928.2957, 151519.5005)"
"(-16928.2957, 151519.5005)","(-16788.6808, 151518.3339)"
"(-16788.6808, 151518.3339)","(-16723.1693, 151499.0089)"
"(-16723.1693, 151499.0089)","(-16675.4082, 151469.8938)"
"(-16675.4082, 151469.8938)","(-16635.674, 151421.1472)"
"(-16635.674, 151421.1472)","(-16617.1023, 151381.5762)"
"(-16617.1023, 151381.5762)","(-16570.3777, 151391.571)"
"(-16373.7998, 151027.7834)","(-16376.2863, 150981.5917)"
"(-16376.2863, 150981.5917)","(-16381.578, 150961.0864)"
"(-16381.578, 150961.0864)","(-16374.9081, 150940.1204)"
"(-16374.9081, 150940.1204)","(-16367.6873, 150914.1228)"
"(-16367.6873, 150914.1228)","(-16364.3801, 150878.404)"
"(-16364.3801, 150878.404)","(-16367.6873, 150850.6226)"
"(-16367.6873, 150850.6226)","(-16368.1461, 150821.6095)"
"(-16368.1461, 150821.6095)","(-16393.8408, 150782.9512)"
"(-16393.8408, 150782.9512)","(-16445.5762, 150834.4527)"
"(-16445.5762, 150834.4527)","(-16487.0614, 150857.9675)"
"(-16487.0614, 150857.9675)","(-16522.1797, 150863.1148)"
"(-16522.1797, 150863.1148)","(-16557.3058, 150879.0654)"
"(-16557.3058, 150879.0654)","(-16606.9152, 150880.3883)"
"(-16606.9152, 150880.3883)","(-16650.5797, 150904.6969)"
"(-16650.5797, 150904.6969)","(-16692.0229, 150964.2054)"
"(-16692.0229, 150964.2054)","(-16660.7491, 151005.3289)"
"(-16660.7491, 151005.3289)","(-16615.8648, 151033.923)"
"(-16615.8648, 151033.923)","(-16571.5808, 151020.2048)"
"(-16571.5808, 151020.2048)","(-16522.7395, 151037.8915)"
"(-16522.7395, 151037.8915)","(-16470.4097, 151041.8662)"
"(-16470.4097, 151041.8662)","(-16423.5921, 151037.7117)"
"(-16423.5921, 151037.7117)","(-16373.7998, 151027.7834)"
"(-15700.496, 152160.8129)","(-15647.9036, 152152.4075)"
"(-15647.9036, 152152.4075)","(-15603.5079, 152178.3782)"
"(-15603.5079, 152178.3782)","(-15568.5395, 152117.877)"
"(-15568.5395, 152117.877)","(-15503.7787, 152113.298)"
"(-15503.7787, 152113.298)","(-15446.8276, 152091.3214)"
"(-15446.8276, 152091.3214)","(-15399.2319, 152059.7477)"
"(-15399.2319, 152059.7477)","(-15443.0812, 151990.553)"
"(-15443.0812, 151990.553)","(-15477.3938, 151958.8464)"
"(-15477.3938, 151958.8464)","(-15520.841, 151949.5089)"
"(-15520.841, 151949.5089)","(-15570.6057, 151936.2133)"
"(-15570.6057, 151936.2133)","(-15546.4052, 151880.5199)"
"(-15546.4052, 151880.5199)","(-15615.541, 151866.2645)"
"(-15615.541, 151866.2645)","(-15664.0419, 151844.0079)"
"(-15664.0419, 151844.0079)","(-15715.609, 151858.9154)"
"(-15715.609, 151858.9154)","(-15771.8806, 151890.9977)"
"(-15771.8806, 151890.9977)","(-15831.0603, 151918.6646)"
"(-15831.0603, 151918.6646)","(-15894.7708, 152022.8387)"
"(-15894.7708, 152022.8387)","(-15931.6646, 152070.937)"
"(-15931.6646, 152070.937)","(-15992.2409, 152145.2866)"
"(-15992.2409, 152145.2866)","(-15925.4425, 152138.5607)"
"(-15925.4425, 152138.5607)","(-15873.8213, 152164.5205)"
"(-15873.8213, 152164.5205)","(-15803.0575, 152187.5566)"
"(-15803.0575, 152187.5566)","(-15753.9529, 152172.5386)"
"(-15753.9529, 152172.5386)","(-15700.496, 152160.8129)"
"(-14876.5886, 150955.8709)","(-14861.2509, 150904.3953)"
"(-14861.2509, 150904.3953)","(-14814.0273, 150855.6372)"
"(-14814.0273, 150855.6372)","(-14745.737, 150843.7442)"
"(-14745.737, 150843.7442)","(-14659.8085, 150805.8194)"
"(-14659.8085, 150805.8194)","(-14661.4123, 150746.8219)"
"(-14661.4123, 150746.8219)","(-14661.4087, 150746.8173)"
"(-14661.4087, 150746.8173)","(-14661.4096, 150746.7847)"
"(-14661.4096, 150746.7847)","(-14741.2091, 150748.9475)"
"(-14741.2091, 150748.9475)","(-14801.9307, 150747.0029)"
"(-14801.9307, 150747.0029)","(-14868.1804, 150740.7878)"
"(-14868.1804, 150740.7878)","(-14878.4011, 150793.489)"
"(-14878.4011, 150793.489)","(-14897.4511, 150812.9223)"
"(-14897.4511, 150812.9223)","(-14917.7014, 150833.5801)"
"(-14917.7014, 150833.5801)","(-14953.4247, 150862.9543)"
"(-14953.4247, 150862.9543)","(-15004.9851, 150877.2061)"
"(-15004.9851, 150877.2061)","(-15063.8398, 150842.8938)"
"(-15063.8398, 150842.8938)","(-15093.9354, 150813.3057)"
"(-15093.9354, 150813.3057)","(-15104.3435, 150803.0733)"
"(-15104.3435, 150803.0733)","(-15118.6064, 150789.0512)"
"(-15118.6064, 150789.0512)","(-15142.269, 150774.933)"
"(-15142.269, 150774.933)","(-15167.607, 150759.8153)"
"(-15167.607, 150759.8153)","(-15180.3164, 150801.5242)"
"(-15180.3164, 150801.5242)","(-15131.5263, 150832.9359)"
"(-15131.5263, 150832.9359)","(-15109.1706, 150856.708)"
"(-15109.1706, 150856.708)","(-15085.5578, 150881.8169)"
"(-15085.5578, 150881.8169)","(-15082.539, 150885.3702)"
"(-15082.539, 150885.3702)","(-15055.236, 150917.5087)"
"(-15055.236, 150917.5087)","(-15107.3838, 150924.5593)"
"(-15107.3838, 150924.5593)","(-15237.4751, 150860.8638)"
"(-15237.4751, 150860.8638)","(-15292.2127, 150885.5606)"
"(-15292.2127, 150885.5606)","(-15258.4344, 150940.7746)"
"(-15258.4344, 150940.7746)","(-15186.3064, 150980.7653)"
"(-15186.3064, 150980.7653)","(-15124.3262, 150985.113)"
"(-15124.3262, 150985.113)","(-15063.5393, 150982.2714)"
"(-15063.5393, 150982.2714)","(-15002.9048, 150989.4347)"
"(-15002.9048, 150989.4347)","(-14954.1123, 150958.3617)"
"(-14954.1123, 150958.3617)","(-14876.5886, 150955.8709)"
"(-15709.7172, 151020.6005)","(-15653.2803, 151048.166)"
"(-15653.2803, 151048.166)","(-15594.7966, 151018.1742)"
"(-15594.7966, 151018.1742)","(-15532.6994, 150993.7156)"
"(-15532.6994, 150993.7156)","(-15552.1566, 150935.0319)"
"(-15552.1566, 150935.0319)","(-15643.8352, 150923.2576)"
"(-15643.8352, 150923.2576)","(-15629.2252, 150871.1636)"
"(-15629.2252, 150871.1636)","(-15616.6534, 150821.2038)"
"(-15616.6534, 150821.2038)","(-15664.9195, 150799.5589)"
"(-15664.9195, 150799.5589)","(-15707.8184, 150769.1935)"
"(-15707.8184, 150769.1935)","(-15743.457, 150710.6992)"
"(-15743.457, 150710.6992)","(-15773.2696, 150747.8767)"
"(-15773.2696, 150747.8767)","(-15812.6416, 150728.5514)"
"(-15812.6416, 150728.5514)","(-15846.2917, 150690.4921)"
"(-15846.2917, 150690.4921)","(-15866.0134, 150645.6093)"
