Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-16236.0593, 151098.7178)","(-16257.6581, 151043.7884)",24.988,23.2,120710.82,46937.41,181066.23,90533.11,46937.41
"(-16236.0593, 151098.7178)","(-16071.5036, 151114.4584)",139.941,23.2,676019.97,262864.84,1014029.95,507014.97,262864.84
"(-15532.6994, 150993.7156)","(-15552.1566, 150935.0319)",58.191,22.4,281104.7,109305.27,421657.05,210828.53,109305.27
"(-15532.6994, 150993.7156)","(-15653.2803, 151048.166)",106.487,22.4,514414.83,200026.0,771622.24,385811.12,200026.0
"(-15812.6416, 150728.5514)","(-15937.5165, 150752.8877)",46.878,18.0,226456.21,88055.65,339684.32,169842.16,88055.65
"(-15812.6416, 150728.5514)","(-15743.457, 150710.6992)",32.133,18.0,155228.2,60359.22,232842.3,116421.15,60359.22
"(-15131.706, 150090.3617)","(-15131.9068, 150090.2662)",69.556,23.2,336009.03,130654.37,504013.55,252006.77,130654.37
"(-15131.706, 150090.3617)","(-15038.1099, 150145.5771)",114.863,23.2,554873.71,215758.11,832310.56,416155.28,215758.11
"(-15427.2161, 150060.2193)","(-15415.6373, 150058.9953)",79.988,23.2,386402.16,150249.32,579603.24,289801.62,150249.32
"(-15427.2161, 150060.2193)","(-15438.8673, 150061.4509)",68.652,23.2,331640.81,128955.82,497461.22,248730.61,128955.82
"(-15287.0127, 150063.8625)","(-15299.3103, 150061.7692)",59.664,23.2,288220.04,112072.01,432330.06,216165.03,112072.01
"(-15287.0127, 150063.8625)","(-15259.7788, 150068.4983)",55.991,23.2,270480.8,105174.25,405721.2,202860.6,105174.25
"(-14905.0414, 150452.5846)","(-14905.0721, 150452.5585)",9.425,25.4,70827.12,25295.4,106240.68,53120.34,25295.4
"(-14905.0414, 150452.5846)","(-14741.5284, 150516.1104)",94.031,25.4,706596.54,252355.91,1059894.8,529947.4,252355.91
"(-15114.7389, 150635.1581)","(-15113.4159, 150571.6579)",74.004,23.2,357496.79,139009.7,536245.18,268122.59,139009.7
"(-15114.7389, 150635.1581)","(-15123.9992, 150686.752)",57.287,18.1,276738.61,107607.55,415107.92,207553.96,107607.55
