variable,lb,ub,type,edge,period,road_type
flow_timber_node1node34_t1,0.0,9.0,I,node1node34,1,timber
flow_timber_node1node34_t2,0.0,9.0,I,node1node34,2,timber
flow_timber_node1node34_t3,0.0,9.0,I,node1node34,3,timber
flow_timber_node1node34_t4,0.0,9.0,I,node1node34,4,timber
flow_timber_node1node34_t5,0.0,9.0,I,node1node34,5,timber
flow_wide_node1node34_t1,0.0,9.0,I,node1node34,1,wide
flow_wide_node1node34_t2,0.0,9.0,I,node1node34,2,wide
flow_wide_node1node34_t3,0.0,9.0,I,node1node34,3,wide
flow_wide_node1node34_t4,0.0,9.0,I,node1node34,4,wide
flow_wide_node1node34_t5,0.0,9.0,I,node1node34,5,wide
flow_timber_node1node25_t1,0.0,9.0,I,node1node25,1,timber
flow_timber_node1node25_t2,0.0,9.0,I,node1node25,2,timber
flow_timber_node1node25_t3,0.0,9.0,I,node1node25,3,timber
flow_timber_node1node25_t4,0.0,9.0,I,node1node25,4,timber
flow_timber_node1node25_t5,0.0,9.0,I,node1node25,5,timber
flow_wide_node1node25_t1,0.0,9.0,I,node1node25,1,wide
flow_wide_node1node25_t2,0.0,9.0,I,node1node25,2,wide
flow_wide_node1node25_t3,0.0,9.0,I,node1node25,3,wide
flow_wide_node1node25_t4,0.0,9.0,I,node1node25,4,wide
flow_wide_node1node25_t5,0.0,9.0,I,node1node25,5,wide
flow_timber_node34node1_t1,0.0,9.0,I,node34node1,1,timber
flow_timber_node34node1_t2,0.0,9.0,I,node34node1,2,timber
flow_timber_node34node1_t3,0.0,9.0,I,node34node1,3,timber
flow_timber_node34node1_t4,0.0,9.0,I,node34node1,4,timber
flow_timber_node34node1_t5,0.0,9.0,I,node34node1,5,timber
flow_wide_node34node1_t1,0.0,9.0,I,node34node1,1,wide
flow_wide_node34node1_t2,0.0,9.0,I,node34node1,2,wide
flow_wide_node34node1_t3,0.0,9.0,I,node34node1,3,wide
flow_wide_node34node1_t4,0.0,9.0,I,node34node1,4,wide
flow_wide_node34node1_t5,0.0,9.0,I,node34node1,5,wide
flow_timber_node34node5_t1,0.0,9.0,I,node34node5,1,timber
flow_timber_node34node5_t2,0.0,9.0,I,node34node5,2,timber
flow_timber_node34node5_t3,0.0,9.0,I,node34node5,3,timber
flow_timber_node34node5_t4,0.0,9.0,I,node34node5,4,timber
flow_timber_node34node5_t5,0.0,9.0,I,node34node5,5,timber
flow_wide_node34node5_t1,0.0,9.0,I,node34node5,1,wide
flow_wide_node34node5_t2,0.0,9.0,I,node34node5,2,wide
flow_wide_node34node5_t3,0.0,9.0,I,node34node5,3,wide
flow_wide_node34node5_t4,0.0,9.0,I,node34node5,4,wide
flow_wide_node34node5_t5,0.0,9.0,I,node34node5,5,wide
flow_timber_node34node45_t1,0.0,9.0,I,node34node45,1,timber
flow_timber_node34node45_t2,0.0,9.0,I,node34node45,2,timber
flow_timber_node34node45_t3,0.0,9.0,I,node34node45,3,timber
flow_timber_node34node45_t4,0.0,9.0,I,node34node45,4,timber
flow_timber_node34node45_t5,0.0,9.0,I,node34node45,5,timber
flow_wide_node34node45_t1,0.0,9.0,I,node34node45,1,wide
flow_wide_node34node45_t2,0.0,9.0,I,node34node45,2,wide
flow_wide_node34node45_t3,0.0,9.0,I,node34node45,3,wide
flow_wide_node34node45_t4,0.0,9.0,I,node34node45,4,wide
flow_wide_node34node45_t5,0.0,9.0,I,node34node45,5,wide
flow_timber_node25node1_t1,0.0,9.0,I,node25node1,1,timber
flow_timber_node25node1_t2,0.0,9.0,I,node25node1,2,timber
flow_timber_node25node1_t3,0.0,9.0,I,node25node1,3,timber
flow_timber_node25node1_t4,0.0,9.0,I,node25node1,4,timber
flow_timber_node25node1_t5,0.0,9.0,I,node25node1,5,timber
flow_wide_node25node1_t1,0.0,9.0,I,node25node1,1,wide
flow_wide_node25node1_t2,0.0,9.0,I,node25node1,2,wide
flow_wide_node25node1_t3,0.0,9.0,I,node25node1,3,wide
flow_wide_node25node1_t4,0.0,9.0,I,node25node1,4,wide
flow_wide_node25node1_t5,0.0,9.0,I,node25node1,5,wide
flow_timber_node25node29_t1,0.0,9.0,I,node25node29,1,timber
