variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node34_timber_t0,0.0,0.0,B,C,timber,node1node34,0,38.0
C_node1node34_timber_t1,0.0,1.0,B,C,timber,node1node34,1,31.99
C_node1node34_timber_t2,0.0,1.0,B,C,timber,node1node34,2,22.68
C_node1node34_timber_t3,0.0,1.0,B,C,timber,node1node34,3,16.08
C_node1node34_timber_t4,0.0,1.0,B,C,timber,node1node34,4,11.4
C_node1node34_timber_t5,0.0,1.0,B,C,timber,node1node34,5,8.08
C_node1node34_wide_t0,0.0,0.0,B,C,wide,node1node34,0,56.0
C_node1node34_wide_t1,0.0,1.0,B,C,wide,node1node34,1,47.15
C_node1node34_wide_t2,0.0,1.0,B,C,wide,node1node34,2,33.43
C_node1node34_wide_t3,0.0,1.0,B,C,wide,node1node34,3,23.7
C_node1node34_wide_t4,0.0,1.0,B,C,wide,node1node34,4,16.8
C_node1node34_wide_t5,0.0,1.0,B,C,wide,node1node34,5,11.91
C_node1node25_timber_t0,0.0,0.0,B,C,timber,node1node25,0,8138.0
C_node1node25_timber_t1,0.0,1.0,B,C,timber,node1node25,1,6851.98
C_node1node25_timber_t2,0.0,1.0,B,C,timber,node1node25,2,4857.5
C_node1node25_timber_t3,0.0,1.0,B,C,timber,node1node25,3,3443.57
C_node1node25_timber_t4,0.0,1.0,B,C,timber,node1node25,4,2441.21
C_node1node25_timber_t5,0.0,1.0,B,C,timber,node1node25,5,1730.62
C_node1node25_wide_t0,0.0,0.0,B,C,wide,node1node25,0,12208.0
C_node1node25_wide_t1,0.0,1.0,B,C,wide,node1node25,1,10278.81
C_node1node25_wide_t2,0.0,1.0,B,C,wide,node1node25,2,7286.84
C_node1node25_wide_t3,0.0,1.0,B,C,wide,node1node25,3,5165.78
C_node1node25_wide_t4,0.0,1.0,B,C,wide,node1node25,4,3662.12
C_node1node25_wide_t5,0.0,1.0,B,C,wide,node1node25,5,2596.14
C_node2node24_timber_t0,0.0,0.0,B,C,timber,node2node24,0,1205.0
C_node2node24_timber_t1,0.0,1.0,B,C,timber,node2node24,1,1014.58
C_node2node24_timber_t2,0.0,1.0,B,C,timber,node2node24,2,719.25
C_node2node24_timber_t3,0.0,1.0,B,C,timber,node2node24,3,509.89
C_node2node24_timber_t4,0.0,1.0,B,C,timber,node2node24,4,361.47
C_node2node24_timber_t5,0.0,1.0,B,C,timber,node2node24,5,256.25
C_node2node24_wide_t0,0.0,0.0,B,C,wide,node2node24,0,1805.0
C_node2node24_wide_t1,0.0,1.0,B,C,wide,node2node24,1,1519.76
C_node2node24_wide_t2,0.0,1.0,B,C,wide,node2node24,2,1077.39
C_node2node24_wide_t3,0.0,1.0,B,C,wide,node2node24,3,763.78
C_node2node24_wide_t4,0.0,1.0,B,C,wide,node2node24,4,541.46
C_node2node24_wide_t5,0.0,1.0,B,C,wide,node2node24,5,383.85
C_node2node17_timber_t0,0.0,0.0,B,C,timber,node2node17,0,1039.0
C_node2node17_timber_t1,0.0,1.0,B,C,timber,node2node17,1,874.81
C_node2node17_timber_t2,0.0,1.0,B,C,timber,node2node17,2,620.17
C_node2node17_timber_t3,0.0,1.0,B,C,timber,node2node17,3,439.65
C_node2node17_timber_t4,0.0,1.0,B,C,timber,node2node17,4,311.68
