variable,value
C_timber_node1node19_t1,1.0
C_timber_node1node19_t2,1.0
C_timber_node1node19_t3,1.0
C_timber_node1node19_t4,1.0
C_timber_node1node19_t5,1.0
C_wide_node1node19_t1,1.0
C_wide_node1node19_t2,1.0
C_wide_node1node19_t3,1.0
C_wide_node1node19_t4,1.0
C_wide_node1node19_t5,1.0
C_timber_node1node16_t1,1.0
C_timber_node1node16_t2,1.0
C_timber_node1node16_t3,1.0
C_timber_node1node16_t4,1.0
C_timber_node1node16_t5,1.0
C_wide_node1node16_t1,1.0
C_wide_node1node16_t2,1.0
C_wide_node1node16_t3,1.0
C_wide_node1node16_t4,1.0
C_wide_node1node16_t5,1.0
C_timber_node1node88_t1,1.0
C_timber_node1node88_t2,1.0
C_timber_node1node88_t3,1.0
C_timber_node1node88_t4,1.0
C_timber_node1node88_t5,1.0
C_wide_node1node88_t1,1.0
C_wide_node1node88_t2,1.0
C_wide_node1node88_t3,1.0
C_wide_node1node88_t4,1.0
C_wide_node1node88_t5,1.0
C_timber_node1node90_t1,1.0
C_timber_node1node90_t2,1.0
C_timber_node1node90_t3,1.0
C_timber_node1node90_t4,1.0
C_timber_node1node90_t5,1.0
C_wide_node1node90_t1,1.0
C_wide_node1node90_t2,1.0
C_wide_node1node90_t3,1.0
C_wide_node1node90_t4,1.0
C_wide_node1node90_t5,1.0
C_timber_node2node71_t1,1.0
C_timber_node2node71_t2,1.0
C_timber_node2node71_t3,1.0
C_timber_node2node71_t4,1.0
C_timber_node2node71_t5,1.0
C_wide_node2node71_t1,1.0
C_wide_node2node71_t2,1.0
C_wide_node2node71_t3,1.0
C_wide_node2node71_t4,1.0
C_wide_node2node71_t5,1.0
C_timber_node2node74_t1,1.0
C_timber_node2node74_t2,1.0
C_timber_node2node74_t3,1.0
C_timber_node2node74_t4,1.0
C_timber_node2node74_t5,1.0
C_wide_node2node74_t1,1.0
C_wide_node2node74_t2,1.0
C_wide_node2node74_t3,1.0
C_wide_node2node74_t4,1.0
C_wide_node2node74_t5,1.0
C_timber_node2node47_t1,1.0
C_timber_node2node47_t2,1.0
C_timber_node2node47_t3,1.0
C_timber_node2node47_t4,1.0
C_timber_node2node47_t5,1.0
C_wide_node2node47_t1,1.0
C_wide_node2node47_t2,1.0
C_wide_node2node47_t3,1.0
C_wide_node2node47_t4,1.0
C_wide_node2node47_t5,1.0
C_timber_node2node92_t1,1.0
C_timber_node2node92_t2,1.0
C_timber_node2node92_t3,1.0
C_timber_node2node92_t4,1.0
C_timber_node2node92_t5,1.0
C_wide_node2node92_t1,1.0
C_wide_node2node92_t2,1.0
C_wide_node2node92_t3,1.0
C_wide_node2node92_t4,1.0
C_wide_node2node92_t5,1.0
C_timber_node2node101_t1,1.0
C_timber_node2node101_t2,1.0
C_timber_node2node101_t3,1.0
C_timber_node2node101_t4,1.0
C_timber_node2node101_t5,1.0
C_wide_node2node101_t1,1.0
C_wide_node2node101_t2,1.0
C_wide_node2node101_t3,1.0
C_wide_node2node101_t4,1.0
C_wide_node2node101_t5,1.0
C_timber_node3node23_t1,1.0
C_timber_node3node23_t2,1.0
C_timber_node3node23_t3,1.0
C_timber_node3node23_t4,1.0
C_timber_node3node23_t5,1.0
C_wide_node3node23_t1,1.0
C_wide_node3node23_t2,1.0
C_wide_node3node23_t3,1.0
C_wide_node3node23_t4,1.0
C_wide_node3node23_t5,1.0
C_timber_node3node38_t1,1.0
C_timber_node3node38_t2,1.0
C_timber_node3node38_t3,1.0
C_timber_node3node38_t4,1.0
C_timber_node3node38_t5,1.0
C_wide_node3node38_t1,1.0
C_wide_node3node38_t2,1.0
C_wide_node3node38_t3,1.0
C_wide_node3node38_t4,1.0
C_wide_node3node38_t5,1.0
C_timber_node3node32_t1,1.0
C_timber_node3node32_t2,1.0
C_timber_node3node32_t3,1.0
C_timber_node3node32_t4,1.0
C_timber_node3node32_t5,1.0
C_wide_node3node32_t1,1.0
C_wide_node3node32_t2,1.0
C_wide_node3node32_t3,1.0
C_wide_node3node32_t4,1.0
C_wide_node3node32_t5,1.0
C_timber_node3node94_t1,1.0
C_timber_node3node94_t2,1.0
C_timber_node3node94_t3,1.0
C_timber_node3node94_t4,1.0
C_timber_node3node94_t5,1.0
C_wide_node3node94_t1,1.0
C_wide_node3node94_t2,1.0
C_wide_node3node94_t3,1.0
C_wide_node3node94_t4,1.0
C_wide_node3node94_t5,1.0
C_timber_node3node95_t1,1.0
C_timber_node3node95_t2,1.0
C_timber_node3node95_t3,1.0
C_timber_node3node95_t4,1.0
C_timber_node3node95_t5,1.0
C_wide_node3node95_t1,1.0
C_wide_node3node95_t2,1.0
C_wide_node3node95_t3,1.0
C_wide_node3node95_t4,1.0
C_wide_node3node95_t5,1.0
C_timber_node4node16_t1,1.0
C_timber_node4node16_t2,1.0
C_timber_node4node16_t3,1.0
C_timber_node4node16_t4,1.0
C_timber_node4node16_t5,1.0
C_wide_node4node16_t1,1.0
C_wide_node4node16_t2,1.0
C_wide_node4node16_t3,1.0
C_wide_node4node16_t4,1.0
C_wide_node4node16_t5,1.0
C_timber_node4node35_t1,1.0
C_timber_node4node35_t2,1.0
C_timber_node4node35_t3,1.0
C_timber_node4node35_t4,1.0
C_timber_node4node35_t5,1.0
C_wide_node4node35_t1,1.0
