"Node1(x,y)","Node2(x,y)"
"(-17542.67288, 146564.22581)","(-17520.51398, 146554.96541)"
"(-17542.67288, 146564.22581)","(-18966.52545, 146695.62804)"
"(-17542.67288, 146564.22581)","(-17486.79808, 146482.17391)"
"(-17928.43238, 146922.19301)","(-17700.53258, 147262.18621)"
"(-17928.43238, 146922.19301)","(-17520.51398, 146554.96541)"
"(-17928.43238, 146922.19301)","(-18453.72578, 147068.08621)"
"(-17700.53258, 147262.18621)","(-17486.79808, 146482.17391)"
"(-18554.94398, 147335.81511)","(-18528.44428, 147407.81341)"
"(-18554.94398, 147335.81511)","(-18618.40668, 146872.07421)"
"(-18554.94398, 147335.81511)","(-18802.40848, 147088.83331)"
"(-17486.79808, 146482.17391)","(-17520.51398, 146554.96541)"
"(-18453.72578, 147068.08621)","(-18349.70861, 147493.11881)"
"(-18453.72578, 147068.08621)","(-18618.40668, 146872.07421)"
"(-19210.73728, 147025.82851)","(-19007.43458, 146703.71606)"
"(-19210.73728, 147025.82851)","(-18966.52545, 146695.62804)"
"(-19210.73728, 147025.82851)","(-18986.82408, 147156.72051)"
"(-18802.40848, 147088.83331)","(-19007.43458, 146703.71606)"
"(-18802.40848, 147088.83331)","(-18618.40668, 146872.07421)"
"(-18528.44428, 147407.81341)","(-18526.08505, 147418.96507)"
"(-18528.44428, 147407.81341)","(-18855.88609, 147248.7437)"
"(-18986.82408, 147156.72051)","(-18855.88609, 147248.7437)"
"(-18349.70861, 147493.11881)","(-18526.08505, 147418.96507)"
