x,y
-19001.86398,146839.72811
-17478.29188,146941.60731
-17602.49058,147182.63111
-18102.66838,147642.62681
-18222.07828,148433.14601
-17263.23108,146367.55371
-17700.53258,147262.18621
-18519.92438,148387.08011
-18944.66998,147192.25351
-18213.57388,147625.94431
-18549.35658,148457.21371
-19048.12108,146880.86871
-16812.87118,146498.24971
-17600.68618,147287.69801
-18986.82408,147156.72051
-16871.39034,146487.36353
-16916.14204,146725.48911
-17609.86744,147174.39673
-17448.72114,146632.89141
-19007.43458,146703.71605
-18855.8861,147248.74369
-18526.08505,147418.96507
-18349.70861,147493.11881
-18273.27897,147419.20551
-18248.39621,147640.02193
-18221.95252,147602.42953
-18240.57429,147550.16722
-18966.52542,146695.62806
-18074.16275,147339.49982
-17089.95265,147764.77059
-17080.29468,147710.44067
-17764.08932,147938.44866
-17712.74531,147802.34317
-17582.79872,147850.74011
-18564.93034,148441.39101
-18178.5909,148310.59716
