ID_UG;nodes
1059;(-19001.86398, 146839.72811),(-18944.66998, 147192.25351),(-18554.94398, 147335.81511),(-19048.12108, 146880.86871),(-19210.73728, 147025.82851),(-18802.40848, 147088.83331),(-18528.44428, 147407.81341),(-18986.82408, 147156.72051),(-19007.43458, 146703.71605),(-18855.8861, 147248.74369),(-18916.9916, 147076.63146)
1572;(-19001.86398, 146839.72811),(-19059.64428, 148210.98651),(-17542.67288, 146564.22581),(-18604.90518, 147891.34761),(-17928.43238, 146922.19301),(-18967.03998, 148179.37271),(-18453.72578, 147068.08621),(-19048.12108, 146880.86871),(-19210.73728, 147025.82851),(-18802.40848, 147088.83331),(-19040.46188, 148237.44491),(-17520.51398, 146554.96541),(-18543.95458, 147716.42381),(-18618.40668, 146872.07421),(-18966.52542, 146695.62806),(-18734.29047, 147265.74478)
1057;(-18371.54502, 147496.48317),(-18554.94398, 147335.81511),(-18453.72578, 147068.08621),(-18618.40668, 146872.07421),(-18425.05698, 147069.34801),(-18528.44428, 147407.81341),(-18526.08505, 147418.96507),(-18349.70861, 147493.11881),(-18483.27231, 147244.2518)
1362;(-18371.54502, 147496.48317),(-18268.672, 147648.21883),(-18227.10607, 147145.0478),(-18213.57388, 147625.94431),(-18425.05698, 147069.34801),(-18273.27897, 147419.20551),(-18248.39621, 147640.02193),(-18221.95252, 147602.42953),(-18240.57429, 147550.16722),(-18306.04294, 147300.28859)
1226;(-18371.54502, 147496.48317),(-18268.672, 147648.21883),(-18944.66998, 147192.25351),(-19210.73728, 147025.82851),(-18543.95458, 147716.42381),(-18528.44428, 147407.81341),(-18986.82408, 147156.72051),(-18743.09003, 147452.51793)
1170;(-17405.73938, 147890.38361),(-18268.672, 147648.21883),(-18102.66838, 147642.62681),(-18604.90518, 147891.34761),(-18213.57388, 147625.94431),(-17698.56218, 147753.06801),(-18575.62358, 147895.17401),(-18543.95458, 147716.42381),(-17764.08932, 147938.44866),(-17712.74531, 147802.34317),(-17582.79872, 147850.74011),(-18113.60515, 147825.73512)
811;(-17405.73938, 147890.38361),(-18227.10607, 147145.0478),(-17928.43238, 146922.19301),(-17700.53258, 147262.18621),(-17698.56218, 147753.06801),(-18453.72578, 147068.08621),(-17087.59378, 147660.96931),(-17389.04788, 147491.31181),(-18425.05698, 147069.34801),(-18074.16275, 147339.49982),(-17089.95265, 147764.77059),(-17080.29468, 147710.44067),(-17732.09253, 147427.752)
1414;(-17602.32708, 147182.30951),(-17602.49058, 147182.63111),(-17087.59378, 147660.96931),(-17389.04788, 147491.31181),(-17600.68618, 147287.69801),(-17323.18269, 147454.89024)
1063;(-17602.32708, 147182.30951),(-17478.29188, 146941.60731),(-17602.49058, 147182.63111),(-17928.43238, 146922.19301),(-17700.53258, 147262.18621),(-17486.79808, 146482.17391),(-17431.09778, 146484.95121),(-17389.04788, 147491.31181),(-17520.51398, 146554.96541),(-17600.68618, 147287.69801),(-17609.86744, 147174.39673),(-17448.72114, 146632.89141),(-17630.70568, 146923.14339)
1566;(-19059.64428, 148210.98651),(-19492.13558, 149096.51371),(-19040.46188, 148237.44491),(-19351.03965, 149144.68211)
1560;(-17542.67288, 146564.22581),(-17486.79808, 146482.17391),(-17520.51398, 146554.96541),(-17542.51607, 146359.17629)
998;(-18222.07828, 148433.14601),(-18604.90518, 147891.34761),(-18967.03998, 148179.37271),(-18519.92438, 148387.08011),(-18549.35658, 148457.21371),(-18575.62358, 147895.17401),(-18564.93034, 148441.39101),(-18178.5909, 148310.59716),(-18593.38864, 148204.39552)
1064;(-17263.23108, 146367.55371),(-17431.09778, 146484.95121),(-16812.87118, 146498.24971),(-16871.39034, 146487.36353),(-16916.14204, 146725.48911),(-17023.3203, 146566.83534)
1058;(-18554.94398, 147335.81511),(-18802.40848, 147088.83331),(-18618.40668, 146872.07421),(-18657.18975, 147062.86056)
