"Node1(x,y)","Node2(x,y)"
"(-19001.86398, 146839.72811)","(-19048.12108, 146880.86871)"
"(-19001.86398, 146839.72811)","(-19007.43458, 146703.71605)"
"(-19001.86398, 146839.72811)","(-18916.9916, 147076.63146)"
"(-19001.86398, 146839.72811)","(-18734.29047, 147265.74478)"
"(-18371.54502, 147496.48317)","(-18349.70861, 147493.11881)"
"(-18371.54502, 147496.48317)","(-18526.08505, 147418.96507)"
"(-18371.54502, 147496.48317)","(-18268.672, 147648.21883)"
"(-18371.54502, 147496.48317)","(-18483.27231, 147244.2518)"
"(-18371.54502, 147496.48317)","(-18306.04294, 147300.28859)"
"(-18371.54502, 147496.48317)","(-18743.09003, 147452.51793)"
"(-17405.73938, 147890.38361)","(-17582.79872, 147850.74011)"
"(-17405.73938, 147890.38361)","(-17698.56218, 147753.06801)"
"(-17405.73938, 147890.38361)","(-17089.95265, 147764.77059)"
"(-17405.73938, 147890.38361)","(-17732.09253, 147427.752)"
"(-17405.73938, 147890.38361)","(-18113.60515, 147825.73512)"
"(-17602.32708, 147182.30951)","(-17609.86744, 147174.39673)"
"(-17602.32708, 147182.30951)","(-17602.49058, 147182.63111)"
"(-17602.32708, 147182.30951)","(-17087.59378, 147660.96931)"
"(-17602.32708, 147182.30951)","(-17630.70568, 146923.14339)"
"(-17602.32708, 147182.30951)","(-17323.18269, 147454.89024)"
"(-17478.29188, 146941.60731)","(-17448.72114, 146632.89141)"
"(-17478.29188, 146941.60731)","(-17609.86744, 147174.39673)"
"(-17478.29188, 146941.60731)","(-17630.70568, 146923.14339)"
"(-19059.64428, 148210.98651)","(-18966.52542, 146695.62806)"
"(-19059.64428, 148210.98651)","(-19040.46188, 148237.44491)"
"(-19059.64428, 148210.98651)","(-19492.13558, 149096.51371)"
"(-19059.64428, 148210.98651)","(-18734.29047, 147265.74478)"
"(-19059.64428, 148210.98651)","(-19351.03965, 149144.68211)"
"(-17542.67288, 146564.22581)","(-17520.51398, 146554.96541)"
"(-17542.67288, 146564.22581)","(-18966.52542, 146695.62806)"
"(-17542.67288, 146564.22581)","(-17486.79808, 146482.17391)"
"(-17542.67288, 146564.22581)","(-17542.51607, 146359.17629)"
"(-17542.67288, 146564.22581)","(-18734.29047, 147265.74478)"
"(-18268.672, 147648.21883)","(-18248.39621, 147640.02193)"
"(-18268.672, 147648.21883)","(-18543.95458, 147716.42381)"
"(-18268.672, 147648.21883)","(-18306.04294, 147300.28859)"
