UG,Vremovido(ton)
1,11.048232
3,388.4933475
4,2739.32292
5,186.80682
6,240.47220600000003
7,2530.156434
9,820.7039100000001
12,15.02709
14,80.717442
15,150.5827125
19,385.31997
20,403.75746000000004
22,260.11159200000003
23,1196.59167
24,510.75811799999997
25,26.123448
27,901.7595675000001
28,766.273635
29,920.195505
30,56.010864000000005
31,240.901362
32,799.1202179999999
34,3621.333285
35,14.56494
37,396.52240500000005
38,823.599504
39,695.401902
40,322.118784
41,163.50383399999998
42,137.19496500000002
43,188.14860000000002
45,275.46797250000003
46,30.199770000000004
48,158.520102
49,651.6956925000001
50,587.8941525
51,622.5217200000001
52,38.289732
53,12.005136
54,48.318972
55,39.760032
56,166.494825
58,171.99738
60,202.886034
61,168.365184
62,85.41741
63,319.42554
64,997.1286975
66,354.959955
66,67.11066
67,2321.2569120000003
68,689.3832375000001
69,915.7333799999999
72,46.088328000000004
72,34.111116
74,1198.3117725
77,65.34192
78,69.58698
79,409.950762
80,246.74591999999998
81,18.88248
84,919.382724
85,629.835804
86,5.136378
87,3.002766
88,174.46930799999998
89,221.45427
90,257.77486799999997
91,341.60136750000004
92,229.63783500000002
93,187.3413
94,850.01865
95,472.604184
96,545.6746575
97,271.81385400000005
98,783.1985850000001
99,275.966106
100,823.7990925
101,269.87796
103,252.37218
104,182.22719999999998
105,689.9083875
106,552.6004275
107,381.554145
108,317.144835
109,123.78269999999999
110,3.1640699999999997
111,15.268979999999999
112,4.392882
113,558.2453760000001
114,18.938322000000003
115,46.517484
116,98.69357250000002
117,46.546734
118,202.191756
119,360.9987075
120,671.7318525000001
121,44.020548
122,59.002632000000006
126,94.529994
127,409.284486
128,45.935136
129,91.76419200000001
135,3.0891900000000003
136,890.7732000000001
138,529.7512740000001
140,622.747554
143,250.99074000000002
144,244.84659750000003
145,169.61157
146,73.486296
147,374.575734
149,44.26272
150,494.409786
153,435.66471
154,39.817206
155,726.07212
156,149.611995
157,289.00428
158,113.91010800000001
159,94.017144
160,300.501318
161,64.96690199999999
163,410.2102575
164,649.53291
166,49.683972000000004
167,58.030518
168,51.34794599999999
169,39.08697
170,497.10503250000005
171,169.19907750000002
172,389.74008
173,5.58909
174,268.717644
176,221.1742125
177,1019.1043350000001
178,759.822492
179,46.9521
180,144.19938000000002
181,563.886258
182,66.923064
183,702.92976
184,993.70245
185,679.6248975000001
186,1145.0213325
187,993.0009375000001
188,46.5353775
189,654.7530375
190,93.44688
192,86.24207999999999
193,388.33377750000005
195,1159.2079425000002
198,110.234514
199,210.08193750000004
200,7.19901
204,408.68267999999995
207,17.377776
210,269.19023999999996
211,254.65089
212,38.511954
213,341.29221750000005
214,703.9065375
215,872.160276
218,675.8862750000001
221,269.890452
223,29.191422000000003
226,662.8691025
227,721.7302500000001
229,490.404375
230,80.86533750000001
231,761.9723325
233,7.65372
236,555.6176775
237,276.39137250000005
238,376.179795
240,591.4565325
242,1345.966605
243,371.27139750000003
244,38.927382
246,772.4394900000001
248,276.7965075
249,142.1091
250,154.779456
251,258.226785
253,1081.6345125
254,972.0920700000001
255,1480.7772000000002
256,1630.6193700000001
257,2191.24926
258,1060.845795
259,222.83202
260,631.4649300000001
264,241.285905
265,602.609748
266,152.5823325
267,728.971854
268,1084.161
269,3.5984520000000004
270,192.57395999999997
271,2599.53759
273,197.37006750000003
275,853.3323675
276,175.13340750000003
277,1468.8942599999998
278,397.4623425
279,380.188536
280,242.91228
281,68.381742
282,11.131224
284,214.172556
285,222.457185
286,199.0409625
287,659.9680875
288,58.814964
289,76.282674
290,24.714768000000003
291,630.8746425
292,225.54827999999998
293,528.375822
294,376.09332750000004
296,1382.6506980000001
297,531.9994680000001
298,228.279168
299,228.042594
300,382.87343250000004
302,700.1473275000001
303,204.53893200000002
304,63.637626
305,725.837502
306,80.33424
307,236.533284
308,754.422942
310,60.75642
312,86.776872
313,6.161922
315,486.403476
316,978.6155339999999
317,273.68327999999997
319,50.329578
320,43.384769999999996
321,586.044315
322,126.04295250000001
323,584.7691725000001
324,84.41589
325,256.284945
326,656.8275825000001
327,36.369216
328,72.08973
330,803.7050175
331,94.18173750000001
332,19.730646
333,49.562993999999996
334,11.364989999999999
335,88.344204
336,156.43937400000002
337,101.00699999999999
338,35.7032475
339,74.58789
340,1.5578940000000001
341,1555.1752275000001
342,366.840006
343,20.477542500000002
344,3.1359120000000003
345,1099.150494
346,177.359364
348,349.77579000000003
350,228.697716
351,49.384452
352,376.061712
354,204.5477475
355,48.033336000000006
356,64.38159
357,498.274608
358,63.851580000000006
359,54.233556
360,249.258828
361,233.29417800000002
363,862.4238750000001
364,834.7832325
366,337.63459500000005
368,528.699555
369,1002.8213775
370,976.46175
371,983.129535
372,440.91567000000003
373,226.45662750000002
374,109.56498
375,975.6761850000001
377,655.857228
378,368.53407000000004
379,219.88326
380,131.787006
381,60.6623175
383,297.809772
384,70.61706
385,149.21862
386,290.45898
388,1510.338015
389,319.671222
