UG,Vremovido(ton)
7,56.112342000000005
8,115.24032
10,3141.32499
13,272.33196
15,166.30164000000002
20,298.95392250000003
21,944.11035
23,834.1319925
28,934.101045
29,1136.4559875
33,221.52348
34,1857.3089400000001
35,218.21736
37,310.51782000000003
42,150.16104
43,28.00032
45,309.69438750000006
49,451.173915
51,439.285005
56,180.88886250000002
57,149.60958
59,35.798339999999996
64,1100.6880075
66,299.06077500000004
67,47.158722
69,123.78804
78,9.494399999999999
79,9.09168
80,33.990539999999996
83,1625.484375
84,20.389512
89,250.14629250000004
91,205.23631500000002
92,136.2804075
93,25.4295
102,116.09100000000001
104,29.014799999999997
105,469.4934825
107,424.0014525
116,70.6679775
119,252.03582
120,459.05629500000003
124,43.23744
125,489.75126
130,54.122640000000004
131,207.30522
132,121.3788
133,12.46368
134,91.97034
136,656.455185
145,119.54837250000001
149,30.000982500000003
156,38.68614
162,149.85744
163,319.50038250000006
165,544.1914125000001
166,35.30034
170,333.13599000000005
171,183.96220500000004
176,148.07029500000002
177,710.6113799999999
183,15.589158000000001
184,20.188116
185,177.95045249999998
186,1237.745475
187,776.4516900000001
188,51.0442425
189,331.600905
190,13.761
191,103.85874
193,232.1723925
194,240.37565999999998
195,16.329262500000002
196,143.10945
199,28.1482425
201,277.47528
202,105.03059999999999
203,412.28159999999997
206,86.49936000000001
213,267.581205
214,549.117495
222,293.2804125
225,358.1106
226,445.69433250000003
227,489.671055
229,329.08713750000004
230,92.18583
231,582.774345
235,1193.47695
236,603.948555
237,311.314455
238,423.88373250000006
240,299.606715
242,1047.5457975
243,252.8950275
246,459.0215325
247,131.5764
248,72.7596675
249,156.40290000000002
251,291.78954000000004
252,106.49576250000001
253,735.325155
254,751.8325500000001
255,1365.6332025000002
256,1801.9629225
260,697.2425325
264,191.52402750000002
266,173.77915500000003
267,16.166748000000002
268,24.04389
271,19.670352
272,311.3084475
274,108.87642
275,940.6913400000001
276,45.473332500000005
277,114.34116
278,418.4597025
281,14.48844
285,131.35338000000002
286,110.9784375
287,392.4134775
291,439.68784500000004
294,429.1897725
295,635.2035525
305,16.133219999999998
308,16.731156
310,8.91534
314,175.93942500000003
318,498.37821750000006
321,399.55369500000006
322,64.0910475
323,326.88427500000006
325,281.1163725
326,508.31253000000004
328,49.659345
330,554.334705
331,45.12314250000001
337,59.37057000000001
338,39.478995000000005
340,3.78834
341,1206.2003625000002
343,22.603455000000004
351,35.38308
354,139.93661250000002
363,581.2290675
364,569.0082600000001
366,231.10056
368,357.34817250000003
369,681.947235
370,654.5810475000001
371,1219.4414325
372,561.9279150000001
373,265.3838775
375,703.0006200000001
378,249.2122275
379,33.85956
381,15.750990000000002
386,224.34819750000003
387,994.1292675000001
388,1818.4284675000001
389,6.494436
391,565.869915
393,176.1399675
395,214.12964250000002
396,78.03587250000001
397,130.82674500000002
398,227.53953
399,9.013992
402,470.23821
407,234.37055999999998
408,1214.1273600000002
410,756.3678075000001
412,22.8631275
414,308.137365
420,918.862785
423,511.980615
426,255.93097500000002
431,84.38141250000001
433,721.6947450000001
434,406.3448025
435,129.97503
438,2238.1035075
450,98.27115750000002
452,10.74312
454,188.2410975
457,370.1000025
460,198.94828500000003
461,383.72616000000005
464,108.11063250000002
465,292.66312500000004
466,411.4700775
467,348.60969
468,232.0998975
469,77.5849725
473,36.7875675
475,56.356739999999995
478,61.6202775
481,2590.8293475
486,96.00788250000001
487,232.881615
491,636.20289
493,879.6970575
494,310.5660825
497,1161.621945
498,79.7606325
499,51.8522175
501,2567.3016150000003
502,728.4691125
503,356.47121250000004
504,282.89560500000005
507,13.547939999999999
514,227.2118175
519,298.868535
520,459.94952250000006
525,618.416235
527,582.6529800000001
529,118.69740000000002
532,468.30116250000003
551,378.84361500000006
553,559.3633875
556,179.112735
558,887.973165
559,972.6487425
560,133.56765
561,35.615835000000004
562,74.9283075
563,278.92721250000005
565,69.856425
569,2038.8962250000002
571,22.50144
575,855.12915
576,564.9904575
577,907.9039575
578,218.1491325
584,29.292180000000002
585,9.07476
588,790.9144425000002
589,555.66729
590,468.53801999999996
592,2161.293435
593,476.1454050000001
594,1085.117715
595,273.8089575
596,514.136025
598,224.4460725
599,142.38666
600,611.65179
603,288.90027000000003
605,1919.1687075000002
606,784.5389325000001
607,327.1305
608,4.74384
611,44.29056
612,916.4166525
613,112.20741000000001
614,226.24677000000003
615,630.9943875
616,373.47331500000007
618,71.7824025
623,138.75233999999998
624,463.4564175
625,535.0544775000001
628,24.281088
629,71.41583999999999
630,115.36992
631,614.3842575
632,621.8264025
634,1187.4826125000002
636,45.3363
637,224.51816250000002
638,190.57531500000002
642,34.664625
644,67.03998750000001
652,316.76244
654,128.895975
656,254.35802250000003
656,3.1689599999999998
657,12.9961125
659,4506.501285
660,7.878060000000001
661,223.00987500000002
664,207.822375
666,50.733774000000004
667,90.70164000000001
668,22.478352
669,42.790499999999994
672,460.25212500000004
673,372.13965
675,1446.9788025000003
676,708.348375
677,4812.987195
678,276.0521175
680,82.09578
682,1983.4934400000002
687,793.2452175000001
689,1238.8088025000002
690,1165.1139225000002
691,166.2756525
698,2412.35901
699,30.67992
701,53.884038
702,132.17796
712,341.49795750000004
717,945.7748325
719,33.38172
724,269.513865
730,531.2944575
731,188.56773
745,1395.9376650000002
755,1042.5819150000002
756,915.7899150000001
757,891.783405
758,2233.7222175
759,507.85413750000004
760,770.0958225000002
762,751.6941750000001
763,34.804224000000005
765,1301.669325
773,190.72782
774,12.717432
778,1180.3972725
779,1625.98266
780,28.68036
782,666.77715
783,147.856995
784,31.997459999999997
785,203.3118
807,2018.7767025
810,314.380035
816,42.563219999999994
818,324.95994
819,41.51958
821,406.25064
822,480.59688
823,847.3890600000001
824,342.41157000000004
825,32.44368
830,9.04527
836,66.53952
837,962.5072725
838,301.62984
841,557.6253975000001
844,418.5597375
845,1527.203835
852,1082.630475
854,2474.4282975
857,609.248385
869,386.43966
872,237.9768525
877,541.0766925
878,429.3076275
879,564.0650325
880,297.68148
881,747.12672
882,244.8125775
883,204.38723250000004
883,8.040719999999999
884,399.28970250000003
885,501.67039500000004
886,870.1812450000001
887,404.6354325
888,258.76827000000003
889,662.283675
890,645.3654750000001
891,1029.03777
892,517.9013775000001
893,2082.8885400000004
895,13.21827
896,207.66334500000002
897,445.18470750000006
898,1102.9161825
899,46.9788
900,43.547999999999995
901,79.91496
903,247.4812575
904,13.864439999999998
910,62.58357
912,89.2981125
920,253.44731250000004
928,15.594959999999999
935,357.92300250000005
941,850.716
944,1106.363475
946,1597.14288
947,3143.6901225
953,1358.3181
956,25.593705000000003
967,753.052545
968,879.5763000000001
971,884.31756
975,38.51412
976,75.10242
977,74.9553075
978,108.00599999999999
981,1352.7837675
983,238.81851000000003
988,5734.28565
1009,358.2357975
1010,775.879695
1015,102.99150000000002
1020,275.1496425
1023,457.3980225
1024,201.059685
1025,748.433385
1026,212.1400125
1027,207.938475
1028,659.8935
1029,1129.2087825
1030,1682.2522125
1036,957.2753475000001
1044,295.3600875
1045,136.286955
1050,663.1595550000001
1052,805.7579625000001
1053,275.20722
1061,432.05413500000003
1067,826.9894800000001
1068,234.65295000000003
1070,148.434795
1071,920.67435
1072,594.4646025000001
1074,703.2532725000001
1075,511.08509250000003
1076,542.4305400000001
1078,1388.6814825
1080,90.23298750000002
1081,374.38362
1082,393.41808000000003
1087,439.66881000000006
1088,84.219885
1091,185.61960000000002
1092,671.4062325
1093,283.97729250000003
1094,423.27083250000004
1095,1126.976085
1096,3557.7729900000004
1097,338.8605975
1100,570.9025800000001
1101,381.769335
1103,393.70455
1104,680.5341900000001
1119,285.94363500000003
1133,118.75376250000001
1135,333.8191575
1136,892.8854100000001
1140,359.26416
1143,761.8631850000002
1144,275.2697925
1145,110.59618500000002
1147,152.57727000000003
1148,498.52469250000007
1150,565.034265
1151,643.3028775
1152,201.0185775
1153,135.69066
1160,1589.818455
1161,2256.7082625
1162,2329.5338100000004
1169,1947.5646075000002
1180,1413.490095
1181,4719.4163325
1184,1013.5232325000002
1184,61.96379999999999
1185,1626.7298175
1188,1547.2408050000001
1189,1543.27113
1190,1051.8394050000002
1191,517.576905
1191,101.56056
1192,376.92945000000003
1193,229.88367000000002
1199,752.2829775000001
1200,1292.4098775
1201,1581.0479775
1202,1470.2415300000002
1206,85.020705
1206,72.87348
1233,898.9749225
1234,4281.266812500001
1237,3246.5124000000005
1239,1647.8455725000001
1241,835.7735925000001
1247,213.54833250000001
1247,94.67706
1248,74.6796375
1249,48.53778
1251,2474.1958275
1253,2213.035425
1255,917.5962150000001
1258,518.4375975
1260,170.28534
1261,217.5177
1265,1478.850345
1266,757.7315100000001
1272,14.51268
1275,349.38648
1279,461.06124750000004
1282,2177.2212075
1283,905.21712
1284,211.4659575
1285,878.5424700000001
1286,1588.5250875000002
1287,290.97920250000004
1289,656.9198550000001
1289,617.61126
1290,936.0137925000001
1291,1682.46693
1304,36.302526
1314,79.46795250000001
1320,447.69948750000003
1320,34.814879999999995
1326,5.92434
1330,392.15664000000004
1333,520.6692825
1337,2.9378999999999995
1351,45.0660375
1353,134.8974675
1354,244.2176325
1357,645.4489725
1358,903.2314725
1361,763.8571350000001
1362,649.3511475
1370,134.25354
1371,180.7942275
1377,91.92379500000001
1378,128.84373000000002
1383,30.93726
1385,204.38865
1386,185.609475
1386,14.44722
1387,342.321255
1387,20.83662
1388,12.13152
1394,26.5821075
1395,22.33098
1399,338.60958
1402,288.83493
1412,533.3250600000001
1413,147.4469325
1416,282.955005
1420,215.95592250000004
1423,88.70593500000001
1424,127.74861000000001
1427,180.10788750000003
1437,68.930865
1437,58.26642
1439,224.5905
1440,26.8371225
1445,217.80252
1450,74.55449250000001
1452,95.77845
1453,896.1013800000002
1454,286.65528750000004
1458,281.794815
1467,270.9472275
1474,417.25773
1476,185.17308749999998
1481,638.2667025000001
1495,142.76378250000002
1499,142.61157
1500,112.597695
1502,78.3378
1505,148.3398225
1506,169.6726575
1510,795.8098125
1512,81.9940725
1518,97.4125575
1519,51.440197500000004
1520,210.54964500000003
1521,43.112587500000004
1522,45.517477500000005
1534,1132.1111475
1536,239.57327999999998
1537,1841.3205525000003
1538,254.6727075
1545,35.24256
1547,8.77434
1593,220.64616
1594,68.0720625
1595,145.0208475
1596,69.30171
1597,83.024325
1598,50.55021000000001
1599,64.8555525
1600,93.85443000000001
1604,129.10610250000002
1606,159.15540000000001
1620,304.7064075
1626,175.54023
1626,3.51738
