UG,Vremovido(ton)
1,11.048232
2,64.780404
3,388.4933475
4,2739.32292
5,186.80682
6,68.65755
7,756.496338
9,820.7039100000001
10,122.21523600000002
12,15.02709
14,80.717442
15,150.5827125
19,385.31997
20,76.40352
21,962.3760525
22,328.760328
24,108.06564600000002
25,26.123448
27,231.59946
28,766.273635
29,230.93586
30,56.010864000000005
31,68.78008799999999
32,799.1202179999999
34,1147.94688
38,823.599504
39,695.401902
40,322.118784
41,163.50383399999998
42,154.54145250000002
43,188.14860000000002
45,317.42300250000005
46,26.477010000000003
48,158.520102
49,51.06855
50,100.17779999999999
51,40.075152
52,38.289732
53,12.005136
54,48.318972
55,39.760032
56,13.162422000000001
58,171.99738
60,57.92631
61,168.365184
62,85.41741
63,319.42554
64,997.1286975
66,500.29791750000004
66,67.11066
67,309.76803
68,689.3832375000001
69,915.7333799999999
72,46.088328000000004
74,1198.3117725
77,65.34192
78,69.58698
79,409.950762
80,246.74591999999998
81,18.88248
84,62.09541
85,978.2836440000001
86,5.136378
87,3.002766
88,174.46930799999998
89,221.45427
90,192.41320800000003
91,341.60136750000004
92,229.63783500000002
93,187.3413
94,1320.27948
95,597.334062
96,545.6746575
97,343.551156
98,783.1985850000001
99,348.79923
100,823.7990925
101,269.87796
103,252.37218
104,182.22719999999998
105,689.9083875
106,552.6004275
107,431.5476825
108,317.144835
109,123.78269999999999
110,625.5574260000001
111,15.268979999999999
112,555.8489040000001
113,558.2453760000001
114,280.39986000000005
115,46.517484
116,7.014462000000001
117,46.546734
118,202.191756
119,36.678876
120,55.131102
121,44.020548
122,59.002632000000006
126,94.529994
127,409.284486
128,45.935136
129,91.76419200000001
135,129.23102400000002
136,184.77996000000002
138,496.18179
140,967.2738660000001
141,52.351338
143,71.660706
144,82.44428400000001
145,10.949172
146,73.486296
147,106.94564400000002
149,3.73035
150,494.409786
153,325.196976
154,39.817206
155,726.07212
156,19.677138
157,289.00428
158,113.91010800000001
159,94.017144
160,85.796568
161,64.96690199999999
163,344.6975925
164,301.64635799999996
166,81.49338
166,49.683972000000004
167,58.030518
168,51.34794599999999
169,39.08697
170,645.480495
171,13.394472
172,389.74008
173,233.699778
174,268.717644
176,291.2514975
178,963.0912720000001
179,46.9521
180,144.19938000000002
181,563.886258
182,66.923064
183,702.92976
184,587.0378280000001
185,679.6248975000001
186,235.87721999999997
188,11.28132
189,221.69658
190,93.44688
192,86.24207999999999
193,43.700124
195,18.719505
198,110.234514
199,210.08193750000004
200,7.19901
204,408.68267999999995
207,17.377776
210,269.19023999999996
211,72.91284
212,38.511954
213,289.369158
214,549.906318
215,872.160276
217,70.848414
218,675.8862750000001
221,77.276316
222,59.64909600000001
223,29.191422000000003
226,662.8691025
227,721.7302500000001
229,490.404375
230,80.86533750000001
231,958.9378725
233,7.65372
236,113.22995999999999
237,276.39137250000005
240,46.348068000000005
242,79.30572000000001
243,34.715772
244,38.927382
246,895.00977
248,316.73079
249,142.1091
250,196.186302
251,111.18096
253,1081.6345125
254,169.10861999999997
255,1535.2539525
256,189.53556
257,329.06298
258,184.82118
259,222.83202
260,312.39137999999997
264,15.32895
265,602.609748
266,303.37593
267,728.971854
268,324.155364
269,481.51311
270,192.57395999999997
271,15.118896
273,197.37006750000003
275,853.3323675
276,200.59332750000002
277,1468.8942599999998
278,74.51039999999999
279,380.188536
280,69.354246
281,68.381742
282,178.535214
284,61.148723999999994
285,80.12424
286,71.58492
287,405.945
288,58.814964
289,76.282674
290,24.714768000000003
292,225.54827999999998
293,528.375822
294,376.09332750000004
296,2147.5827360000003
297,672.4050840000001
298,65.176254
299,65.108706
300,382.87343250000004
302,700.1473275000001
303,58.398210000000006
304,63.637626
305,725.837502
306,80.33424
307,240.566898
308,754.422942
310,60.75642
312,86.776872
313,779.686752
314,47.94816
315,486.403476
316,978.6155339999999
317,273.68327999999997
318,42.700632
319,50.329578
320,43.384769999999996
321,56.108208
322,8.681946
323,401.05854000000005
324,84.41589
325,62.12969999999999
326,39.83265
327,36.369216
328,12.959778000000002
330,552.556602
331,21.615906000000003
332,19.730646
333,49.562993999999996
334,11.364989999999999
335,88.344204
336,156.43937400000002
337,12.792
338,6.448416000000001
339,74.58789
340,1.5578940000000001
340,84.38844
341,1933.67871
342,104.736996
343,3.630744
344,189.20928
345,1099.150494
346,177.359364
348,443.34825600000005
350,65.29575000000001
351,81.68436
351,49.384452
352,376.061712
355,48.033336000000006
356,64.38159
357,498.274608
358,63.851580000000006
359,134.387214
360,249.258828
361,233.29417800000002
363,231.96443999999997
364,834.7832325
366,27.554904
368,686.3819175000001
369,1002.8213775
370,1109.0009025000002
371,283.81476
372,503.21898000000004
373,226.45662750000002
374,109.56498
375,975.6761850000001
376,375.306828
377,655.857228
378,478.65107250000005
379,219.88326
380,166.56829800000003
381,60.6623175
383,297.809772
384,70.61706
385,149.21862
386,290.45898
388,535.8079740000001
389,42.659604
390,385.614528
391,586.6675425000001
393,917.004105
394,116.02968
395,45.33522
397,118.5283125
398,859.4864775000001
399,59.20941
400,1.959516
401,71.69799
402,64.44055800000001
403,33.809022000000006
404,228.538284
405,43.226508
408,1187.2661400000002
409,1040.8780980000001
410,300.06
411,703.24254
412,5.000346
413,255.601632
414,301.30852500000003
416,11.170679999999999
417,404.42015999999995
418,103.18836
419,295.5021
421,36.2064
422,104.51010000000001
423,273.9099
426,387.93748500000004
427,159.00683999999998
428,107.50836
429,138.33468
431,163.700082
432,28.660164
433,705.6275850000001
435,57.28392
437,53.624531999999995
438,584.3793
439,265.65177600000004
441,37.04493
442,923.860002
443,181.79397600000001
444,337.894596
446,287.152866
447,110.03093400000002
448,204.14994000000002
449,88.86329400000001
450,371.66850000000005
452,77.8875
454,34.921848000000004
455,87.64626
456,149.896422
457,641.9875725
458,337.30476000000004
459,178.491846
460,180.34744500000002
462,34.724898
463,89.442444
464,86.45196
465,303.050835
466,372.630915
467,361.09881
468,877.0530825000001
469,134.91684
472,39.91143
473,7.955766000000001
475,350.5116
476,38.531142
477,35.735856
478,9.466314
479,194.86794600000002
480,90.227046
481,987.1874399999999
482,375.85390500000005
483,191.16588
484,204.50235
485,86.30160000000001
486,74.4594525
487,35.828442
488,75.01611
490,577.046652
491,300.74058
492,446.54826
493,80.25303
494,42.78417
495,5.9670000000000005
496,38.52615
497,85.058688
498,14.272518000000002
499,7.010172
500,99.477612
501,2185.8973875
502,153.81366
503,713.5864425
504,344.79837000000003
505,742.3495425000001
507,93.04026
508,848.586492
509,116.61053999999999
510,596.366784
511,34.294883999999996
512,264.72864
514,193.88376000000002
515,105.95334
516,231.66642
517,159.09869999999998
518,112.51812
519,362.10226500000005
520,502.91644500000007
521,254.6880975
523,135.579912
525,132.14723999999998
526,235.623882
527,313.938
528,63.971388000000005
529,107.2485225
530,96.88817999999999
533,13.6884
534,365.51669999999996
536,72.94817400000001
537,79.933854
538,553.117188
539,104.009724
540,4.841226
541,56.281836
542,12.691848
543,448.43742000000003
545,248.96706
546,210.79092
547,988.954278
550,44.015166
552,1463.8623750000002
553,700.2199575000001
554,360.44573999999994
