UG,Vremovido(ton)
1,3968.3560500000003
2,121.739895
3,170.2682775
6,678.1015575000001
7,3009.1713300000006
10,2556.20718
12,88.506405
13,53.94018
14,569.9335500000001
15,110.943675
19,367.72339500000004
20,329.86723500000005
21,649.575315
22,365.7818925
23,818.3040525000001
24,1504.6686900000002
25,107.07309000000001
27,985.8375675000001
30,616.37652
31,302.6402325
34,1977.3448650000003
37,257.03433
38,2098.0161675
39,754.7738625000001
40,572.0494725
41,240.75238500000003
42,167.5075275
45,401.33306250000004
46,38.306385
48,851.749965
49,453.8123550000001
50,732.3063525000001
51,440.6653125
52,530.1658575
53,131.28453000000002
54,561.2714100000001
55,450.5531175
56,144.96043500000002
57,51.27288
60,212.485005
64,840.3102
66,223.24747500000004
67,4313.102175
68,760.4308350000001
72,242.08274250000002
74,1464.78564
79,302.79015
83,934.61148
84,559.262205
85,476.55202500000007
88,752.6616525000001
89,132.9534
91,111.02042250000001
92,88.20670500000001
94,1445.8473000000001
95,922.5386325000001
96,591.59484
97,753.1163325000001
98,962.55702
99,764.6209650000001
100,916.1667000000001
105,460.103625
106,518.5482975
107,530.119755
108,389.1452625
110,1371.3170400000001
113,1096.2972675
114,232.21701000000002
115,408.405105
116,32.616
117,554.71284
118,5268.3610275
119,168.33973500000002
120,522.6691050000001
121,115.989975
122,962.7723450000001
125,7.7126399999999995
126,433.0363275
128,210.42605250000003
129,1898.7602175
136,437.6367900000001
138,1240.197075
140,451.48698
141,95.9596875
143,322.1029125
144,305.0448525
145,135.953235
146,1016.8696125000001
147,463.20592500000004
149,26.2749825
150,425.83414500000003
154,193.37157000000002
155,682.0200675
156,41.996340000000004
158,322.701705
159,310.526325
160,977.4009450000001
163,70.350525
164,483.5734425
165,329.6843775
166,251.98499250000003
167,654.5918475000001
168,430.6507425
169,143.04215250000001
170,386.53220250000004
171,185.23093500000002
174,114.7365
176,184.855095
177,794.8071
178,1236.3975675000002
179,176.454315
180,159.59619
181,725.0028525
182,305.99444250000005
183,423.6138
184,1268.606475
185,166.789125
186,1462.2354900000003
187,584.9061300000001
188,27.887827500000004
189,399.8807325
191,62.31522
193,159.54799500000001
195,22.639635000000002
196,71.69472
199,44.004735000000004
200,46.7396325
206,30.919739999999997
207,64.642995
211,193.3739325
212,96.2523675
213,196.05793500000004
214,418.31430750000004
215,230.29299000000003
217,226.33256250000002
218,627.0407100000001
221,157.03686000000002
222,189.527985
223,239.2962075
225,122.72844
226,428.9470425
227,367.12291500000003
229,279.48206250000004
230,97.67304
231,423.37437750000004
235,815.1484950000001
236,542.13003
237,233.9847675
238,224.20860750000003
240,402.75657
242,694.4942025
243,329.12223750000004
244,113.63139000000001
246,467.2477575
247,114.25144500000002
248,78.5801925
249,85.5555075
250,141.1942725
251,249.76100250000002
252,81.18981000000001
253,722.9015100000001
254,423.2237175
255,1480.7772000000002
256,848.1505275
257,780.2931150000001
258,1056.986415
260,387.14814000000007
264,123.28287750000001
265,1176.88896
266,165.07341000000002
267,401.9223375000001
268,655.4050875
269,1228.8212325
272,186.36912
273,248.45406750000004
275,719.1288000000001
276,49.160250000000005
277,15.267119999999998
278,127.14165000000001
280,488.50533
281,147.2052825
282,1462.0002525000002
284,224.30547
285,117.37446750000001
286,77.259285
287,252.793035
288,215.7447825
289,531.1753875
290,198.1295775
291,493.65517500000004
294,360.9654975
295,332.64783
296,2348.0859825000002
297,1474.0141725000003
298,552.2399775
299,778.7260350000001
300,356.23874250000006
302,853.0884225000001
303,558.168705
304,496.409445
305,303.5736225
312,1039.6715175000002
314,213.4202175
315,433.967895
318,527.2944075
319,354.93633
