UG,Vremovido(ton)
1,1439.08818
2,220.33525500000002
3,351.51333750000003
4,4402.3101
5,1287.10878
6,1168.2028799999998
7,2530.156434
8,1316.00304
9,425.043996
10,544.4262
11,511.83887999999996
12,162.3911625
13,2647.0143
15,223.70991750000002
19,332.9814825
20,370.95927750000004
21,1279.7432325
22,722.6111250000001
23,1112.7036150000001
24,2133.7076700000002
25,195.47595
27,985.8375675000001
28,823.5974025
29,1744.92036
30,816.530085
32,3693.3654599999995
33,2529.71928
34,3365.9365725000002
37,486.6411825
38,1279.244304
39,864.33777
40,968.0355900000001
41,645.2927775
42,242.67566250000002
43,1373.3821799999998
45,512.2930725000001
46,38.306385
48,851.749965
49,605.0831625000001
50,154.3866
51,581.4573525000001
52,741.177135
53,205.5067875
54,561.2714100000001
55,705.2731425
56,192.1093875
57,1821.3343200000002
58,1292.3958
59,681.39396
60,533.706435
62,397.29798
63,2707.13172
64,468.15407999999996
66,311.2887375
67,1334.8596599999998
68,760.4308350000001
69,5938.84398
70,522.40674
71,618.8650200000001
73,472.46454
74,1289.68983
77,498.41364
78,463.48866
79,481.60318500000005
80,1725.12342
81,137.43743999999998
83,1533.8722950000001
84,1034.0916975
85,812.4548400000001
86,1217.59206
87,1129.60926
89,234.789975
90,1162.0490399999999
91,206.88918750000002
92,180.49108500000003
93,1308.17028
94,1320.27948
96,724.58442
97,918.173745
98,270.27137999999997
99,214.69392
100,804.64968
101,1809.6545999999998
102,1311.414
103,1673.99148
104,1425.26442
106,583.0681050000001
107,647.0857125
108,473.83150500000005
109,903.31506
110,385.04495999999995
111,135.97314
112,1200.191694
113,898.1165925000001
114,384.03861750000004
115,746.229105
116,81.47958750000001
117,890.5866975
118,900.6936
119,380.58039
120,752.4345825000001
121,237.66567750000002
122,254.25545999999997
124,642.35592
125,92.8728
126,988.1693550000001
127,1406.6615399999998
128,483.74259750000004
129,1663.2918000000002
130,618.06132
131,2648.82768
132,1343.9560199999999
133,135.61164
134,1667.27268
135,1014.5734199999999
136,815.0984775000001
138,1684.1586825000002
140,776.8718100000001
141,307.88714250000004
142,481.28958
143,518.9435775000001
144,305.0448525
145,177.34261500000002
146,1421.212905
149,36.03973500000001
153,2004.0766199999998
154,414.5145975
155,909.360135
156,135.20992500000003
157,1802.47392
158,578.705175
159,582.8847075000001
160,233.78166
161,223.86588
162,1535.4163800000001
163,381.989385
164,834.3426600000001
165,591.1679025000001
166,396.15979500000003
166,14.72532
167,1511.5019399999999
168,575.67483
169,358.7833575
170,524.5119225000001
171,258.469785
172,2335.13748
173,1813.4716799999999
174,365.8819275
177,1072.3160025
178,2730.8982599999995
179,334.75605750000005
180,349.48476
181,921.334905
182,798.697395
183,783.2739150000001
184,3060.18486
185,539.8163325
186,1281.0573900000002
187,1091.6759475000001
189,687.53502
190,667.0893
191,124.6305
192,567.68142
193,441.391005
194,2628.27384
195,1473.959835
196,194.92008750000002
198,286.9359
199,139.4661375
202,1191.57978
203,4708.10832
204,856.8453
206,1030.78404
207,147.09276
208,903.5103
209,341.10156
210,574.29198
211,416.2562325
213,357.27979500000004
214,773.9454150000001
215,419.920605
217,494.75927250000007
218,717.91623
219,751.55538
220,537.7039199999999
221,354.66376500000007
222,399.600945
223,425.30373000000003
225,4393.49514
227,510.008805
229,339.5727225
230,180.6002325
231,708.1622100000001
233,184.15038
235,1523.2698675000001
236,716.7206025
237,445.51890000000003
238,398.66877000000005
239,99.56339999999999
240,744.7083975
242,1259.9230725
243,474.7012425000001
244,275.53095
246,1015.9347375000001
247,157.09572
248,251.189775
249,180.01872
250,301.46890500000006
251,390.70944000000003
252,111.57608250000001
253,1534.3214999999998
254,718.259535
255,1365.6332025000002
256,1509.727005
257,1836.5705775000001
258,867.3946425
259,1600.17462
260,804.366045
264,199.44366750000003
265,1176.88896
266,284.76785250000006
267,684.2590425
268,1211.8626675
269,2326.5183150000003
270,1234.6586399999999
271,3676.94532
272,337.70405250000005
273,315.79213500000003
274,1173.69558
275,400.64135999999996
276,158.9316525
278,302.7260925
279,1753.25526
280,684.3852675
281,884.4095025
282,3037.7628600000003
284,562.34331
285,235.47199500000002
286,176.452425
287,519.117525
288,542.40057
289,903.1745025
291,663.9243975
292,1516.5595799999999
293,2447.4564
294,621.4619700000001
295,617.8679325
296,2147.5827360000003
297,1797.0678225000001
298,794.6867475
299,778.7260350000001
300,408.842235
302,1220.4544050000002
303,798.5333025000001
304,853.7376375
306,681.00792
307,2950.0635060000004
308,1628.953638
310,442.13489999999996
312,1773.8946675
313,1683.5034839999998
314,556.9637625
315,822.0801375000001
316,5064.5062800000005
317,1292.6028000000001
318,867.3712200000001
320,552.894525
321,661.4136
322,103.46582250000002
