UG,Vremovido(ton)
1,39.077064
2,387.0711
3,351.51333750000003
5,1287.10878
6,410.237334
7,445.49793600000004
9,425.043996
10,730.251366
12,89.78892
14,482.29661999999996
15,277.92882000000003
19,490.44831750000003
20,125.3286
21,1450.9845225
22,193.60575
23,1506.0277350000001
24,645.70584
25,156.090792
27,1663.49184
28,823.5974025
29,1744.92036
30,334.671792
31,410.96952000000005
32,413.86573799999996
33,2529.71928
35,0.8267220000000001
37,486.6411825
38,1279.244304
39,409.51965600000005
40,189.69459600000002
41,96.286788
42,272.2873725
43,1373.3821799999998
45,512.2930725000001
46,33.5398725
48,947.177478
49,305.140914
50,927.6205199999999
51,239.453838
52,228.78609
53,71.732154
54,288.712008
55,237.57130800000002
56,78.647088
58,1292.3958
60,346.11665400000004
61,1006.003128
62,44.237856
63,2707.13172
64,1830.041775
66,460.8190575
67,1850.902638
68,854.2357875
69,5938.84398
72,275.383446
74,1289.68983
77,498.41364
78,463.48866
80,1725.12342
81,137.43743999999998
83,2015.466165
84,371.02774800000003
86,185.587116
87,108.49519199999999
88,1042.475616
89,358.0446375
90,299.562354
91,312.950925
92,209.893275
93,1308.17028
95,351.76791000000003
96,818.213805
97,202.31601
98,1173.5167275000001
99,205.406604
100,886.5038925
101,1809.6545999999998
102,1311.414
103,1673.99148
104,1425.26442
106,825.61491
107,647.0857125
108,473.83150500000005
109,903.31506
110,368.38854000000003
111,135.97314
113,867.086766
115,277.947774
116,41.91220800000001
117,278.12241600000004
118,1208.121018
119,219.160968
120,329.414982
121,263.02848
122,352.54798800000003
125,41.985528
126,564.82842
127,211.969134
128,274.46796
129,548.302482
135,201.19592999999998
136,303.10398
138,292.199622
141,312.805662
142,481.28958
143,428.181546
144,125.54022000000002
145,65.422656
146,439.0896900000001
147,639.0134400000001
149,22.289124
150,291.156138
153,506.28949800000004
154,237.912558
155,1260.9898425000001
156,117.573534
157,1802.47392
158,680.627064
159,561.7641120000001
160,512.645016
161,33.64647
163,305.38998000000004
164,177.638448
165,693.8935875000001
166,296.867922
167,346.739328
168,306.810426
169,233.54947199999998
171,80.03346
172,2335.13748
173,363.84020399999997
174,404.616654
177,1282.4683425
178,567.160932
179,280.544628
180,84.91852200000001
181,332.07057
182,399.873708
184,345.704502
186,1881.05316
187,1091.6759475000001
188,18.505319999999998
189,1187.2383
190,667.0893
191,23.3682
192,567.68142
193,261.113502
194,2628.27384
195,1473.959835
196,289.2995325
198,57.090618000000006
199,190.00062
200,43.014816
201,38.040054000000005
207,103.83445800000001
211,435.66338400000006
212,349.289694
215,1354.6706940000001
217,423.32791800000007
218,1081.4181075
219,751.55538
221,461.735664
222,356.410704
223,174.422586
225,4393.49514
230,180.6002325
233,184.15038
235,1523.2698675000001
236,187.4955
237,445.51890000000003
238,152.65266
239,99.56339999999999
240,276.935412
242,473.861622
243,207.43101600000003
244,232.59607800000003
246,818.5061475
247,190.22391000000002
249,259.152345
250,115.533366
251,650.08398
252,154.4235975
255,1902.9720825000002
256,301.22616
257,528.0771599999999
258,249.57294
259,1600.17462
264,91.59243599999999
265,935.995086
268,190.89392400000003
269,283.56135600000005
270,1234.6586399999999
271,546.275886
272,396.09438750000004
273,315.79213500000003
274,1173.69558
275,1564.8647175
279,196.900314
280,414.400116
281,408.589584
281,24.58326
282,1066.769964
284,365.371032
287,749.1530025
288,351.426504
289,455.79846
290,147.673812
291,794.4502275
292,1516.5595799999999
293,273.64677600000005
294,842.00958
295,808.5598200000002
297,395.976906
298,389.43645
299,389.03287800000004
300,617.92443
