UG,Vremovido(ton)
8,115.24032
13,272.33196
15,166.30164000000002
23,1057.305825
27,34.082879999999996
28,934.101045
33,221.52348
35,218.21736
37,382.80870000000004
43,28.00032
46,30.5477325
57,149.60958
59,35.798339999999996
64,1100.6880075
66,389.8969425
69,123.78804
78,9.494399999999999
79,9.09168
80,33.990539999999996
83,1625.484375
85,21.695778
89,250.14629250000004
91,205.23631500000002
92,136.2804075
93,25.4295
94,29.280420000000003
102,116.09100000000001
104,29.014799999999997
105,469.4934825
112,12.327276
114,6.2185500000000005
124,43.23744
125,489.75126
130,54.122640000000004
131,207.30522
132,121.3788
133,12.46368
134,91.97034
140,21.451638
162,149.85744
163,287.44956
165,544.1914125000001
170,436.1482125
176,197.1942975
177,900.5568525000001
183,15.589158000000001
185,177.95045249999998
187,855.4810275000001
190,13.761
191,103.85874
194,240.37565999999998
195,21.818362500000003
196,143.10945
199,28.1482425
201,277.47528
202,105.03059999999999
203,412.28159999999997
206,86.49936000000001
213,6.41745
214,12.195534
225,358.1106
226,445.69433250000003
227,489.671055
229,329.08713750000004
230,92.18583
231,739.6360425
235,1193.47695
237,311.314455
246,534.7025325
247,131.5764
248,83.891295
249,156.40290000000002
251,15.66468
252,106.49576250000001
253,735.325155
255,1902.9720825000002
266,6.728124
267,16.166748000000002
272,311.3084475
274,108.87642
275,940.6913400000001
276,52.417462500000006
277,114.34116
278,12.78582
281,14.48844
287,447.76962000000003
291,557.2446975
294,429.1897725
295,635.2035525
296,47.627814
308,16.731156
310,8.91534
313,17.291430000000002
323,447.6330675000001
330,12.254268
340,3.78834
341,1506.8556225000002
354,180.35919
359,2.9803800000000003
364,569.0082600000001
368,467.67699
369,681.947235
370,746.5469625000001
372,642.2033025000001
373,265.3838775
375,703.0006200000001
378,326.260035
379,33.85956
381,15.750990000000002
386,224.34819750000003
387,994.1292675000001
390,8.55192
391,646.460865
393,239.43762
396,90.69036750000001
397,130.82674500000002
398,227.53953
407,234.37055999999998
408,1353.5762175
414,343.39936500000005
420,918.862785
426,255.93097500000002
431,3.630432
433,804.6895049999999
434,453.04974000000004
438,100.27812
442,20.488806
450,98.27115750000002
452,10.74312
457,424.47753
460,198.94828500000003
461,383.72616000000005
465,334.21410000000003
466,411.4700775
467,398.02320000000003
468,232.0998975
469,77.5849725
475,56.356739999999995
481,139.08828
486,96.00788250000001
491,42.37235999999999
501,2567.3016150000003
503,356.47121250000004
504,388.7493075
507,13.547939999999999
514,227.2118175
519,408.6326475
520,568.0004175
529,118.69740000000002
532,468.30116250000003
538,12.266748
547,21.93243
551,378.84361500000006
553,559.3633875
556,179.112735
558,887.973165
559,972.6487425
560,133.56765
561,35.615835000000004
562,88.046865
563,278.92721250000005
565,81.287415
569,2038.8962250000002
571,22.50144
575,855.12915
576,623.2234500000001
577,1137.117015
578,218.1491325
584,29.292180000000002
585,9.07476
589,555.66729
590,468.53801999999996
592,2161.293435
596,514.136025
598,224.4460725
599,142.38666
600,611.65179
605,1919.1687075000002
606,784.5389325000001
607,327.1305
608,4.74384
611,44.29056
613,112.20741000000001
615,630.9943875
616,437.927175
618,82.8058275
623,138.75233999999998
624,463.4564175
625,28.85364
629,71.41583999999999
630,115.36992
631,614.3842575
632,621.8264025
634,1334.2795875
636,45.3363
638,190.57531500000002
652,316.76244
654,128.895975
656,254.35802250000003
659,4506.501285
660,7.878060000000001
667,103.5065925
672,460.25212500000004
673,372.13965
676,708.348375
678,276.0521175
690,1299.3598125
691,166.2756525
699,30.67992
712,392.108445
722,185.5896975
730,531.2944575
731,188.56773
745,1395.9376650000002
755,1042.5819150000002
758,2484.6441525
760,869.8144500000001
762,951.6562425000001
765,61.889939999999996
773,190.72782
774,12.717432
779,42.755039999999994
782,846.4269825
783,167.3659125
784,31.997459999999997
785,203.3118
810,371.829555
818,324.95994
821,406.25064
822,480.59688
823,847.3890600000001
825,32.84424
837,962.5072725
838,301.62984
852,20.57016
854,2474.4282975
857,609.248385
878,482.3007975
879,564.0650325
880,297.68148
881,747.12672
882,244.8125775
883,204.38723250000004
883,8.040719999999999
884,399.28970250000003
885,501.67039500000004
886,870.1812450000001
887,404.6354325
888,258.76827000000003
889,873.1784475000001
890,645.3654750000001
891,1029.03777
892,517.9013775000001
895,13.21827
896,207.66334500000002
898,1102.9161825
899,46.9788
928,15.594959999999999
944,1106.363475
946,1597.14288
953,1358.3181
967,753.052545
971,884.31756
977,102.621735
988,6315.641820000001
1000,34.68309
1009,358.2357975
1010,775.879695
1015,102.99150000000002
1023,457.3980225
1028,736.9838325000001
1029,1129.2087825
1030,51.01734
1067,1158.8837400000002
1068,234.65295000000003
1071,1034.0958150000001
1072,594.4646025000001
1074,703.2532725000001
1075,511.08509250000003
1078,1388.6814825
1091,247.28827500000003
1093,283.97729250000003
1096,3557.7729900000004
1100,727.5825000000001
1101,444.34345500000006
1104,680.5341900000001
1136,892.8854100000001
1151,877.3527825
1152,274.15422
1162,2590.3328850000003
1180,1578.39732
1181,4719.4163325
1185,2269.71774
1188,1547.2408050000001
1189,1543.27113
1190,1165.424625
1191,682.7610825
1191,101.56056
1193,229.88367000000002
1237,3647.82069
1239,1850.6572875000002
1247,94.67706
1249,48.53778
1253,2213.035425
1255,1067.61591
1265,1478.850345
1266,757.7315100000001
1272,14.51268
1279,461.06124750000004
1283,1004.7246075
1284,281.722725
1285,1170.426645
1286,1744.7519475000001
1287,290.97920250000004
1289,656.9198550000001
1289,617.61126
1291,1682.46693
1326,5.92434
1351,51.205095
1353,177.94984499999998
1357,735.19542
1370,852.7441799999999
1385,1.73901
1420,215.95592250000004
1423,100.21326750000001
1424,127.74861000000001
1427,205.8650775
1437,68.930865
1439,224.5905
