UG,Vremovido(ton)
1,39.077064
2,574.71063
3,351.51333750000003
5,1287.10878
6,366.173496
7,4320.229602
9,425.043996
10,122.21523600000002
12,89.78892
14,482.29661999999996
15,277.92882000000003
19,490.44831750000003
20,370.95927750000004
21,1279.7432325
22,396.07900800000004
23,1112.7036150000001
24,809.793582
25,156.090792
27,1086.08445
28,823.5974025
29,1136.4559875
30,334.671792
31,366.82705799999997
32,413.86573799999996
33,2529.71928
34,3365.9365725000002
35,452.178558
37,372.0336075
38,3463.547646
39,409.51965600000005
40,189.69459600000002
41,96.286788
42,242.67566250000002
43,1373.3821799999998
45,446.0483025000001
46,38.306385
48,947.177478
49,605.0831625000001
50,732.3063525000001
51,581.4573525000001
52,228.78609
53,71.732154
54,288.712008
55,237.57130800000002
56,254.2191075
58,1292.3958
60,732.241614
61,1006.003128
62,44.237856
63,2707.13172
64,1830.041775
66,311.2887375
68,854.2357875
69,5938.84398
72,275.383446
72,203.81821200000002
74,1289.68983
77,498.41364
78,463.48866
80,1725.12342
81,137.43743999999998
83,2015.466165
84,1569.841416
85,978.2836440000001
86,8.878818
87,108.49519199999999
88,1042.475616
89,358.0446375
91,312.950925
92,209.893275
93,1308.17028
94,1320.27948
95,1705.68879
96,818.213805
97,413.89842000000004
98,1173.5167275000001
99,420.22110000000004
100,886.5038925
101,1809.6545999999998
102,1311.414
103,1673.99148
104,1425.26442
106,825.61491
107,573.038685
108,473.83150500000005
109,903.31506
110,223.63122600000003
111,135.97314
112,7.593612
113,2347.633158
114,113.158656
115,277.947774
116,91.14363000000002
117,278.12241600000004
118,1208.121018
119,331.62608250000005
120,619.9870950000001
121,263.02848
122,352.54798800000003
125,41.985528
126,564.82842
127,211.969134
128,274.46796
129,548.302482
135,136.92159
136,815.0984775000001
138,839.90673
140,2618.889234
141,464.44374600000003
142,481.28958
143,970.2362280000001
144,305.0448525
145,158.297895
146,439.0896900000001
147,1351.891632
150,291.156138
154,237.912558
155,1260.9898425000001
156,135.20992500000003
157,1802.47392
158,680.627064
159,561.7641120000001
160,457.581618
161,33.64647
163,381.989385
164,1008.877896
165,693.8935875000001
166,296.867922
166,13.177086
167,346.739328
168,306.810426
169,233.54947199999998
170,455.04956250000004
171,258.469785
172,2335.13748
173,247.72488
174,404.616654
176,202.31619750000004
177,947.7064124999999
179,280.544628
180,84.91852200000001
181,332.07057
182,399.873708
183,1369.21122
184,1674.25362
186,1070.5979925
187,929.5988625000001
188,82.2719025
189,607.79511
190,667.0893
191,23.3682
192,567.68142
193,353.71485000000007
194,2628.27384
195,1074.7623375
196,289.2995325
198,57.090618000000006
199,190.00062
200,43.014816
201,38.040054000000005
207,103.83445800000001
211,574.051764
212,230.113494
213,320.424255
214,658.4932125
215,3667.764282
217,805.238616
218,1081.4181075
219,751.55538
222,506.94876000000005
223,174.422586
225,4393.49514
230,180.6002325
231,708.1622100000001
233,184.15038
235,1523.2698675000001
236,846.35226
237,445.51890000000003
238,607.2032025
239,99.56339999999999
240,549.152595
242,1259.9230725
243,342.2751525
244,232.59607800000003
246,704.1620925
247,190.22391000000002
248,251.189775
249,259.152345
251,513.209115
252,154.4235975
255,1365.6332025000002
256,1509.727005
257,2037.1857075000003
258,1141.4102850000002
259,1600.17462
260,1159.565085
264,224.52261750000002
265,2534.20206
266,340.16874750000005
269,34.728564000000006
270,1234.6586399999999
272,396.09438750000004
273,315.79213500000003
274,1173.69558
275,1564.8647175
276,158.9316525
278,371.67025500000005
279,196.900314
280,876.7015140000001
281,408.589584
281,24.58326
282,22.94253
284,326.126346
285,202.452885
286,176.452425
287,602.7667650000001
288,351.426504
289,455.79846
290,147.673812
291,586.9476675000001
292,1516.5595799999999
293,273.64677600000005
294,842.00958
295,808.5598200000002
296,2147.5827360000003
297,810.090138
298,347.606844
299,347.24664
300,617.92443
302,1220.4544050000002
303,311.457042
304,380.242668
305,1127.396868
305,27.3741
306,681.00792
310,442.13489999999996
312,518.502582
313,10.651602
314,493.38153000000005
315,755.4994200000001
316,506.826684
317,141.74105400000002
318,867.3712200000001
319,300.72564600000004
320,259.22949
321,537.7306500000001
322,117.0719325
323,522.6697800000001
324,504.39526800000004
325,453.09705750000006
326,612.23877
327,217.31073
328,64.16658
330,751.6457775
331,82.0833075
332,117.892866
333,296.145252
334,67.907112
335,527.867574
336,81.020238
337,91.75450500000001
338,66.52017000000001
339,445.67172000000005
340,14.129622
341,1453.1672025
342,1323.972468
343,37.89126
344,299.436072
345,569.2519560000001
346,1059.744114
348,788.489052
350,348.244182
351,295.078134
