x,y
-15941.47488,147247.21421
-16465.15298,148496.54321
-17263.23108,146367.55371
-16475.95008,146686.29951
-15822.03918,147774.76111
-16192.06018,148203.79151
-17000.71498,147250.08251
-16693.35238,146526.28581
-17801.24868,148045.81621
-16172.87028,148309.50001
-16088.69238,148319.21221
-17433.94138,147005.35951
-15589.3211,148200.18474
-17582.79872,147850.74011
-17227.10719,147937.80836
-17089.95265,147764.77059
-16869.59727,147127.88321
-17039.64253,147034.64986
-17285.92697,147096.53142
-16916.14205,146725.48911
-17199.22307,148257.80144
-16992.0455,147259.26185
-17080.29468,147710.44067
-15773.42573,147712.74542
-16315.2348,146667.68448
-16562.20895,146669.13743
