Node,Stand
"(-15941.47488, 147247.21421)","[1512, 1361]"
"(-15936.24658, 147190.40111)",[1512]
"(-15949.77788, 147189.45611)",[1512]
"(-15978.74978, 147156.95201)",[1512]
"(-16030.74058, 147127.58331)",[1512]
"(-16072.25618, 147118.03921)","[1512, 1533]"
"(-16107.05878, 147138.81581)","[1512, 1533]"
"(-16140.46248, 147171.94391)","[1512, 1533, 1359]"
"(-16139.72998, 147176.63811)","[1512, 1359]"
"(-16137.30478, 147192.18131)","[1512, 1359]"
"(-16135.79498, 147201.85741)","[1512, 1359]"
"(-16135.52998, 147203.55631)","[1512, 1359]"
"(-16133.92518, 147213.84111)","[1512, 1359]"
"(-16143.71758, 147237.51331)","[1512, 1359]"
"(-16152.48338, 147258.70391)","[1512, 1359]"
"(-16152.48328, 147260.02681)","[1512, 1361, 1359]"
"(-16095.41768, 147272.19721)","[1512, 1361]"
"(-16026.37928, 147256.49991)","[1512, 1361]"
"(-15967.37018, 147239.82011)","[1512, 1361]"
"(-15941.29198, 147245.22677)",[1512]
"(-15940.88736, 147240.82996)",[1512]
"(-16117.36508, 147616.95701)","[1361, 916, 1412]"
"(-16136.94678, 147594.14871)","[1360, 1361, 1412]"
"(-16150.39288, 147578.48711)","[1360, 1412]"
"(-16181.44688, 147516.97141)","[1360, 1412]"
"(-16182.00398, 147514.77471)","[1360, 1412]"
"(-16182.61078, 147512.38271)","[1360, 1412]"
"(-16182.78588, 147511.69211)","[1360, 1412]"
"(-16183.30938, 147509.62821)","[1360, 1412]"
"(-16184.02878, 147506.79191)","[1360, 1412]"
"(-16184.91728, 147503.28881)","[1360, 1412]"
"(-16185.29498, 147501.79981)","[1360, 1412]"
"(-16186.75458, 147496.04551)","[1360, 1412]"
"(-16187.53738, 147492.95891)","[1360, 1412]"
"(-16188.63328, 147488.63821)","[1360, 1412]"
"(-16189.01958, 147487.11541)","[1360, 1412]"
"(-16190.29238, 147482.09741)","[1360, 1412]"
"(-16190.52808, 147481.16801)","[1360, 1412]"
"(-16191.59038, 147476.97981)","[1360, 1412]"
"(-16192.05788, 147475.13631)","[1360, 1412]"
"(-16193.38638, 147469.89871)","[1360, 1412]"
"(-16194.07978, 147467.16531)","[1360, 1412]"
"(-16196.03588, 147459.45301)","[1360, 1412]"
"(-16196.22258, 147458.71711)","[1360, 1412]"
"(-16196.66628, 147456.96781)","[1360, 1412]"
"(-16199.17528, 147447.07591)","[1360, 1412, 1359]"
"(-16205.78988, 147448.39891)","[1412, 1359]"
"(-16222.14568, 147450.98141)","[1412, 1359]"
"(-16235.33848, 147453.06441)","[1412, 1359]"
"(-16256.06078, 147456.33641)","[1412, 1359]"
"(-16258.08838, 147466.47431)","[1412, 1359]"
"(-16260.02958, 147476.18021)","[1412, 1359]"
"(-16260.36518, 147480.04031)","[1412, 1359]"
"(-16262.24618, 147501.67131)","[1412, 1359]"
"(-16262.28918, 147502.16531)","[1412, 1359]"
"(-16263.70038, 147518.39541)","[1412, 1359]"
"(-16265.90268, 147543.72181)","[1412, 1359]"
"(-16267.36498, 147560.53781)","[1412, 1359]"
"(-16267.67258, 147564.07501)","[1412, 1359]"
