"Node1(x,y)","Node2(x,y)",edgelength,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,slope,removed_nodes
"(-16732.57288, 147267.53061)","(-16780.39688, 147276.80341)",0.04871467843258339,False,False,236,92,353,92,177,False,"[(-16735.17688, 147268.03781)]"
"(-16732.57288, 147267.53061)","(-16869.59727, 147127.88321)",0.19709870693948167,True,False,952,370,1428,370,715,False,"[(-16779.85178, 147209.55951), (-16828.80348, 147175.26461)]"
"(-16732.57288, 147267.53061)","(-16713.19748, 146964.71821)",0.6881663948610852,False,False,3324,1293,4985,1293,2498,False,"[(-16708.17078, 147284.20071), (-16661.86778, 147315.83241), (-16625.18508, 147337.54801), (-16595.45718, 147355.14681), (-16532.91268, 147350.75401), (-16533.84348, 147349.49651), (-16552.49498, 147324.30101), (-16580.85428, 147285.99161), (-16586.26078, 147283.40911), (-16638.75828, 147258.33331), (-16638.75828, 147257.01041), (-16636.10018, 147207.53741), (-16664.34308, 147177.34781), (-16677.71468, 147163.05451), (-16689.82118, 147138.46331), (-16709.27208, 147098.95431), (-16709.27208, 147097.63141), (-16708.87378, 147091.71341), (-16708.18408, 147079.17291), (-16707.67628, 147069.93951), (-16707.62288, 147068.96901), (-16707.03898, 147058.35271), (-16707.02838, 147058.16041), (-16706.75708, 147053.22711), (-16705.96978, 147038.91161), (-16705.95588, 147038.65991), (-16705.93078, 147038.20211), (-16705.97758, 147037.72931), (-16706.09338, 147036.55821), (-16707.11708, 147026.20511), (-16708.63728, 147010.83211), (-16709.53198, 147001.78511), (-16710.11118, 146995.92811), (-16710.73928, 146989.57581), (-16711.39518, 146982.94381), (-16712.11658, 146975.64831), (-16712.77378, 146969.00331)]"
"(-16690.04088, 148012.46231)","(-16933.33548, 148076.73781)",0.28368584664966884,False,False,2132,761,3198,761,1599,False,"[(-16724.40768, 148041.22241), (-16785.28758, 148033.39911), (-16849.71368, 148011.28801), (-16901.00758, 148034.80021)]"
"(-16690.04088, 148012.46231)","(-16550.03618, 147689.97381)",0.4272952362154402,False,False,2064,803,3095,803,1549,False,"[(-16636.21898, 147975.51441), (-16607.37198, 147925.80441), (-16599.09138, 147875.77041), (-16570.14338, 147833.34861), (-16495.40948, 147794.01331), (-16525.61268, 147748.17261)]"
"(-16690.04088, 148012.46231)","(-17060.50878, 147750.85001)",0.7343990215122298,False,False,3550,1380,5322,1380,2659,False,"[(-16739.20178, 147962.73161), (-16798.39968, 147929.39561), (-16785.74738, 147855.82711), (-16783.47808, 147798.75871), (-16791.21618, 147750.59701), (-16825.82768, 147676.82741), (-16882.01978, 147682.08961), (-16954.68838, 147706.07731), (-16979.27798, 147776.83901), (-17043.54698, 147804.79101)]"
"(-15941.47488, 147247.21421)","(-16072.25618, 147118.03921)",0.21647008592336664,True,False,1046,406,1569,406,784,False,"[(-15936.24658, 147190.40111), (-15949.77788, 147189.45611), (-16030.74058, 147127.58331)]"
"(-15941.47488, 147247.21421)","(-16152.48328, 147260.02681)",0.217400894443277,True,False,1050,409,1575,409,788,False,"[(-15967.37018, 147239.82011), (-16026.37928, 147256.49991), (-16095.41768, 147272.19721)]"
"(-15941.47488, 147247.21421)","(-15773.42573, 147712.74542)",0.5846611626613016,True,False,2825,1098,4235,1098,2120,False,"[(-15925.64478, 147251.73431), (-15880.82538, 147273.21041), (-15844.43968, 147307.71571), (-15821.82898, 147344.90371)]"
"(-17247.61038, 147123.72391)","(-17285.92697, 147096.53142)",0.05173539588783408,True,False,250,98,374,98,187,False,"[(-17283.13958, 147109.82771)]"
