"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-17110.22628, 148863.38091)","(-17147.96648, 148819.08981)",0.05818955434826949,18.571,True,False,281,109,422,109,211,
"(-17110.22628, 148863.38091)","(-16828.48478, 148738.51091)",0.34008763386590646,False,False,False,1642,639,2465,639,1233,"[(-17064.51358, 148863.94521), (-17018.08478, 148867.99971), (-16972.92838, 148846.73771), (-16926.98808, 148812.01701), (-16874.69828, 148769.29991), (-16850.61558, 148727.66101)]"
"(-17110.22628, 148863.38091)","(-16683.429, 148898.24976)",0.6795829414721896,False,True,False,5108,1823,7660,1823,3828,"[(-17145.54868, 148915.36361), (-17078.37618, 148919.47131), (-17046.88748, 148915.69801), (-17046.84208, 148915.89491), (-17046.29258, 148915.82961), (-17030.52948, 148984.47481), (-17000.22028, 149026.74041), (-16965.18528, 149022.50611), (-16946.34558, 149020.20861), (-16946.27558, 149020.22081), (-16946.10248, 149020.19991), (-16900.26468, 149028.22271), (-16885.49138, 149030.79201), (-16885.47088, 149030.81201), (-16885.40448, 149030.82371), (-16860.16968, 149055.56751), (-16809.02268, 149012.69981), (-16776.74348, 149006.34991), (-16733.11788, 148948.12381), (-16700.04488, 148919.01961)]"
"(-17110.22628, 148863.38091)","(-16623.71707, 148751.03446)",0.0,False,False,True,0,0,0,0,0,
"(-17110.22628, 148863.38091)","(-16933.51253, 148745.65877)",0.0,False,False,True,0,0,0,0,0,
"(-15702.47228, 147600.05881)","(-15773.42572, 147712.74542)",0.14192433003781815,False,True,False,686,267,1028,267,514,"[(-15731.85308, 147664.83961), (-15760.57828, 147714.94731)]"
"(-15702.47228, 147600.05881)","(-15624.77528, 147738.45101)",0.161564846585949,False,False,False,780,303,1171,303,585,"[(-15697.60388, 147612.03981), (-15672.61228, 147658.60241), (-15638.36538, 147693.78221)]"
"(-15702.47228, 147600.05881)","(-15941.47488, 147247.21421)",0.44273682276719184,False,True,False,2139,831,3207,831,1606,"[(-15724.50158, 147545.84551), (-15753.67408, 147460.57981), (-15788.12378, 147400.48811), (-15821.82898, 147344.90371), (-15844.43968, 147307.71571), (-15880.82538, 147273.21041), (-15925.64478, 147251.73431)]"
"(-15702.47228, 147600.05881)","(-15640.20498, 147373.86358)",0.0,False,False,True,0,0,0,0,0,
"(-15702.47228, 147600.05881)","(-15948.21178, 147456.04992)",0.0,False,False,True,0,0,0,0,0,
"(-15702.47228, 147600.05881)","(-15793.61017, 147797.96367)",0.0,False,False,True,0,0,0,0,0,
"(-15941.47488, 147247.21421)","(-15936.24658, 147190.40111)",0.057053163387317266,19.4408,True,False,276,107,413,107,207,
"(-15941.47488, 147247.21421)","(-16152.48328, 147260.02681)",0.217400894443277,False,True,False,1050,409,1575,409,788,"[(-15967.37018, 147239.82011), (-16026.37928, 147256.49991), (-16095.41768, 147272.19721)]"
"(-15941.47488, 147247.21421)","(-15640.20498, 147373.86358)",0.0,False,False,True,0,0,0,0,0,
"(-15941.47488, 147247.21421)","(-16049.94298, 147200.07291)",0.0,False,False,True,0,0,0,0,0,
"(-15941.47488, 147247.21421)","(-15948.21178, 147456.04992)",0.0,False,False,True,0,0,0,0,0,
"(-17413.09558, 148290.85521)","(-17339.83638, 148345.07651)",0.09114197583073659,18.571,True,False,440,171,660,171,330,
"(-17413.09558, 148290.85521)","(-17718.22078, 148352.25251)",0.3213822120069814,False,False,False,1553,605,2329,605,1165,"[(-17492.14548, 148289.05231), (-17631.94908, 148349.74671), (-17662.81848, 148359.04411), (-17663.81588, 148358.92181), (-17687.52668, 148356.01521)]"
"(-17413.09558, 148290.85521)","(-17199.22307, 148257.80144)",0.2165237706601083,False,True,False,1627,581,2441,581,1220,"[(-17346.58478, 148280.33451), (-17279.31538, 148267.15131), (-17250.86918, 148263.92951), (-17250.86298, 148263.92881), (-17229.23188, 148261.47891)]"
"(-17413.09558, 148290.85521)","(-17565.15922, 148147.77305)",0.0,False,False,True,0,0,0,0,0,
"(-17413.09558, 148290.85521)","(-17203.57361, 148387.80976)",0.0,False,False,True,0,0,0,0,0,
"(-17413.09558, 148290.85521)","(-17371.10104, 148432.0278)",0.0,False,False,True,0,0,0,0,0,
"(-17602.32708, 147182.30951)","(-17601.28688, 147169.19581)",0.013154890487178592,15.1538,False,False,64,25,95,25,48,
"(-17602.32708, 147182.30951)","(-17609.86744, 147174.39673)",0.010930192873768993,15.1538,True,False,53,21,79,21,40,
"(-17602.32708, 147182.30951)","(-17602.49058, 147182.63111)",0.0003607753598905207,False,True,False,1,1,2,1,1,"[(-17602.46568, 147182.58231)]"
"(-17602.32708, 147182.30951)","(-17630.70568, 146923.14339)",0.0,False,False,True,0,0,0,0,0,
"(-17602.32708, 147182.30951)","(-17323.18269, 147454.89024)",0.0,False,False,True,0,0,0,0,0,
"(-16199.17528, 147447.07591)","(-16199.17528, 147445.75311)",0.0013228000000235624,18.3332,False,False,6,2,10,2,5,
"(-16199.17528, 147447.07591)","(-16136.94678, 147594.14871)",0.16166016710896441,False,False,False,781,302,1170,302,590,"[(-16196.66628, 147456.96781), (-16196.22258, 147458.71711), (-16196.03588, 147459.45301), (-16194.07978, 147467.16531), (-16193.38638, 147469.89871), (-16192.05788, 147475.13631), (-16191.59038, 147476.97981), (-16190.52808, 147481.16801), (-16190.29238, 147482.09741), (-16189.01958, 147487.11541), (-16188.63328, 147488.63821), (-16187.53738, 147492.95891), (-16186.75458, 147496.04551), (-16185.29498, 147501.79981)]"
"(-16199.17528, 147447.07591)","(-16209.47478, 147733.56881)",0.3465369035980019,False,True,False,1677,650,2510,650,1255,"[(-16205.78988, 147448.39891), (-16222.14568, 147450.98141), (-16235.33848, 147453.06441), (-16256.06078, 147456.33641), (-16258.08838, 147466.47431), (-16260.02958, 147476.18021), (-16260.36518, 147480.04031), (-16262.24618, 147501.67131), (-16262.28918, 147502.16531), (-16263.70038, 147518.39541), (-16265.90268, 147543.72181), (-16267.36498, 147560.53781), (-16267.67258, 147564.07501), (-16267.87398, 147566.39131), (-16267.96708, 147567.46161), (-16266.49738, 147571.45061), (-16258.70658, 147592.59711), (-16248.33558, 147622.22871), (-16241.43788, 147641.93641), (-16240.18578, 147645.51391), (-16234.87218, 147670.75331), (-16230.68998, 147690.61891), (-16229.60238, 147695.78481)]"
"(-16199.17528, 147447.07591)","(-16453.70444, 147389.64412)",0.0,False,False,True,0,0,0,0,0,
"(-16199.17528, 147447.07591)","(-16063.65781, 147519.07052)",0.0,False,False,True,0,0,0,0,0,
"(-16199.17528, 147447.07591)","(-16169.45507, 147687.01212)",0.0,False,False,True,0,0,0,0,0,
"(-16972.94048, 148172.16431)","(-16933.33548, 148076.73781)",0.2549850137702768,False,False,False,1916,684,2873,684,1437,"[(-16911.98518, 148179.61811), (-16860.35038, 148195.63621), (-16886.32098, 148152.83551), (-16908.53918, 148116.72601)]"
"(-16972.94048, 148172.16431)","(-17110.65798, 148246.77701)",0.1611415984473678,False,False,False,1210,433,1816,433,909,"[(-17018.82148, 148189.08351), (-17082.31548, 148212.49781), (-17083.97968, 148214.57521), (-17108.56158, 148245.26161)]"
