ID_UG;nodes
1060;(-16732.57288, 147267.53061),(-17247.61038, 147123.72391),(-17000.71498, 147250.08251),(-16886.83898, 147107.85721),(-16780.39688, 147276.80341),(-16869.59727, 147127.88321),(-17039.64253, 147034.64986),(-17285.92697, 147096.53142)
1062;(-16732.57288, 147267.53061),(-16713.19748, 146964.71821),(-16706.20308, 146803.00471),(-16886.83898, 147107.85721),(-17060.84918, 146775.06131),(-16916.14205, 146725.48911)
1359;(-16732.57288, 147267.53061),(-16423.33218, 147087.12701),(-16152.48328, 147260.02681),(-16199.17528, 147447.07591),(-16713.19748, 146964.71821),(-16140.46248, 147171.94391),(-16672.93748, 147515.18601),(-16199.17528, 147445.75311),(-16677.93398, 146969.59971),(-16550.03618, 147689.97381),(-16208.79948, 147734.83651),(-16780.39688, 147276.80341),(-16453.70444, 147389.64412)
1176;(-16690.04088, 148012.46231),(-16933.33548, 148076.73781),(-16972.94048, 148172.16431),(-16550.03618, 147689.97381),(-16208.79948, 147734.83651),(-17110.65798, 148246.77701),(-16141.40678, 147958.78931),(-16536.90153, 148019.99951)
1230;(-16690.04088, 148012.46231),(-17247.61038, 147123.72391),(-16672.93748, 147515.18601),(-17000.71498, 147250.08251),(-16550.03618, 147689.97381),(-17433.94138, 147005.35951),(-17060.50878, 147750.85001),(-16992.0455, 147259.26185),(-17080.29468, 147710.44067)
1007;(-16690.04088, 148012.46231),(-16933.33548, 148076.73781),(-17352.28718, 147913.28981),(-17060.50878, 147750.85001),(-17089.95265, 147764.77059)
1512;(-15941.47488, 147247.21421),(-16152.48328, 147260.02681),(-16140.46248, 147171.94391),(-16072.25618, 147118.03921)
1361;(-15941.47488, 147247.21421),(-16152.48328, 147260.02681),(-16117.36508, 147616.95701),(-16136.94678, 147594.14871),(-16199.17528, 147445.75311),(-15832.08658, 147702.69171),(-15773.42573, 147712.74542)
1175;(-16465.15298, 148496.54321),(-16108.13688, 147980.08631),(-16192.06018, 148203.79151),(-17167.74978, 148253.94451),(-17110.65798, 148246.77701),(-16172.87028, 148309.50001),(-16141.40678, 147958.78931)
1533;(-16423.33218, 147087.12701),(-16575.39698, 146694.19711),(-16140.46248, 147171.94391),(-16475.95008, 146686.29951),(-16569.75478, 146684.06761),(-16474.97338, 147055.39671),(-16693.35238, 146526.28581),(-16072.25618, 147118.03921),(-16678.84838, 146610.41981),(-16590.82228, 146806.67931),(-16315.2348, 146667.68448),(-16562.20895, 146669.13743)
1413;(-16423.33218, 147087.12701),(-16677.93398, 146969.59971),(-16474.97338, 147055.39671),(-16496.69716, 147101.18544)
1360;(-16199.17528, 147447.07591),(-16136.94678, 147594.14871),(-16199.17528, 147445.75311),(-16063.65781, 147519.07052)
1412;(-16199.17528, 147447.07591),(-16117.36508, 147616.95701),(-16108.13688, 147980.08631),(-16136.94678, 147594.14871),(-16208.79948, 147734.83651),(-16141.40678, 147958.78931),(-16169.45507, 147687.01212)
1006;(-16933.33548, 148076.73781),(-16972.94048, 148172.16431),(-17352.28718, 147913.28981),(-17701.27618, 147951.16761),(-17582.79872, 147850.74011),(-17227.10719, 147937.80836)
1169;(-16972.94048, 148172.16431),(-17167.74978, 148253.94451),(-17110.65798, 148246.77701),(-17701.27618, 147951.16761),(-17801.24868, 148045.81621),(-17199.22307, 148257.80144)
1064;(-16575.39698, 146694.19711),(-16706.20308, 146803.00471),(-17263.23108, 146367.55371),(-16569.75478, 146684.06761),(-17060.84918, 146775.06131),(-16678.84838, 146610.41981),(-16590.82228, 146806.67931)
1061;(-16713.19748, 146964.71821),(-16706.20308, 146803.00471),(-16677.93398, 146969.59971),(-16474.97338, 147055.39671),(-16590.82228, 146806.67931),(-16586.15807, 146922.24105)
1532;(-16672.93748, 147515.18601),(-17000.71498, 147250.08251),(-16780.39688, 147276.80341)
916;(-16117.36508, 147616.95701),(-16108.13688, 147980.08631),(-15822.03918, 147774.76111),(-15832.08658, 147702.69171),(-15845.98638, 147921.13071)
915;(-16108.13688, 147980.08631),(-16192.06018, 148203.79151),(-15845.98638, 147921.13071),(-16172.87028, 148309.50001),(-16088.69238, 148319.21221),(-15589.3211, 148200.18474)
