Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-11746.1909, 154294.488)","(-11748.7861, 154278.9075)",15.795,24.8,76302.56,29669.63,114453.84,57226.92,29669.63
"(-11746.1909, 154294.488)","(-11683.2606, 154287.5284)",63.314,24.8,305854.34,118928.96,458781.5,229390.75,118928.96
"(-11718.6881, 153900.9807)","(-11660.8861, 153922.4185)",61.649,24.8,297813.29,115802.26,446719.93,223359.96,115802.26
"(-11718.6881, 153900.9807)","(-11787.584, 153857.1655)",81.648,24.8,394422.18,153367.84,591633.28,295816.64,153367.84
"(-12030.6249, 153764.8027)","(-11977.624, 153768.7303)",53.146,24.8,256736.45,99829.87,385104.68,192552.34,99829.87
"(-12030.6249, 153764.8027)","(-12077.8783, 153773.0671)",47.971,24.8,231734.55,90108.09,347601.82,173800.91,90108.09
"(-11505.7698, 154358.0452)","(-11510.4983, 154360.0254)",5.126,24.8,24764.35,9629.42,37146.53,18573.26,9629.42
"(-11505.7698, 154358.0452)","(-11488.5538, 154350.8354)",18.665,24.8,90164.72,35059.82,135247.08,67623.54,35059.82
"(-11840.2315, 153709.2169)","(-11850.6237, 153752.9987)",44.998,24.8,217375.64,84524.74,326063.46,163031.73,84524.74
"(-11840.2315, 153709.2169)","(-11920.7106, 153718.809)",81.049,24.8,391526.56,152241.9,587289.84,293644.92,152241.9
"(-11435.147, 154276.6472)","(-11449.3394, 154319.4197)",45.066,24.8,217701.06,84651.28,326551.59,163275.8,84651.28
"(-11435.147, 154276.6472)","(-11466.9724, 154098.6622)",180.808,24.8,873439.11,339629.66,1310158.66,655079.33,339629.66
"(-11582.7187, 154319.2785)","(-11638.2813, 154321.9244)",55.626,24.8,268713.52,104487.06,403070.29,201535.14,104487.06
"(-11582.7187, 154319.2785)","(-11529.802, 154335.1535)",55.247,24.8,266883.1,103775.31,400324.66,200162.33,103775.31
"(-11787.584, 153857.1655)","(-11822.2232, 153813.9092)",55.416,24.8,267703.29,104094.24,401554.94,200777.47,104094.24
"(-11850.6237, 153752.9987)","(-11822.2232, 153813.9092)",67.206,24.8,324656.9,126240.18,486985.35,243492.68,126240.18
"(-11849.1321, 153959.1475)","(-11915.7999, 153950.9901)",67.165,24.8,324457.78,126162.76,486686.67,243343.34,126162.76
"(-11849.1321, 153959.1475)","(-11809.5015, 153982.2921)",45.894,24.8,221702.6,86207.24,332553.89,166276.95,86207.24
"(-11651.3222, 154083.4726)","(-11585.9453, 154071.8077)",44.879,24.8,216797.51,84299.94,325196.27,162598.13,84299.94
"(-11651.3222, 154083.4726)","(-11693.0777, 154029.3041)",74.861,24.8,361636.43,140619.37,542454.65,271227.32,140619.37
"(-11660.8861, 153922.4185)","(-11615.4816, 153921.2372)",45.42,24.8,219412.28,85316.67,329118.42,164559.21,85316.67
"(-11529.802, 154335.1535)","(-11510.4983, 154360.0254)",31.484,24.8,152091.67,59139.6,228137.51,114068.76,59139.6
"(-11683.2606, 154287.5284)","(-11638.2813, 154321.9244)",56.624,24.8,273534.38,106361.61,410301.56,205150.78,106361.61
"(-11507.865, 153983.6153)","(-11466.4002, 153946.5195)",55.637,24.8,268766.7,104507.73,403150.05,201575.02,104507.73
"(-11507.865, 153983.6153)","(-11555.7003, 153973.7102)",48.85,24.8,235982.65,91759.93,353973.97,176986.99,91759.93
"(-11605.5426, 153824.5351)","(-11541.7641, 153856.8385)",76.857,24.8,371275.77,144367.55,556913.66,278456.83,144367.55
"(-11809.5015, 153982.2921)","(-11744.8749, 154033.369)",82.374,24.8,397927.85,154730.99,596891.78,298445.89,154730.99
"(-11748.7861, 154278.9075)","(-11748.7865, 154278.9042)",0.003,24.8,16.06,6.24,24.09,12.04,6.24
"(-11759.592, 154205.5699)","(-11762.774, 154079.8931)",125.717,24.8,607308.52,236146.96,910962.78,455481.39,236146.96
"(-11759.592, 154205.5699)","(-11751.9664, 154257.4727)",52.46,24.8,253421.41,98540.84,380132.11,190066.05,98540.84
"(-12101.6802, 153968.3632)","(-12157.4436, 153941.2869)",61.989,24.8,299455.55,116440.84,449183.33,224591.66,116440.84
"(-12101.6802, 153968.3632)","(-11982.9987, 153953.7584)",119.577,24.8,577646.09,224612.96,866469.14,433234.57,224612.96
"(-12077.8783, 153773.0671)","(-12139.5294, 153791.9344)",64.474,24.8,311455.78,121107.04,467183.67,233591.84,121107.04
"(-12184.8865, 153821.4219)","(-12139.5294, 153791.9344)",54.1,24.8,261342.52,101620.9,392013.79,196006.89,101620.9
"(-12184.8865, 153821.4219)","(-12164.4668, 153874.1302)",56.525,24.8,273060.77,106177.45,409591.15,204795.57,106177.45
"(-11915.7999, 153950.9901)","(-11982.9987, 153953.7584)",67.256,24.8,324896.34,126333.29,487344.52,243672.26,126333.29
"(-11541.7641, 153856.8385)","(-11504.7624, 153882.2346)",77.722,24.8,375456.81,145993.31,563185.21,281592.61,145993.31
"(-12164.4668, 153874.1302)","(-12157.4436, 153941.2869)",67.523,24.8,326186.86,126835.09,489280.29,244640.14,126835.09
"(-11615.4816, 153921.2372)","(-11555.7003, 153973.7102)",79.544,24.8,384256.79,149415.11,576385.19,288192.6,149415.11
"(-11977.624, 153768.7303)","(-11920.7106, 153718.809)",75.705,24.8,365713.16,142204.57,548569.74,274284.87,142204.57
"(-11693.0777, 154029.3041)","(-11741.5534, 154035.0512)",48.815,24.8,235814.27,91694.45,353721.4,176860.7,91694.45
