OBJECTID,TARGET_FID,LandUse_1,Ocupacao,ID_UG,NOME,YY_correct,XX_Correct,Altitude,Declive,Litologia,Relevo,Uso,Espessura,Apt_flor,Solo,Classifica,Perimetro,Area,Hectares,UsoSolo20,Shape_Leng,Shape_Area,HBC,CH,CBD,CC,geometry
198,1272,1,PbEc_4_5_1_Pv,1423,Castelo de Paiva,153693.30636,-15829.4707583,199.0,31.1359,x,m,i,4,Marginal,Lu3.1,Leptossolos,787.416382618,23412.8206391,2.34128206391,Eucalipto,787.416388062,23412.8193023,2.9,0.0,0.0,0.0,"POLYGON ((-15481.417799999937 153579.05069999956, -15537.262299999595 153551.4450000003, -15592.557799999602 153524.99560000002, -15666.34250000026 153489.35859999992, -15723.721900000237 153435.35730000027, -15723.878299999982 153435.68989999965, -15763.884800000116 153467.96539999917, -15772.952100000344 153482.21389999986, -15696.270200000145 153545.14580000006, -15627.478400000371 153588.80220000073, -15565.301199999638 153631.13560000062, -15493.863499999978 153660.23980000056, -15475.342699999921 153660.7689999994, -15474.019700000063 153602.5605999995, -15481.417799999937 153579.05069999956))"
661,772,1,EcEc_3_10_3_Pv,851,Castelo de Paiva,153584.615878,-15720.820178,205.0,24.7646,x,o,a,1,Moderada,Tc2.2,Antrossolos,1458.4973298,71244.4908143,7.12444908143,Eucalipto,1458.49743021,71244.5036522,2.9,0.0,0.0,0.0,"POLYGON ((-15438.787600000389 153559.7081000004, -15378.186099999584 153541.84830000065, -15331.717000000179 153496.26620000042, -15259.82349999994 153513.45289999992, -15209.313799999654 153521.28470000066, -15226.201799999923 153447.3103, -15285.229799999855 153399.59160000086, -15359.673399999738 153418.09789999947, -15429.905299999751 153430.53299999982, -15495.461299999617 153454.1827000007, -15535.946700000204 153423.59500000067, -15496.123599999584 153391.8783999998, -15518.26630000025 153342.59919999912, -15584.30960000027 153306.64010000043, -15655.194000000134 153299.38560000062, -15719.424399999902 153315.25599999912, -15689.652700000443 153362.8786999993, -15689.80719999969 153363.20720000006, -15689.798399999738 153363.2212000005, -15723.721900000237 153435.35730000027, -15666.34250000026 153489.35859999992, -15592.557799999602 153524.99560000002, -15537.262299999595 153551.4450000003, -15481.417799999937 153579.05069999956, -15438.787600000389 153559.7081000004))"
854,743,1,PbPb_3_23_1_Pv,821,Castelo de Paiva,154149.588802,-15914.6457211,162.0,47.8847,x,m,i,4,Marginal,Lu3.1,Leptossolos,1687.86647216,174957.220757,17.4957220757,Eucalipto,1687.86651306,174957.214487,2.9,0.0,0.0,0.0,"POLYGON ((-15364.269600000232 154100.30140000023, -15405.513299999759 154063.94779999927, -15427.1819000002 154015.44250000082, -15458.694400000386 153967.5680999998, -15493.614500000142 153916.34380000085, -15517.467199999839 153846.51750000007, -15558.318400000222 153790.51659999974, -15563.694799999706 153790.08330000006, -15638.98900000006 153784.01469999924, -15719.837700000033 153816.4138999991, -15771.444799999706 153866.05739999935, -15815.96490000002 153882.2879000008, -15826.653300000355 153886.1844999995, -15869.432599999942 153900.9525000006, -15926.407200000249 153893.12480000034, -15970.77990000043 153910.3116999995, -15971.076700000092 153910.4265999999, -15970.925699999556 153910.6542000007, -15984.33420000039 153915.8476999998, -16002.699000000022 153945.87729999982, -15999.528500000015 154014.04319999926, -16000.409300000407 154054.70790000074, -15972.62799999956 154108.9475999996, -15943.523799999617 154132.7600999996, -15907.804899999872 154156.57269999944, -15833.721499999985 154167.15609999932, -15756.992200000212 154167.1559999995, -15627.345999999903 154193.61439999938, -15544.002199999988 154189.64570000023, -15364.269600000232 154100.30140000023))"
855,744,1,PbPb_3_30_1_Pv,822,Castelo de Paiva,153879.341845,-15613.1808441,162.0,47.8847,x,m,i,4,Marginal,Lu3.1,Leptossolos,1725.23110441,88312.5426643,8.83125426643,Eucalipto,1725.23114142,88312.5231228,2.9,0.0,0.0,0.0,"POLYGON ((-15481.417799999937 153579.05069999956, -15474.019700000063 153602.5605999995, -15475.342699999921 153660.7689999994, -15507.092699999921 153717.65450000018, -15537.585799999535 153743.89939999953, -15563.694799999706 153790.08330000006, -15558.318400000222 153790.51659999974, -15517.467199999839 153846.51750000007, -15493.614500000142 153916.34380000085, -15458.694400000386 153967.5680999998, -15427.1819000002 154015.44250000082, -15405.513299999759 154063.94779999927, -15364.269600000232 154100.30140000023, -15352.5625 154035.5599000007, -15369.801099999808 153991.4079, -15398.466199999675 153950.90340000018, -15421.715200000443 153908.4408999998, -15354.9263000004 153888.86810000055, -15336.780799999833 153846.0206000004, -15323.509700000286 153797.11950000003, -15321.812099999748 153713.67830000073, -15317.088100000285 153654.34520000033, -15336.739500000142 153603.3895999994, -15256.394999999553 153619.61370000057, -15181.037100000307 153580.03509999998, -15209.313799999654 153521.28470000066, -15259.82349999994 153513.45289999992, -15331.717000000179 153496.26620000042, -15378.186099999584 153541.84830000065, -15438.787600000389 153559.7081000004, -15481.417799999937 153579.05069999956))"
860,773,1,EcEc_4_6_3_Pv,852,Castelo de Paiva,153447.795493,-15608.406712,269.0,27.0651,x,o,a,1,Moderada,Tc2.2,Antrossolos,1703.41912512,79915.1468024,7.99151468024,Eucalipto,1703.41928723,79915.1364823,2.9,0.0,0.0,0.0,"POLYGON ((-15285.229799999855 153399.59160000086, -15214.98070000019 153387.17679999955, -15172.277599999681 153336.78979999945, -15140.419200000353 153292.3947999999, -15184.495600000024 153258.40970000066, -15218.17669999972 153189.2343000006, -15265.61670000013 153213.0566000007, -15311.620199999772 153168.56819999963, -15366.383600000292 153175.40689999983, -15394.814199999906 153159.0479000006, -15365.540300000459 153195.1013999991, -15391.998700000346 153233.46609999985, -15454.175900000148 153266.5390000008, -15571.91579999961 153259.92449999973, -15574.253800000064 153226.7664999999, -15599.207000000402 153232.9704, -15661.65230000019 153256.15850000083, -15775.289900000207 153285.12739999965, -15719.424399999902 153315.25599999912, -15655.194000000134 153299.38560000062, -15584.30960000027 153306.64010000043, -15518.26630000025 153342.59919999912, -15496.123599999584 153391.8783999998, -15535.946700000204 153423.59500000067, -15495.461299999617 153454.1827000007, -15429.905299999751 153430.53299999982, -15359.673399999738 153418.09789999947, -15285.229799999855 153399.59160000086))"
1186,1137,1,EcEc_5_5_3_Ad,1231,Castelo de Paiva,153737.088485,-15951.7068906,106.0,19.9817,x,o,a,1,Moderada,Tc2.2,Antrossolos,1303.42926375,63081.682424,6.3081682424,Eucalipto,1303.42919267,63081.6918933,2.9,0.0,0.0,0.0,"POLYGON ((-15475.342699999921 153660.7689999994, -15493.863499999978 153660.23980000056, -15565.301199999638 153631.13560000062, -15627.478400000371 153588.80220000073, -15696.270200000145 153545.14580000006, -15772.952100000344 153482.21389999986, -15773.145200000145 153482.51750000007, -15819.447399999946 153475.90279999934, -15868.395399999805 153448.12150000036, -15916.020499999635 153453.4132000003, -15964.941899999976 153471.92400000058, -15989.958200000226 153541.70629999973, -15951.97800000012 153552.44519999996, -15892.062199999578 153578.74799999967, -15870.895499999635 153594.62299999967, -15856.475700000301 153583.2458999995, -15823.9319000002 153602.2960000001, -15794.563099999912 153630.07729999907, -15740.588000000454 153668.97110000066, -15681.85039999988 153707.8649000004, -15626.28780000005 153726.12120000087, -15581.837700000033 153755.49010000005, -15563.694799999706 153790.08330000006, -15537.585799999535 153743.89939999953, -15507.092699999921 153717.65450000018, -15475.342699999921 153660.7689999994))"
1227,1190,1,EcEc_3_10_2_Pv,1284,Castelo de Paiva,153346.389919,-15246.581119,333.0,35.0582,x,m,i,4,Marginal,Lu3.1,Leptossolos,1150.81911594,51526.789869,5.1526789869,Eucalipto,1150.81910577,51526.7939513,2.9,0.0,0.0,0.0,"POLYGON ((-14817.303700000048 153290.88929999992, -14760.576600000262 153230.20309999958, -14813.51360000018 153221.82630000077, -14857.68479999993 153208.02150000073, -14893.380199999548 153171.85840000026, -14937.397699999623 153180.67190000042, -14991.053600000218 153138.68879999965, -15054.210099999793 153114.6660999991, -15107.926900000311 153119.73369999975, -15199.837700000033 153085.9196000006, -15183.035799999721 153148.2667999994, -15218.17669999972 153189.2343000006, -15184.495600000024 153258.40970000066, -15140.419200000353 153292.3947999999, -15062.95139999967 153279.70519999973, -14987.705900000408 153254.01630000025, -14917.047699999996 153273.20800000057, -14866.499200000428 153289.0833999999, -14817.303700000048 153290.88929999992))"
1228,1191,1,EcEc_3_10_2_Pv,1285,Castelo de Paiva,153689.480266,-15216.0679945,333.0,35.0582,x,m,i,4,Marginal,Lu3.1,Leptossolos,1941.37629285,214069.799977,21.4069799977,Eucalipto,1941.37643903,214069.794094,2.9,0.0,0.0,0.0,"POLYGON ((-14831.107599999756 153818.09160000086, -14810.46999999974 153810.15399999917, -14835.51070000045 153736.5423000008, -14829.160600000061 153683.62549999915, -14807.993900000118 153660.34219999984, -14827.043999999762 153622.24210000038, -14827.043999999762 153615.89210000075, -14811.361999999732 153603.4611000009, -14789.869900000282 153523.02309999987, -14775.31780000031 153458.20009999909, -14791.19290000014 153393.37700000033, -14820.297100000083 153320.61649999954, -14817.303700000048 153290.88929999992, -14866.499200000428 153289.0833999999, -14917.047699999996 153273.20800000057, -14987.705900000408 153254.01630000025, -15062.95139999967 153279.70519999973, -15140.419200000353 153292.3947999999, -15172.277599999681 153336.78979999945, -15214.98070000019 153387.17679999955, -15285.229799999855 153399.59160000086, -15226.201799999923 153447.3103, -15209.313799999654 153521.28470000066, -15181.037100000307 153580.03509999998, -15170.833300000057 153618.0661999993, -15177.183299999684 153679.9787000008, -15162.895800000057 153721.25379999913, -15132.733199999668 153759.35390000045, -15126.38320000004 153818.09149999917, -15115.270700000226 153876.82909999974, -15113.683100000024 153886.35419999994, -15054.94550000038 153865.71660000086, -15020.020499999635 153851.42909999937, -14986.682900000364 153849.84160000086, -14961.282899999991 153857.77910000086, -14924.770299999975 153846.66650000028, -14893.020200000145 153846.6666000001, -14859.682699999772 153833.96660000086, -14831.107599999756 153818.09160000086))"
1299,1273,1,EcEc_2_5_1_Ad,1424,Castelo de Paiva,153887.300402,-15991.5471456,106.0,19.9817,x,m,i,4,Marginal,Lu3.1,Leptossolos,1080.80431507,45842.5905105,4.58425905105,Eucalipto,1080.80425244,45842.5840134,2.9,0.0,0.0,0.0,"POLYGON ((-15563.694799999706 153790.08330000006, -15581.837700000033 153755.49010000005, -15626.28780000005 153726.12120000087, -15681.85039999988 153707.8649000004, -15740.588000000454 153668.97110000066, -15794.563099999912 153630.07729999907, -15823.9319000002 153602.2960000001, -15856.475700000301 153583.2458999995, -15870.895499999635 153594.62299999967, -15853.697499999776 153611.82100000046, -15852.374699999578 153655.47729999945, -15863.405600000173 153694.02679999918, -15874.82890000008 153738.6004000008, -15874.9020999996 153738.6598000005, -15874.974700000137 153738.94299999997, -15911.390300000086 153768.4531999994, -15925.504200000316 153781.78299999982, -15921.563299999572 153807.0044999998, -15884.257000000216 153827.64210000075, -15848.538200000301 153834.78580000065, -15822.344399999827 153822.8794999998, -15824.72559999954 153851.45460000075, -15815.96490000002 153882.2879000008, -15771.444799999706 153866.05739999935, -15719.837700000033 153816.4138999991, -15638.98900000006 153784.01469999924, -15563.694799999706 153790.08330000006))"
1369,1369,1,RpRp_4,1555,Castelo de Paiva,154246.418895,-15394.3402237,15.0,27.9342,Agua,Agua,Agua,0,Sem aptidao,Agua,Agua,695.984719516,8255.73382528,0.825573382528,Carvalho + Sobreiro + Ripicolas,700.505822715,8604.61197403,1.5,0.0,0.0,0.0,"POLYGON ((-15364.203099999577 154101.19889999926, -15311.81549999956 154108.7394999992, -15026.44859999977 154137.76439999975, -15024.644999999553 154137.60559999943, -15038.911600000225 154120.32469999976, -15061.401200000197 154104.44969999976, -15120.375900000334 154088.81640000083, -15225.413499999791 154095.17300000042, -15306.376099999994 154084.06049999967, -15364.269600000232 154100.30140000023, -15364.203099999577 154101.19889999926))"
