"Node1(x,y)","Node2(x,y)",edgelength,slope
"(-13432.5644, 147928.3389)","(-13394.3005, 147906.117)",44.24860317366161,25.392899999999997
"(-13394.3005, 147906.117)","(-13365.3428, 147873.9441)",43.28560827457859,25.392899999999997
"(-13365.3428, 147873.9441)","(-13388.1689, 147826.4816)",52.66611574304163,25.392899999999997
"(-13388.1689, 147826.4816)","(-13454.7064, 147792.4041)",74.75637038071588,25.392899999999997
"(-13454.7064, 147792.4041)","(-13509.628, 147777.3945)",56.93566754434997,19.79155
"(-13509.628, 147777.3945)","(-13594.6724, 147773.5526)",85.13113512088161,19.79155
"(-13594.6724, 147773.5526)","(-13648.76, 147747.2729)",60.13394304258844,19.79155
"(-13648.76, 147747.2729)","(-13703.8838, 147720.0628)",61.47375755921992,19.79155
"(-13703.8838, 147720.0628)","(-13758.1237, 147728.5946)",54.90681527142147,19.79155
"(-13758.1237, 147728.5946)","(-13749.5476, 147787.8023)",59.82559009738131,30.05075
"(-13749.5476, 147787.8023)","(-13741.9896, 147807.2814)",20.893987192727547,30.05075
"(-13741.9896, 147807.2814)","(-13751.5146, 147833.7398)",28.120678433497307,30.05075
"(-13751.5146, 147833.7398)","(-13777.973, 147881.3648)",54.481075205615895,30.05075
"(-13777.973, 147881.3648)","(-13779.5049, 147922.3087)",40.972547697436106,30.05075
"(-13779.5049, 147922.3087)","(-13788.5563, 147932.165)",13.381871754365362,26.5477
"(-13788.5563, 147932.165)","(-13824.5947, 147969.0602)",51.575401671726105,26.5477
"(-13824.5947, 147969.0602)","(-13814.0468, 147994.1809)",27.245325523839227,30.05075
"(-13814.0468, 147994.1809)","(-13773.1966, 148026.9257)",52.3541857646467,30.05075
"(-13773.1966, 148026.9257)","(-13710.537, 148046.3094)",65.58927730849078,30.05075
"(-13710.537, 148046.3094)","(-13620.1293, 148059.8934)",91.42252061330416,26.5477
"(-13620.1293, 148059.8934)","(-13582.3736, 148030.0196)",48.14495621485235,26.5477
"(-13582.3736, 148030.0196)","(-13542.4032, 147998.393)",50.96935063073981,26.5477
"(-13542.4032, 147998.393)","(-13549.7818, 147950.3918)",48.56499705960954,26.5477
"(-13549.7818, 147950.3918)","(-13608.3619, 147911.1508)",70.50875262696556,26.5477
"(-13608.3619, 147911.1508)","(-13627.5161, 147872.7405)",42.92125957761677,26.5477
"(-13627.5161, 147872.7405)","(-13591.4243, 147846.385)",44.69038383690926,26.5477
"(-13591.4243, 147846.385)","(-13537.2457, 147877.8628)",62.659178025247805,26.5477
"(-13537.2457, 147877.8628)","(-13488.0435, 147907.9249)",57.65922598553141,26.5477
"(-13488.0435, 147907.9249)","(-13432.5644, 147928.3389)",59.11566571400202,26.5477
"(-13710.537, 148046.3094)","(-13773.1966, 148026.9257)",64.95223488295993,33.5538
"(-13773.1966, 148026.9257)","(-13814.0468, 147994.1809)",71.60753614900855,23.294600000000003
"(-13814.0468, 147994.1809)","(-13824.5947, 147969.0602)",89.82399163251563,33.5538
"(-13824.5947, 147969.0602)","(-13779.5049, 147922.3087)",79.58587237971443,33.5538
"(-13779.5049, 147922.3087)","(-13777.973, 147881.3648)",98.36879286807765,33.5538
"(-13777.973, 147881.3648)","(-13751.5146, 147833.7398)",81.16404747977194,33.5538
"(-13751.5146, 147833.7398)","(-13741.9896, 147807.2814)",52.378188179531556,33.5538
"(-13741.9896, 147807.2814)","(-13749.5476, 147787.8023)",94.45568829439563,33.5538
"(-13749.5476, 147787.8023)","(-13758.1237, 147728.5946)",82.05043727715294,33.5538
"(-13758.1237, 147728.5946)","(-13780.746, 147660.6544)",48.37850338237706,33.5538
"(-13780.746, 147660.6544)","(-13840.2776, 147727.9176)",35.00304403905391,33.5538
"(-13840.2776, 147727.9176)","(-13907.6026, 147770.3588)",79.00909899245896,33.5538
"(-13907.6026, 147770.3588)","(-13990.3472, 147823.5542)",43.90351985911774,33.5538
"(-13990.3472, 147823.5542)","(-14048.4329, 147880.2433)",63.26318852421172,33.5538
"(-14048.4329, 147880.2433)","(-14059.9473, 147931.3402)",50.70361502890188,18.63675
"(-14059.9473, 147931.3402)","(-14000.9852, 148005.1328)",47.85914999505874,18.63675
"(-14000.9852, 148005.1328)","(-13946.3911, 148066.3844)",57.61069384013337,18.63675
"(-13946.3911, 148066.3844)","(-13914.2017, 148102.4998)",48.228235629440036,18.63675
"(-13914.2017, 148102.4998)","(-13881.2677, 148114.3558)",62.05718594755816,18.63675
"(-13881.2677, 148114.3558)","(-13809.3603, 148081.618)",66.40524233891384,18.63675
