variable,value,node_type_info,action,road_type,edge,period
C_node3node30_timber_t3,1.0,node3transit_node30source,C,timber,node3node30,3.0
C_node11node15_wide_t5,1.0,node11transit_node15exit,C,wide,node11node15,5.0
C_node11node30_timber_t1,1.0,node11transit_node30source,C,timber,node11node30,1.0
C_node12node30_timber_t2,1.0,node12transit_node30source,C,timber,node12node30,2.0
C_node24node30_timber_t3,1.0,node24transit_node30source,C,timber,node24node30,3.0
M_node3node30_wide_t5,1.0,node3transit_node30source,M,wide,node3node30,5.0
M_node11node30_timber_t2,1.0,node11transit_node30source,M,timber,node11node30,2.0
M_node11node30_timber_t3,1.0,node11transit_node30source,M,timber,node11node30,3.0
M_node11node30_timber_t4,1.0,node11transit_node30source,M,timber,node11node30,4.0
M_node12node30_timber_t3,1.0,node12transit_node30source,M,timber,node12node30,3.0
M_node12node30_wide_t5,1.0,node12transit_node30source,M,wide,node12node30,5.0
M_node24node30_timber_t4,1.0,node24transit_node30source,M,timber,node24node30,4.0
U_node3node30_t4,1.0,node3transit_node30source,U,,node3node30,4.0
U_node11node30_t5,1.0,node11transit_node30source,U,,node11node30,5.0
U_node12node30_t4,1.0,node12transit_node30source,U,,node12node30,4.0
U_node24node30_t5,1.0,node24transit_node30source,U,,node24node30,5.0
flow_wide_node11node15_t5,1.0,node11transit_node15exit,flow,wide,node11node15,5.0
flow_wide_node30node11_t5,1.0,node30source_node11transit,flow,wide,node30node11,5.0
