"Node1(x,y)","Node2(x,y)"
"(-17265.9983, 152346.1026)","(-17264.1821, 152350.2825)"
"(-17264.1821, 152350.2825)","(-17262.8835, 152352.648)"
"(-17262.8835, 152352.648)","(-17260.4991, 152356.0377)"
"(-17260.4991, 152356.0377)","(-17257.7546, 152360.6092)"
"(-17257.7546, 152360.6092)","(-17256.0276, 152364.4109)"
"(-17256.0276, 152364.4109)","(-17254.1088, 152369.0989)"
"(-17254.1088, 152369.0989)","(-17253.041, 152371.5334)"
"(-17253.041, 152371.5334)","(-17252.516, 152372.8112)"
"(-17252.516, 152372.8112)","(-17251.1574, 152376.402)"
"(-17251.1574, 152376.402)","(-17250.3843, 152379.1038)"
"(-17250.3843, 152379.1038)","(-17248.3473, 152380.6063)"
"(-17248.3473, 152380.6063)","(-17245.1128, 152383.3665)"
"(-17245.1128, 152383.3665)","(-17243.8728, 152384.5867)"
"(-17243.8728, 152384.5867)","(-17239.5833, 152387.9209)"
"(-17239.5833, 152387.9209)","(-17236.659, 152390.4785)"
"(-17236.659, 152390.4785)","(-17232.644, 152394.7518)"
"(-17232.644, 152394.7518)","(-17231.2552, 152396.5719)"
"(-17231.2552, 152396.5719)","(-17230.3397, 152397.3721)"
"(-17230.3397, 152397.3721)","(-17230.2161, 152397.4802)"
"(-17230.2161, 152397.4802)","(-17227.482, 152400.1708)"
"(-17227.482, 152400.1708)","(-17224.2423, 152403.8879)"
"(-17224.2423, 152403.8879)","(-17223.299, 152403.7454)"
"(-17223.299, 152403.7454)","(-17219.3225, 152403.4134)"
"(-17219.3225, 152403.4134)","(-17215.3371, 152403.6121)"
"(-17215.3371, 152403.6121)","(-17209.7249, 152404.4721)"
"(-17209.7249, 152404.4721)","(-17205.9276, 152405.538)"
"(-17205.9276, 152405.538)","(-17201.6842, 152407.1471)"
"(-17201.6842, 152407.1471)","(-17196.6429, 152409.3055)"
"(-17196.6429, 152409.3055)","(-17189.6091, 152412.8692)"
"(-17189.6091, 152412.8692)","(-17186.852, 152414.0961)"
"(-17186.852, 152414.0961)","(-17182.3947, 152415.9666)"
"(-17182.3947, 152415.9666)","(-17176.0995, 152418.8815)"
"(-17176.0995, 152418.8815)","(-17173.1432, 152420.1674)"
"(-17173.1432, 152420.1674)","(-17168.7431, 152422.5442)"
"(-17168.7431, 152422.5442)","(-17162.5653, 152426.9593)"
"(-17162.5653, 152426.9593)","(-17161.0393, 152428.2463)"
"(-17161.0393, 152428.2463)","(-17158.1273, 152430.4385)"
"(-17158.1273, 152430.4385)","(-17155.875, 152431.7019)"
"(-17155.875, 152431.7019)","(-17152.6022, 152433.8287)"
"(-17152.6022, 152433.8287)","(-17149.6333, 152436.3624)"
"(-17149.6333, 152436.3624)","(-17147.0184, 152439.2601)"
