arc,type
node4node8,source_in_transit_out
node2node8,source_in_transit_out
node5node8,source_in_transit_out
node8node4,source_out_transit_in
node8node2,source_out_transit_in
node8node5,source_out_transit_in
node4node1,exit_in_transit_out
node3node1,exit_in_transit_out
node2node6,exit_in_transit_out
node7node6,exit_in_exit_out
node3node7,exit_in_transit_out
node6node7,exit_in_exit_out
node1node4,exit_out_transit_in
node1node3,exit_out_transit_in
node6node2,exit_out_transit_in
node7node3,exit_out_transit_in
node2node4,transit_in_transit_out
node5node4,transit_in_transit_out
node2node5,transit_in_transit_out
node3node5,transit_in_transit_out
node4node5,transit_in_transit_out
node5node3,transit_in_transit_out
node5node2,transit_in_transit_out
node4node2,transit_in_transit_out
