variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node18_timber_t0,0.0,0.0,B,C,timber,node1node18,0,117.0
C_node1node18_timber_t1,0.0,1.0,B,C,timber,node1node18,1,98.51
C_node1node18_timber_t2,0.0,1.0,B,C,timber,node1node18,2,69.84
C_node1node18_timber_t3,0.0,1.0,B,C,timber,node1node18,3,49.51
C_node1node18_timber_t4,0.0,1.0,B,C,timber,node1node18,4,35.1
C_node1node18_timber_t5,0.0,1.0,B,C,timber,node1node18,5,24.88
C_node1node18_wide_t0,0.0,0.0,B,C,wide,node1node18,0,175.0
C_node1node18_wide_t1,0.0,1.0,B,C,wide,node1node18,1,147.35
C_node1node18_wide_t2,0.0,1.0,B,C,wide,node1node18,2,104.46
C_node1node18_wide_t3,0.0,1.0,B,C,wide,node1node18,3,74.05
C_node1node18_wide_t4,0.0,1.0,B,C,wide,node1node18,4,52.5
C_node1node18_wide_t5,0.0,1.0,B,C,wide,node1node18,5,37.22
C_node1node6_timber_t0,0.0,0.0,B,C,timber,node1node6,0,1240.0
C_node1node6_timber_t1,0.0,1.0,B,C,timber,node1node6,1,1044.05
C_node1node6_timber_t2,0.0,1.0,B,C,timber,node1node6,2,740.14
C_node1node6_timber_t3,0.0,1.0,B,C,timber,node1node6,3,524.7
C_node1node6_timber_t4,0.0,1.0,B,C,timber,node1node6,4,371.97
C_node1node6_timber_t5,0.0,1.0,B,C,timber,node1node6,5,263.7
C_node1node6_wide_t0,0.0,0.0,B,C,wide,node1node6,0,1860.0
C_node1node6_wide_t1,0.0,1.0,B,C,wide,node1node6,1,1566.07
C_node1node6_wide_t2,0.0,1.0,B,C,wide,node1node6,2,1110.22
C_node1node6_wide_t3,0.0,1.0,B,C,wide,node1node6,3,787.05
C_node1node6_wide_t4,0.0,1.0,B,C,wide,node1node6,4,557.96
C_node1node6_wide_t5,0.0,1.0,B,C,wide,node1node6,5,395.55
C_node1node7_timber_t0,0.0,0.0,B,C,timber,node1node7,0,877.0
C_node1node7_timber_t1,0.0,1.0,B,C,timber,node1node7,1,738.41
C_node1node7_timber_t2,0.0,1.0,B,C,timber,node1node7,2,523.47
