arc,type
node15node28,source_in_transit_out
node9node28,source_in_transit_out
node5node28,source_in_transit_out
node18node28,source_in_transit_out
node4node28,source_in_transit_out
node1node28,source_in_transit_out
node28node4,source_out_transit_in
node28node1,source_out_transit_in
node28node5,source_out_transit_in
node28node18,source_out_transit_in
node28node15,source_out_transit_in
node28node9,source_out_transit_in
node27node2,exit_in_exit_out
node16node2,exit_in_transit_out
node16node3,exit_in_transit_out
node11node3,exit_in_transit_out
node11node8,exit_in_transit_out
node14node8,exit_in_transit_out
node7node10,exit_in_transit_out
node19node10,exit_in_exit_out
node6node13,exit_in_transit_out
node22node13,exit_in_exit_out
node20node13,exit_in_exit_out
node16node17,exit_in_transit_out
node15node17,exit_in_transit_out
node10node19,exit_in_exit_out
node4node19,exit_in_transit_out
node1node20,exit_in_transit_out
node13node20,exit_in_exit_out
node22node21,exit_in_exit_out
node7node21,exit_in_transit_out
node21node22,exit_in_exit_out
node13node22,exit_in_exit_out
node18node23,exit_in_transit_out
node6node23,exit_in_transit_out
node14node24,exit_in_transit_out
node7node24,exit_in_transit_out
node12node25,exit_in_transit_out
node26node25,exit_in_exit_out
node18node26,exit_in_transit_out
node25node26,exit_in_exit_out
node12node27,exit_in_transit_out
node2node27,exit_in_exit_out
node2node16,exit_out_transit_in
node3node16,exit_out_transit_in
node3node11,exit_out_transit_in
node8node11,exit_out_transit_in
node8node14,exit_out_transit_in
node10node7,exit_out_transit_in
node13node6,exit_out_transit_in
node17node16,exit_out_transit_in
node17node15,exit_out_transit_in
node19node4,exit_out_transit_in
node20node1,exit_out_transit_in
node21node7,exit_out_transit_in
node23node18,exit_out_transit_in
node23node6,exit_out_transit_in
node24node14,exit_out_transit_in
node24node7,exit_out_transit_in
node25node12,exit_out_transit_in
node26node18,exit_out_transit_in
node27node12,exit_out_transit_in
node4node1,transit_in_transit_out
node18node1,transit_in_transit_out
node18node15,transit_in_transit_out
node9node15,transit_in_transit_out
node6node12,transit_in_transit_out
node15node9,transit_in_transit_out
node5node9,transit_in_transit_out
node11node9,transit_in_transit_out
node9node11,transit_in_transit_out
node1node4,transit_in_transit_out
node5node4,transit_in_transit_out
node15node18,transit_in_transit_out
node1node18,transit_in_transit_out
node12node6,transit_in_transit_out
node14node5,transit_in_transit_out
node9node5,transit_in_transit_out
node4node5,transit_in_transit_out
node5node14,transit_in_transit_out
