variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node70_timber_t0,0.0,0.0,B,C,timber,node1node70,0,384.0
C_node1node70_timber_t1,0.0,1.0,B,C,timber,node1node70,1,323.32
C_node1node70_timber_t2,0.0,1.0,B,C,timber,node1node70,2,229.21
C_node1node70_timber_t3,0.0,1.0,B,C,timber,node1node70,3,162.49
C_node1node70_timber_t4,0.0,1.0,B,C,timber,node1node70,4,115.19
C_node1node70_timber_t5,0.0,1.0,B,C,timber,node1node70,5,81.66
C_node1node70_wide_t0,0.0,0.0,B,C,wide,node1node70,0,576.0
C_node1node70_wide_t1,0.0,1.0,B,C,wide,node1node70,1,484.98
C_node1node70_wide_t2,0.0,1.0,B,C,wide,node1node70,2,343.81
C_node1node70_wide_t3,0.0,1.0,B,C,wide,node1node70,3,243.73
C_node1node70_wide_t4,0.0,1.0,B,C,wide,node1node70,4,172.79
C_node1node70_wide_t5,0.0,1.0,B,C,wide,node1node70,5,122.49
C_node1node40_timber_t0,0.0,0.0,B,C,timber,node1node40,0,477.0
C_node1node40_timber_t1,0.0,1.0,B,C,timber,node1node40,1,401.62
C_node1node40_timber_t2,0.0,1.0,B,C,timber,node1node40,2,284.72
C_node1node40_timber_t3,0.0,1.0,B,C,timber,node1node40,3,201.84
C_node1node40_timber_t4,0.0,1.0,B,C,timber,node1node40,4,143.09
C_node1node40_timber_t5,0.0,1.0,B,C,timber,node1node40,5,101.44
C_node1node40_wide_t0,0.0,0.0,B,C,wide,node1node40,0,716.0
C_node1node40_wide_t1,0.0,1.0,B,C,wide,node1node40,1,602.85
C_node1node40_wide_t2,0.0,1.0,B,C,wide,node1node40,2,427.37
C_node1node40_wide_t3,0.0,1.0,B,C,wide,node1node40,3,302.97
C_node1node40_wide_t4,0.0,1.0,B,C,wide,node1node40,4,214.78
C_node1node40_wide_t5,0.0,1.0,B,C,wide,node1node40,5,152.26
C_node1node8_timber_t0,0.0,0.0,B,C,timber,node1node8,0,794.0
C_node1node8_timber_t1,0.0,1.0,B,C,timber,node1node8,1,668.53
C_node1node8_timber_t2,0.0,1.0,B,C,timber,node1node8,2,473.93
