arc,type
node4node9,source_in_transit_out
node5node9,source_in_transit_out
node3node9,source_in_transit_out
node9node5,source_out_transit_in
node9node4,source_out_transit_in
node9node3,source_out_transit_in
node2node6,exit_in_transit_out
node1node6,exit_in_transit_out
node2node7,exit_in_transit_out
node1node7,exit_in_transit_out
node2node8,exit_in_transit_out
node5node8,exit_in_transit_out
node6node1,exit_out_transit_in
node6node2,exit_out_transit_in
node7node2,exit_out_transit_in
node7node1,exit_out_transit_in
node8node5,exit_out_transit_in
node8node2,exit_out_transit_in
node4node1,transit_in_transit_out
node1node4,transit_in_transit_out
node3node4,transit_in_transit_out
node5node4,transit_in_transit_out
node3node5,transit_in_transit_out
node4node5,transit_in_transit_out
node4node3,transit_in_transit_out
node5node3,transit_in_transit_out
