variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node50_timber_t0,0.0,0.0,B,C,timber,node1node50,0,541.0
C_node1node50_timber_t1,0.0,1.0,B,C,timber,node1node50,1,455.51
C_node1node50_timber_t2,0.0,1.0,B,C,timber,node1node50,2,322.92
C_node1node50_timber_t3,0.0,1.0,B,C,timber,node1node50,3,228.92
C_node1node50_timber_t4,0.0,1.0,B,C,timber,node1node50,4,162.29
C_node1node50_timber_t5,0.0,1.0,B,C,timber,node1node50,5,115.05
C_node1node50_wide_t0,0.0,0.0,B,C,wide,node1node50,0,812.0
C_node1node50_wide_t1,0.0,1.0,B,C,wide,node1node50,1,683.68
C_node1node50_wide_t2,0.0,1.0,B,C,wide,node1node50,2,484.68
C_node1node50_wide_t3,0.0,1.0,B,C,wide,node1node50,3,343.6
C_node1node50_wide_t4,0.0,1.0,B,C,wide,node1node50,4,243.58
C_node1node50_wide_t5,0.0,1.0,B,C,wide,node1node50,5,172.68
C_node1node54_timber_t0,0.0,0.0,B,C,timber,node1node54,0,665.0
C_node1node54_timber_t1,0.0,1.0,B,C,timber,node1node54,1,559.91
C_node1node54_timber_t2,0.0,1.0,B,C,timber,node1node54,2,396.93
C_node1node54_timber_t3,0.0,1.0,B,C,timber,node1node54,3,281.39
C_node1node54_timber_t4,0.0,1.0,B,C,timber,node1node54,4,199.48
C_node1node54_timber_t5,0.0,1.0,B,C,timber,node1node54,5,141.42
C_node1node54_wide_t0,0.0,0.0,B,C,wide,node1node54,0,998.0
C_node1node54_wide_t1,0.0,1.0,B,C,wide,node1node54,1,840.29
C_node1node54_wide_t2,0.0,1.0,B,C,wide,node1node54,2,595.7
C_node1node54_wide_t3,0.0,1.0,B,C,wide,node1node54,3,422.3
C_node1node54_wide_t4,0.0,1.0,B,C,wide,node1node54,4,299.38
C_node1node54_wide_t5,0.0,1.0,B,C,wide,node1node54,5,212.23
C_node1node32_timber_t0,0.0,0.0,B,C,timber,node1node32,0,1915.0
C_node1node32_timber_t1,0.0,1.0,B,C,timber,node1node32,1,1612.38
C_node1node32_timber_t2,0.0,1.0,B,C,timber,node1node32,2,1143.05
C_node1node32_timber_t3,0.0,1.0,B,C,timber,node1node32,3,810.33
C_node1node32_timber_t4,0.0,1.0,B,C,timber,node1node32,4,574.46
C_node1node32_timber_t5,0.0,1.0,B,C,timber,node1node32,5,407.24
C_node1node32_wide_t0,0.0,0.0,B,C,wide,node1node32,0,2870.0
C_node1node32_wide_t1,0.0,1.0,B,C,wide,node1node32,1,2416.46
C_node1node32_wide_t2,0.0,1.0,B,C,wide,node1node32,2,1713.08
C_node1node32_wide_t3,0.0,1.0,B,C,wide,node1node32,3,1214.43
C_node1node32_wide_t4,0.0,1.0,B,C,wide,node1node32,4,860.93
C_node1node32_wide_t5,0.0,1.0,B,C,wide,node1node32,5,610.33
C_node1node70_timber_t0,0.0,0.0,B,C,timber,node1node70,0,0.0
C_node1node70_timber_t1,0.0,1.0,B,C,timber,node1node70,1,0.0
C_node1node70_timber_t2,0.0,1.0,B,C,timber,node1node70,2,0.0
C_node1node70_timber_t3,0.0,1.0,B,C,timber,node1node70,3,0.0
C_node1node70_timber_t4,0.0,1.0,B,C,timber,node1node70,4,0.0
C_node1node70_timber_t5,0.0,1.0,B,C,timber,node1node70,5,0.0
C_node1node70_wide_t0,0.0,0.0,B,C,wide,node1node70,0,0.0
C_node1node70_wide_t1,0.0,1.0,B,C,wide,node1node70,1,0.0
C_node1node70_wide_t2,0.0,1.0,B,C,wide,node1node70,2,0.0
C_node1node70_wide_t3,0.0,1.0,B,C,wide,node1node70,3,0.0
C_node1node70_wide_t4,0.0,1.0,B,C,wide,node1node70,4,0.0
C_node1node70_wide_t5,0.0,1.0,B,C,wide,node1node70,5,0.0
C_node1node72_timber_t0,0.0,0.0,B,C,timber,node1node72,0,0.0
