variable,value
C_timber_node1node50_t0,0.0
C_timber_node1node50_t1,1.0
C_timber_node1node50_t2,1.0
C_timber_node1node50_t3,1.0
C_timber_node1node50_t4,1.0
C_timber_node1node50_t5,1.0
C_wide_node1node50_t0,0.0
C_wide_node1node50_t1,1.0
C_wide_node1node50_t2,1.0
C_wide_node1node50_t3,1.0
C_wide_node1node50_t4,1.0
C_wide_node1node50_t5,1.0
C_timber_node1node54_t0,0.0
C_timber_node1node54_t1,1.0
C_timber_node1node54_t2,1.0
C_timber_node1node54_t3,1.0
C_timber_node1node54_t4,1.0
C_timber_node1node54_t5,1.0
C_wide_node1node54_t0,0.0
C_wide_node1node54_t1,1.0
C_wide_node1node54_t2,1.0
C_wide_node1node54_t3,1.0
C_wide_node1node54_t4,1.0
C_wide_node1node54_t5,1.0
C_timber_node1node32_t0,0.0
C_timber_node1node32_t1,1.0
C_timber_node1node32_t2,1.0
C_timber_node1node32_t3,1.0
C_timber_node1node32_t4,1.0
C_timber_node1node32_t5,1.0
C_wide_node1node32_t0,0.0
C_wide_node1node32_t1,1.0
C_wide_node1node32_t2,1.0
C_wide_node1node32_t3,1.0
C_wide_node1node32_t4,1.0
C_wide_node1node32_t5,1.0
C_timber_node1node70_t0,0.0
C_timber_node1node70_t1,1.0
C_timber_node1node70_t2,1.0
C_timber_node1node70_t3,1.0
C_timber_node1node70_t4,1.0
C_timber_node1node70_t5,1.0
C_wide_node1node70_t0,0.0
C_wide_node1node70_t1,1.0
C_wide_node1node70_t2,1.0
C_wide_node1node70_t3,1.0
C_wide_node1node70_t4,1.0
C_wide_node1node70_t5,1.0
C_timber_node1node72_t0,0.0
C_timber_node1node72_t1,1.0
C_timber_node1node72_t2,1.0
C_timber_node1node72_t3,1.0
C_timber_node1node72_t4,1.0
C_timber_node1node72_t5,1.0
C_wide_node1node72_t0,0.0
C_wide_node1node72_t1,1.0
C_wide_node1node72_t2,1.0
C_wide_node1node72_t3,1.0
C_wide_node1node72_t4,1.0
C_wide_node1node72_t5,1.0
C_timber_node2node39_t0,0.0
C_timber_node2node39_t1,1.0
C_timber_node2node39_t2,1.0
C_timber_node2node39_t3,1.0
C_timber_node2node39_t4,1.0
C_timber_node2node39_t5,1.0
C_wide_node2node39_t0,0.0
C_wide_node2node39_t1,1.0
C_wide_node2node39_t2,1.0
C_wide_node2node39_t3,1.0
C_wide_node2node39_t4,1.0
C_wide_node2node39_t5,1.0
C_timber_node2node35_t0,0.0
C_timber_node2node35_t1,1.0
C_timber_node2node35_t2,1.0
C_timber_node2node35_t3,1.0
C_timber_node2node35_t4,1.0
C_timber_node2node35_t5,1.0
C_wide_node2node35_t0,0.0
C_wide_node2node35_t1,1.0
C_wide_node2node35_t2,1.0
C_wide_node2node35_t3,1.0
C_wide_node2node35_t4,1.0
C_wide_node2node35_t5,1.0
C_timber_node2node5_t0,0.0
C_timber_node2node5_t1,1.0
C_timber_node2node5_t2,1.0
C_timber_node2node5_t3,1.0
C_timber_node2node5_t4,1.0
C_timber_node2node5_t5,1.0
C_wide_node2node5_t0,0.0
C_wide_node2node5_t1,1.0
C_wide_node2node5_t2,1.0
C_wide_node2node5_t3,1.0
C_wide_node2node5_t4,1.0
C_wide_node2node5_t5,1.0
C_timber_node2node59_t0,0.0
C_timber_node2node59_t1,1.0
C_timber_node2node59_t2,1.0
C_timber_node2node59_t3,1.0
C_timber_node2node59_t4,1.0
C_timber_node2node59_t5,1.0
C_wide_node2node59_t0,0.0
C_wide_node2node59_t1,1.0
C_wide_node2node59_t2,1.0
C_wide_node2node59_t3,1.0
C_wide_node2node59_t4,1.0
C_wide_node2node59_t5,1.0
C_timber_node2node69_t0,0.0
C_timber_node2node69_t1,1.0
C_timber_node2node69_t2,1.0
C_timber_node2node69_t3,1.0
C_timber_node2node69_t4,1.0
C_timber_node2node69_t5,1.0
C_wide_node2node69_t0,0.0
C_wide_node2node69_t1,1.0
C_wide_node2node69_t2,1.0
C_wide_node2node69_t3,1.0
C_wide_node2node69_t4,1.0
C_wide_node2node69_t5,1.0
C_timber_node3node12_t0,0.0
C_timber_node3node12_t1,1.0
C_timber_node3node12_t2,1.0
C_timber_node3node12_t3,1.0
C_timber_node3node12_t4,1.0
C_timber_node3node12_t5,1.0
C_wide_node3node12_t0,0.0
C_wide_node3node12_t1,1.0
C_wide_node3node12_t2,1.0
C_wide_node3node12_t3,1.0
C_wide_node3node12_t4,1.0
C_wide_node3node12_t5,1.0
C_timber_node3node21_t0,0.0
C_timber_node3node21_t1,1.0
C_timber_node3node21_t2,1.0
C_timber_node3node21_t3,1.0
C_timber_node3node21_t4,1.0
C_timber_node3node21_t5,1.0
C_wide_node3node21_t0,0.0
C_wide_node3node21_t1,1.0
C_wide_node3node21_t2,1.0
C_wide_node3node21_t3,1.0
C_wide_node3node21_t4,1.0
C_wide_node3node21_t5,1.0
C_timber_node3node60_t0,0.0
C_timber_node3node60_t1,1.0
C_timber_node3node60_t2,1.0
C_timber_node3node60_t3,1.0
C_timber_node3node60_t4,1.0
C_timber_node3node60_t5,1.0
C_wide_node3node60_t0,0.0
C_wide_node3node60_t1,1.0
C_wide_node3node60_t2,1.0
C_wide_node3node60_t3,1.0
C_wide_node3node60_t4,1.0
C_wide_node3node60_t5,1.0
C_timber_node4node29_t0,0.0
C_timber_node4node29_t1,1.0
C_timber_node4node29_t2,1.0
C_timber_node4node29_t3,1.0
C_timber_node4node29_t4,1.0
C_timber_node4node29_t5,1.0
C_wide_node4node29_t0,0.0
C_wide_node4node29_t1,1.0
C_wide_node4node29_t2,1.0
C_wide_node4node29_t3,1.0
C_wide_node4node29_t4,1.0
C_wide_node4node29_t5,1.0
C_timber_node4node31_t0,0.0
C_timber_node4node31_t1,1.0
C_timber_node4node31_t2,1.0
C_timber_node4node31_t3,1.0
C_timber_node4node31_t4,1.0
C_timber_node4node31_t5,1.0
C_wide_node4node31_t0,0.0
C_wide_node4node31_t1,1.0
C_wide_node4node31_t2,1.0
C_wide_node4node31_t3,1.0
C_wide_node4node31_t4,1.0
C_wide_node4node31_t5,1.0
C_timber_node4node11_t0,0.0
C_timber_node4node11_t1,1.0
C_timber_node4node11_t2,1.0
C_timber_node4node11_t3,1.0
C_timber_node4node11_t4,1.0
C_timber_node4node11_t5,1.0
C_wide_node4node11_t0,0.0
C_wide_node4node11_t1,1.0
C_wide_node4node11_t2,1.0
C_wide_node4node11_t3,1.0
C_wide_node4node11_t4,1.0
C_wide_node4node11_t5,1.0
C_timber_node4node66_t0,0.0
C_timber_node4node66_t1,1.0
C_timber_node4node66_t2,1.0
C_timber_node4node66_t3,1.0
C_timber_node4node66_t4,1.0
C_timber_node4node66_t5,1.0
C_wide_node4node66_t0,0.0
C_wide_node4node66_t1,1.0
C_wide_node4node66_t2,1.0
C_wide_node4node66_t3,1.0
C_wide_node4node66_t4,1.0
C_wide_node4node66_t5,1.0
C_timber_node4node69_t0,0.0
C_timber_node4node69_t1,1.0
C_timber_node4node69_t2,1.0
C_timber_node4node69_t3,1.0
C_timber_node4node69_t4,1.0
C_timber_node4node69_t5,1.0
C_wide_node4node69_t0,0.0
C_wide_node4node69_t1,1.0
C_wide_node4node69_t2,1.0
C_wide_node4node69_t3,1.0
C_wide_node4node69_t4,1.0
C_wide_node4node69_t5,1.0
C_timber_node5node10_t0,0.0
C_timber_node5node10_t1,1.0
C_timber_node5node10_t2,1.0
C_timber_node5node10_t3,1.0
C_timber_node5node10_t4,1.0
C_timber_node5node10_t5,1.0
C_wide_node5node10_t0,0.0
C_wide_node5node10_t1,1.0
C_wide_node5node10_t2,1.0
C_wide_node5node10_t3,1.0
C_wide_node5node10_t4,1.0
C_wide_node5node10_t5,1.0
C_timber_node5node47_t0,0.0
C_timber_node5node47_t1,1.0
C_timber_node5node47_t2,1.0
C_timber_node5node47_t3,1.0
C_timber_node5node47_t4,1.0
C_timber_node5node47_t5,1.0
C_wide_node5node47_t0,0.0
C_wide_node5node47_t1,1.0
C_wide_node5node47_t2,1.0
C_wide_node5node47_t3,1.0
C_wide_node5node47_t4,1.0
C_wide_node5node47_t5,1.0
C_timber_node5node67_t0,0.0
C_timber_node5node67_t1,1.0
C_timber_node5node67_t2,1.0
C_timber_node5node67_t3,1.0
C_timber_node5node67_t4,1.0
C_timber_node5node67_t5,1.0
C_wide_node5node67_t0,0.0
C_wide_node5node67_t1,1.0
C_wide_node5node67_t2,1.0
C_wide_node5node67_t3,1.0
C_wide_node5node67_t4,1.0
C_wide_node5node67_t5,1.0
C_timber_node5node69_t0,0.0
C_timber_node5node69_t1,1.0
C_timber_node5node69_t2,1.0
C_timber_node5node69_t3,1.0
C_timber_node5node69_t4,1.0
C_timber_node5node69_t5,1.0
C_wide_node5node69_t0,0.0
C_wide_node5node69_t1,1.0
C_wide_node5node69_t2,1.0
C_wide_node5node69_t3,1.0
C_wide_node5node69_t4,1.0
C_wide_node5node69_t5,1.0
C_timber_node6node18_t0,0.0
C_timber_node6node18_t1,1.0
C_timber_node6node18_t2,1.0
C_timber_node6node18_t3,1.0
