variable,value
C_timber_node1node50_t1,1.0
C_timber_node1node50_t2,1.0
C_timber_node1node50_t3,1.0
C_timber_node1node50_t4,1.0
C_timber_node1node50_t5,1.0
C_wide_node1node50_t1,1.0
C_wide_node1node50_t2,1.0
C_wide_node1node50_t3,1.0
C_wide_node1node50_t4,1.0
C_wide_node1node50_t5,1.0
C_timber_node1node54_t1,1.0
C_timber_node1node54_t2,1.0
C_timber_node1node54_t3,1.0
C_timber_node1node54_t4,1.0
C_timber_node1node54_t5,1.0
C_wide_node1node54_t1,1.0
C_wide_node1node54_t2,1.0
C_wide_node1node54_t3,1.0
C_wide_node1node54_t4,1.0
C_wide_node1node54_t5,1.0
C_timber_node1node32_t1,1.0
C_timber_node1node32_t2,1.0
C_timber_node1node32_t3,1.0
C_timber_node1node32_t4,1.0
C_timber_node1node32_t5,1.0
C_wide_node1node32_t1,1.0
C_wide_node1node32_t2,1.0
C_wide_node1node32_t3,1.0
C_wide_node1node32_t4,1.0
C_wide_node1node32_t5,1.0
C_timber_node1node70_t1,1.0
C_timber_node1node70_t2,1.0
C_timber_node1node70_t3,1.0
C_timber_node1node70_t4,1.0
C_timber_node1node70_t5,1.0
C_wide_node1node70_t1,1.0
C_wide_node1node70_t2,1.0
C_wide_node1node70_t3,1.0
C_wide_node1node70_t4,1.0
C_wide_node1node70_t5,1.0
C_timber_node1node72_t1,1.0
C_timber_node1node72_t2,1.0
C_timber_node1node72_t3,1.0
C_timber_node1node72_t4,1.0
C_timber_node1node72_t5,1.0
C_wide_node1node72_t1,1.0
C_wide_node1node72_t2,1.0
C_wide_node1node72_t3,1.0
C_wide_node1node72_t4,1.0
C_wide_node1node72_t5,1.0
C_timber_node2node39_t1,1.0
C_timber_node2node39_t2,1.0
C_timber_node2node39_t3,1.0
C_timber_node2node39_t4,1.0
C_timber_node2node39_t5,1.0
C_wide_node2node39_t1,1.0
C_wide_node2node39_t2,1.0
C_wide_node2node39_t3,1.0
C_wide_node2node39_t4,1.0
C_wide_node2node39_t5,1.0
C_timber_node2node35_t1,1.0
C_timber_node2node35_t2,1.0
C_timber_node2node35_t3,1.0
C_timber_node2node35_t4,1.0
C_timber_node2node35_t5,1.0
C_wide_node2node35_t1,1.0
C_wide_node2node35_t2,1.0
C_wide_node2node35_t3,1.0
C_wide_node2node35_t4,1.0
C_wide_node2node35_t5,1.0
C_timber_node2node5_t1,1.0
C_timber_node2node5_t2,1.0
C_timber_node2node5_t3,1.0
C_timber_node2node5_t4,1.0
C_timber_node2node5_t5,1.0
C_wide_node2node5_t1,1.0
C_wide_node2node5_t2,1.0
C_wide_node2node5_t3,1.0
C_wide_node2node5_t4,1.0
C_wide_node2node5_t5,1.0
C_timber_node2node59_t1,1.0
C_timber_node2node59_t2,1.0
C_timber_node2node59_t3,1.0
C_timber_node2node59_t4,1.0
C_timber_node2node59_t5,1.0
C_wide_node2node59_t1,1.0
