Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-12457.1628, 148140.8267)","(-12497.5541, 148154.9244)",42.781,16.9,206663.91,80359.57,309995.87,154997.93,80359.57
"(-12457.1628, 148140.8267)","(-12440.0214, 148171.5081)",35.145,16.9,169777.25,66016.5,254665.88,127332.94,66016.5
"(-12429.094, 148023.3338)","(-12439.7229, 148066.5921)",44.545,21.6,215185.86,83673.26,322778.8,161389.4,83673.26
"(-12429.094, 148023.3338)","(-12365.09, 148029.7079)",64.321,21.6,310717.18,120819.84,466075.78,233037.89,120819.84
"(-12507.1783, 147758.718)","(-12496.6575, 147789.3532)",32.391,21.6,156474.94,60844.0,234712.42,117356.21,60844.0
"(-12507.1783, 147758.718)","(-12582.5848, 147735.9143)",78.779,21.6,380562.68,147978.69,570844.02,285422.01,147978.69
"(-12814.3952, 147845.0406)","(-12771.1907, 147868.7644)",77.114,20.9,372520.12,144851.41,558780.19,279390.09,144851.41
"(-12814.3952, 147845.0406)","(-12833.0456, 147775.3836)",72.111,13.0,348348.59,135452.5,522522.89,261261.45,135452.5
"(-12814.3952, 147845.0406)","(-12764.5932, 147815.5981)",57.854,21.6,279479.17,108673.19,419218.76,209609.38,108673.19
"(-12439.7229, 148066.5921)","(-12398.0475, 148114.3972)",63.421,13.0,306369.22,119129.17,459553.83,229776.91,119129.17
"(-12439.7229, 148066.5921)","(-12488.0454, 148031.0501)",81.446,20.9,393444.31,152987.6,590166.46,295083.23,152987.6
"(-12497.5541, 148154.9244)","(-12539.8342, 148167.575)",44.132,16.9,213191.53,82897.79,319787.3,159893.65,82897.79
"(-12765.5393, 148063.2909)","(-12759.5368, 148115.582)",30.07,20.9,145259.21,56482.86,217888.82,108944.41,56482.86
"(-12765.5393, 148063.2909)","(-12740.5318, 148011.9792)",54.511,20.9,263328.94,102393.3,394993.4,197496.7,102393.3
"(-12964.156, 147835.9284)","(-12955.8692, 147880.9823)",45.81,13.0,221295.29,86048.87,331942.94,165971.47,86048.87
"(-12964.156, 147835.9284)","(-12954.8372, 147766.4203)",70.13,13.0,338780.89,131732.18,508171.33,254085.67,131732.18
"(-12365.09, 148029.7079)","(-12321.8837, 147977.0804)",68.091,21.6,328932.92,127902.88,493399.37,246699.69,127902.88
"(-12606.0473, 147840.4934)","(-12563.7907, 147870.1254)",77.033,20.9,372129.27,144699.43,558193.91,279096.95,144699.43
"(-12606.0473, 147840.4934)","(-12653.1812, 147879.8637)",83.304,20.9,402419.98,156477.72,603629.97,301814.98,156477.72
"(-12718.9095, 147844.9922)","(-12653.1812, 147879.8637)",47.873,20.9,231264.16,89925.18,346896.24,173448.12,89925.18
