x,y
-12457.1628,148140.8267
-12429.094,148023.3338
-12507.1783,147758.718
-12814.3952,147845.0406
-12439.7229,148066.5921
-12497.5541,148154.9244
-12765.5393,148063.2909
-12964.156,147835.9284
-12365.09,148029.7079
-12606.0473,147840.4934
-12718.9095,147844.9922
-12490.6492,148646.1468
-12707.2838,148265.2349
-12738.8064,148489.2772
-12557.6512,148012.5846
-12955.8692,147880.9823
-12455.2118,147828.2619
-12833.0456,147775.3836
-12634.6221,147792.529
-12653.1812,147879.8637
-12481.0093,148207.4446
-12496.6575,147789.3532
-12398.0475,148114.3972
-12913.6525,147954.188
-12657.7626,147948.4605
-12492.1218,148361.4324
-12693.1985,147784.7978
-12363.727,148671.0578
-12764.5932,147815.5981
-12271.4589,148477.3201
-12792.9335,148402.6718
-12231.9301,148526.8591
-12657.0447,148037.0137
-12503.2343,148347.1449
-12759.5368,148115.582
-12687.2109,148473.3744
-12826.6846,148371.9385
-12804.3495,148478.2399
-12440.0214,148171.5081
-12591.243,147978.2469
-12575.2344,147785.8942
-12450.7386,147933.1688
-12525.4129,148582.6267
-12954.8372,147766.4203
-12249.3926,148587.1841
-12723.8843,148307.9721
-12600.891,147911.3358
-12493.7093,148275.7073
-12270.3189,148661.4047
-12488.0454,148031.0501
-12660.9017,148266.883
-12582.5848,147735.9143
-12573.6522,148194.3051
-12891.7516,148135.705
-12421.4779,148690.998
-12539.8342,148167.575
-12478.3239,148718.1197
-12563.7907,147870.1254
-12901.6749,148073.5962
-12396.1822,147955.5516
-12740.5318,148011.9792
-12450.8467,148710.8419
-12638.7722,148257.5145
-12191.6075,148501.0533
-12771.1907,147868.7644
-12603.959,148030.4153
-12392.1091,148421.7575
-12448.9728,147876.1198
-12636.1161,148438.4757
-12746.2619,148358.2212
-12591.2847,148434.3542
-12902.5816,148006.9673
-12321.8837,147977.0804
-12909.363,147689.213
-12544.9624,148501.3441
-12341.4289,148445.0969
-12802.6375,148431.1326
-12703.5903,148075.7202
-12605.3432,148243.3628
-12891.9746,147753.3358
-12705.0291,147966.1028
