variable,coefficient,type,prefix,width,edge,period
C_node1node74_timber_t0,135.0,B,C,timber,,0
C_node1node74_timber_t1,113.67,B,C,timber,,1
C_node1node74_timber_t2,80.58,B,C,timber,,2
C_node1node74_timber_t3,57.12,B,C,timber,,3
C_node1node74_timber_t4,40.5,B,C,timber,,4
C_node1node74_timber_t5,28.71,B,C,timber,,5
C_node1node74_wide_t0,203.0,B,C,wide,,0
C_node1node74_wide_t1,170.92,B,C,wide,,1
C_node1node74_wide_t2,121.17,B,C,wide,,2
C_node1node74_wide_t3,85.9,B,C,wide,,3
C_node1node74_wide_t4,60.9,B,C,wide,,4
C_node1node74_wide_t5,43.17,B,C,wide,,5
C_node1node15_timber_t0,775.0,B,C,timber,,0
C_node1node15_timber_t1,652.53,B,C,timber,,1
C_node1node15_timber_t2,462.59,B,C,timber,,2
C_node1node15_timber_t3,327.94,B,C,timber,,3
C_node1node15_timber_t4,232.48,B,C,timber,,4
C_node1node15_timber_t5,164.81,B,C,timber,,5
C_node1node15_wide_t0,1164.0,B,C,wide,,0
C_node1node15_wide_t1,980.06,B,C,wide,,1
C_node1node15_wide_t2,694.78,B,C,wide,,2
C_node1node15_wide_t3,492.54,B,C,wide,,3
C_node1node15_wide_t4,349.17,B,C,wide,,4
C_node1node15_wide_t5,247.54,B,C,wide,,5
C_node1node87_timber_t0,0.0,B,C,timber,,0
C_node1node87_timber_t1,0.0,B,C,timber,,1
C_node1node87_timber_t2,0.0,B,C,timber,,2
C_node1node87_timber_t3,0.0,B,C,timber,,3
C_node1node87_timber_t4,0.0,B,C,timber,,4
C_node1node87_timber_t5,0.0,B,C,timber,,5
C_node1node87_wide_t0,0.0,B,C,wide,,0
C_node1node87_wide_t1,0.0,B,C,wide,,1
C_node1node87_wide_t2,0.0,B,C,wide,,2
C_node1node87_wide_t3,0.0,B,C,wide,,3
C_node1node87_wide_t4,0.0,B,C,wide,,4
C_node1node87_wide_t5,0.0,B,C,wide,,5
C_node1node89_timber_t0,0.0,B,C,timber,,0
C_node1node89_timber_t1,0.0,B,C,timber,,1
C_node1node89_timber_t2,0.0,B,C,timber,,2
C_node1node89_timber_t3,0.0,B,C,timber,,3
C_node1node89_timber_t4,0.0,B,C,timber,,4
C_node1node89_timber_t5,0.0,B,C,timber,,5
C_node1node89_wide_t0,0.0,B,C,wide,,0
C_node1node89_wide_t1,0.0,B,C,wide,,1
C_node1node89_wide_t2,0.0,B,C,wide,,2
C_node1node89_wide_t3,0.0,B,C,wide,,3
