variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node74_timber_t0,0.0,0.0,B,C,timber,node1node74,0,135.0
C_node1node74_timber_t1,0.0,1.0,B,C,timber,node1node74,1,113.67
C_node1node74_timber_t2,0.0,1.0,B,C,timber,node1node74,2,80.58
C_node1node74_timber_t3,0.0,1.0,B,C,timber,node1node74,3,57.12
C_node1node74_timber_t4,0.0,1.0,B,C,timber,node1node74,4,40.5
C_node1node74_timber_t5,0.0,1.0,B,C,timber,node1node74,5,28.71
C_node1node74_wide_t0,0.0,0.0,B,C,wide,node1node74,0,203.0
C_node1node74_wide_t1,0.0,1.0,B,C,wide,node1node74,1,170.92
C_node1node74_wide_t2,0.0,1.0,B,C,wide,node1node74,2,121.17
C_node1node74_wide_t3,0.0,1.0,B,C,wide,node1node74,3,85.9
C_node1node74_wide_t4,0.0,1.0,B,C,wide,node1node74,4,60.9
C_node1node74_wide_t5,0.0,1.0,B,C,wide,node1node74,5,43.17
C_node1node15_timber_t0,0.0,0.0,B,C,timber,node1node15,0,775.0
C_node1node15_timber_t1,0.0,1.0,B,C,timber,node1node15,1,652.53
C_node1node15_timber_t2,0.0,1.0,B,C,timber,node1node15,2,462.59
C_node1node15_timber_t3,0.0,1.0,B,C,timber,node1node15,3,327.94
C_node1node15_timber_t4,0.0,1.0,B,C,timber,node1node15,4,232.48
C_node1node15_timber_t5,0.0,1.0,B,C,timber,node1node15,5,164.81
C_node1node15_wide_t0,0.0,0.0,B,C,wide,node1node15,0,1164.0
C_node1node15_wide_t1,0.0,1.0,B,C,wide,node1node15,1,980.06
C_node1node15_wide_t2,0.0,1.0,B,C,wide,node1node15,2,694.78
C_node1node15_wide_t3,0.0,1.0,B,C,wide,node1node15,3,492.54
C_node1node15_wide_t4,0.0,1.0,B,C,wide,node1node15,4,349.17
C_node1node15_wide_t5,0.0,1.0,B,C,wide,node1node15,5,247.54
C_node1node87_timber_t0,0.0,0.0,B,C,timber,node1node87,0,0.0
C_node1node87_timber_t1,0.0,1.0,B,C,timber,node1node87,1,0.0
C_node1node87_timber_t2,0.0,1.0,B,C,timber,node1node87,2,0.0
C_node1node87_timber_t3,0.0,1.0,B,C,timber,node1node87,3,0.0
C_node1node87_timber_t4,0.0,1.0,B,C,timber,node1node87,4,0.0
C_node1node87_timber_t5,0.0,1.0,B,C,timber,node1node87,5,0.0
C_node1node87_wide_t0,0.0,0.0,B,C,wide,node1node87,0,0.0
C_node1node87_wide_t1,0.0,1.0,B,C,wide,node1node87,1,0.0
C_node1node87_wide_t2,0.0,1.0,B,C,wide,node1node87,2,0.0
C_node1node87_wide_t3,0.0,1.0,B,C,wide,node1node87,3,0.0
C_node1node87_wide_t4,0.0,1.0,B,C,wide,node1node87,4,0.0
C_node1node87_wide_t5,0.0,1.0,B,C,wide,node1node87,5,0.0
C_node1node89_timber_t0,0.0,0.0,B,C,timber,node1node89,0,0.0
C_node1node89_timber_t1,0.0,1.0,B,C,timber,node1node89,1,0.0
C_node1node89_timber_t2,0.0,1.0,B,C,timber,node1node89,2,0.0
C_node1node89_timber_t3,0.0,1.0,B,C,timber,node1node89,3,0.0
C_node1node89_timber_t4,0.0,1.0,B,C,timber,node1node89,4,0.0
C_node1node89_timber_t5,0.0,1.0,B,C,timber,node1node89,5,0.0
C_node1node89_wide_t0,0.0,0.0,B,C,wide,node1node89,0,0.0
C_node1node89_wide_t1,0.0,1.0,B,C,wide,node1node89,1,0.0
