variable,value,node_type_info
C_node290node380_timber_t1,1.0,node290exit_node380source
C_node294node387_timber_t1,1.0,node294exit_node387source
C_node296node388_timber_t4,1.0,node296exit_node388source
C_node307node397_timber_t1,1.0,node307exit_node397source
C_node308node397_timber_t1,1.0,node308exit_node397source
C_node310node400_timber_t1,1.0,node310exit_node400source
C_node310node402_timber_t1,1.0,node310exit_node402source
C_node322node413_timber_t1,1.0,node322exit_node413source
C_node322node419_timber_t1,1.0,node322exit_node419source
C_node322node419_timber_t3,1.0,node322exit_node419source
C_node323node413_timber_t1,1.0,node323exit_node413source
C_node325node419_timber_t1,1.0,node325exit_node419source
C_node325node419_wide_t3,1.0,node325exit_node419source
C_node331node419_timber_t1,1.0,node331exit_node419source
C_node331node419_timber_t3,1.0,node331exit_node419source
M_node1node404_timber_t2,1.0,node1transit_node404source
M_node1node404_timber_t3,1.0,node1transit_node404source
M_node1node404_timber_t4,1.0,node1transit_node404source
M_node1node404_timber_t5,1.0,node1transit_node404source
M_node1node420_timber_t2,1.0,node1transit_node420source
M_node1node420_timber_t3,1.0,node1transit_node420source
M_node1node420_wide_t5,1.0,node1transit_node420source
M_node2node377_timber_t2,1.0,node2transit_node377source
M_node2node377_wide_t4,1.0,node2transit_node377source
M_node2node377_wide_t5,1.0,node2transit_node377source
M_node2node378_timber_t2,1.0,node2transit_node378source
M_node2node378_timber_t3,1.0,node2transit_node378source
M_node2node378_wide_t5,1.0,node2transit_node378source
M_node2node380_timber_t2,1.0,node2transit_node380source
M_node2node380_timber_t3,1.0,node2transit_node380source
M_node2node380_timber_t4,1.0,node2transit_node380source
M_node2node380_timber_t5,1.0,node2transit_node380source
M_node4node366_timber_t2,1.0,node4transit_node366source
M_node4node366_timber_t3,1.0,node4transit_node366source
M_node4node366_timber_t4,1.0,node4transit_node366source
M_node4node368_timber_t2,1.0,node4transit_node368source
M_node4node368_timber_t3,1.0,node4transit_node368source
M_node4node368_timber_t4,1.0,node4transit_node368source
M_node5node347_timber_t4,1.0,node5transit_node347exit
M_node5node347_timber_t5,1.0,node5transit_node347exit
M_node5node114_timber_t4,1.0,node5transit_node114transit
M_node5node438_timber_t3,1.0,node5transit_node438source
M_node5node438_timber_t4,1.0,node5transit_node438source
M_node8node366_timber_t2,1.0,node8exit_node366source
M_node8node366_wide_t4,1.0,node8exit_node366source
M_node8node366_wide_t5,1.0,node8exit_node366source
M_node8node368_timber_t2,1.0,node8exit_node368source
M_node8node368_timber_t3,1.0,node8exit_node368source
M_node8node368_timber_t4,1.0,node8exit_node368source
M_node9node366_timber_t2,1.0,node9transit_node366source
M_node9node366_timber_t3,1.0,node9transit_node366source
M_node9node366_wide_t5,1.0,node9transit_node366source
M_node10node387_timber_t2,1.0,node10transit_node387source
M_node10node387_timber_t3,1.0,node10transit_node387source
M_node10node387_timber_t4,1.0,node10transit_node387source
M_node10node387_timber_t5,1.0,node10transit_node387source
M_node13node404_timber_t2,1.0,node13transit_node404source
M_node13node404_timber_t3,1.0,node13transit_node404source
M_node13node404_wide_t5,1.0,node13transit_node404source
M_node13node431_timber_t2,1.0,node13transit_node431source
M_node13node431_timber_t3,1.0,node13transit_node431source
M_node13node431_timber_t4,1.0,node13transit_node431source
M_node13node431_timber_t5,1.0,node13transit_node431source
M_node17node378_timber_t2,1.0,node17transit_node378source
M_node17node378_timber_t3,1.0,node17transit_node378source
M_node17node378_timber_t4,1.0,node17transit_node378source
M_node19node389_timber_t2,1.0,node19transit_node389source
M_node19node389_timber_t3,1.0,node19transit_node389source
M_node19node389_wide_t5,1.0,node19transit_node389source
M_node21node400_timber_t2,1.0,node21transit_node400source
