variable,lb,ub,type,var_type_letter,road_type,edge,period,discounted_cost
C_node1node5_timber_t0,0.0,0.0,B,C,timber,node1node5,0,104.0
C_node1node5_timber_t1,0.0,1.0,B,C,timber,node1node5,1,87.57
C_node1node5_timber_t2,0.0,1.0,B,C,timber,node1node5,2,62.08
C_node1node5_timber_t3,0.0,1.0,B,C,timber,node1node5,3,44.01
C_node1node5_timber_t4,0.0,1.0,B,C,timber,node1node5,4,31.2
C_node1node5_timber_t5,0.0,1.0,B,C,timber,node1node5,5,22.12
C_node1node5_wide_t0,0.0,0.0,B,C,wide,node1node5,0,156.0
C_node1node5_wide_t1,0.0,1.0,B,C,wide,node1node5,1,131.35
C_node1node5_wide_t2,0.0,1.0,B,C,wide,node1node5,2,93.11
C_node1node5_wide_t3,0.0,1.0,B,C,wide,node1node5,3,66.01
C_node1node5_wide_t4,0.0,1.0,B,C,wide,node1node5,4,46.8
C_node1node5_wide_t5,0.0,1.0,B,C,wide,node1node5,5,33.17
C_node1node6_timber_t0,0.0,0.0,B,C,timber,node1node6,0,9277.0
C_node1node6_timber_t1,0.0,1.0,B,C,timber,node1node6,1,7810.99
C_node1node6_timber_t2,0.0,1.0,B,C,timber,node1node6,2,5537.35
C_node1node6_timber_t3,0.0,1.0,B,C,timber,node1node6,3,3925.53
C_node1node6_timber_t4,0.0,1.0,B,C,timber,node1node6,4,2782.89
C_node1node6_timber_t5,0.0,1.0,B,C,timber,node1node6,5,1972.84
C_node1node6_wide_t0,0.0,0.0,B,C,wide,node1node6,0,13916.0
C_node1node6_wide_t1,0.0,1.0,B,C,wide,node1node6,1,11716.9
C_node1node6_wide_t2,0.0,1.0,B,C,wide,node1node6,2,8306.33
C_node1node6_wide_t3,0.0,1.0,B,C,wide,node1node6,3,5888.51
C_node1node6_wide_t4,0.0,1.0,B,C,wide,node1node6,4,4174.48
C_node1node6_wide_t5,0.0,1.0,B,C,wide,node1node6,5,2959.37
C_node2node9_timber_t0,0.0,0.0,B,C,timber,node2node9,0,5505.0
C_node2node9_timber_t1,0.0,1.0,B,C,timber,node2node9,1,4635.06
C_node2node9_timber_t2,0.0,1.0,B,C,timber,node2node9,2,3285.88
C_node2node9_timber_t3,0.0,1.0,B,C,timber,node2node9,3,2329.42
C_node2node9_timber_t4,0.0,1.0,B,C,timber,node2node9,4,1651.37
C_node2node9_timber_t5,0.0,1.0,B,C,timber,node2node9,5,1170.69
C_node2node9_wide_t0,0.0,0.0,B,C,wide,node2node9,0,8257.0
C_node2node9_wide_t1,0.0,1.0,B,C,wide,node2node9,1,6952.17
C_node2node9_wide_t2,0.0,1.0,B,C,wide,node2node9,2,4928.53
C_node2node9_wide_t3,0.0,1.0,B,C,wide,node2node9,3,3493.92
C_node2node9_wide_t4,0.0,1.0,B,C,wide,node2node9,4,2476.91
C_node2node9_wide_t5,0.0,1.0,B,C,wide,node2node9,5,1755.93
C_node2node8_timber_t0,0.0,0.0,B,C,timber,node2node8,0,4357.0
C_node2node8_timber_t1,0.0,1.0,B,C,timber,node2node8,1,3668.48
C_node2node8_timber_t2,0.0,1.0,B,C,timber,node2node8,2,2600.65
C_node2node8_timber_t3,0.0,1.0,B,C,timber,node2node8,3,1843.65
C_node2node8_timber_t4,0.0,1.0,B,C,timber,node2node8,4,1307.0
C_node2node8_timber_t5,0.0,1.0,B,C,timber,node2node8,5,926.56
C_node2node8_wide_t0,0.0,0.0,B,C,wide,node2node8,0,6535.0
C_node2node8_wide_t1,0.0,1.0,B,C,wide,node2node8,1,5502.29
C_node2node8_wide_t2,0.0,1.0,B,C,wide,node2node8,2,3900.68
C_node2node8_wide_t3,0.0,1.0,B,C,wide,node2node8,3,2765.27
C_node2node8_wide_t4,0.0,1.0,B,C,wide,node2node8,4,1960.35
C_node2node8_wide_t5,0.0,1.0,B,C,wide,node2node8,5,1389.73
C_node3node5_timber_t0,0.0,0.0,B,C,timber,node3node5,0,199.0
C_node3node5_timber_t1,0.0,1.0,B,C,timber,node3node5,1,167.55
C_node3node5_timber_t2,0.0,1.0,B,C,timber,node3node5,2,118.78
C_node3node5_timber_t3,0.0,1.0,B,C,timber,node3node5,3,84.21
C_node3node5_timber_t4,0.0,1.0,B,C,timber,node3node5,4,59.7
C_node3node5_timber_t5,0.0,1.0,B,C,timber,node3node5,5,42.32
C_node3node5_wide_t0,0.0,0.0,B,C,wide,node3node5,0,298.0
C_node3node5_wide_t1,0.0,1.0,B,C,wide,node3node5,1,250.91
C_node3node5_wide_t2,0.0,1.0,B,C,wide,node3node5,2,177.87
C_node3node5_wide_t3,0.0,1.0,B,C,wide,node3node5,3,126.1
C_node3node5_wide_t4,0.0,1.0,B,C,wide,node3node5,4,89.39
C_node3node5_wide_t5,0.0,1.0,B,C,wide,node3node5,5,63.37
C_node3node8_timber_t0,0.0,0.0,B,C,timber,node3node8,0,2589.0
C_node3node8_timber_t1,0.0,1.0,B,C,timber,node3node8,1,2179.87
C_node3node8_timber_t2,0.0,1.0,B,C,timber,node3node8,2,1545.35
C_node3node8_timber_t3,0.0,1.0,B,C,timber,node3node8,3,1095.53
C_node3node8_timber_t4,0.0,1.0,B,C,timber,node3node8,4,776.64
C_node3node8_timber_t5,0.0,1.0,B,C,timber,node3node8,5,550.57
C_node3node8_wide_t0,0.0,0.0,B,C,wide,node3node8,0,3884.0
C_node3node8_wide_t1,0.0,1.0,B,C,wide,node3node8,1,3270.22
C_node3node8_wide_t2,0.0,1.0,B,C,wide,node3node8,2,2318.32
C_node3node8_wide_t3,0.0,1.0,B,C,wide,node3node8,3,1643.5
C_node3node8_wide_t4,0.0,1.0,B,C,wide,node3node8,4,1165.11
C_node3node8_wide_t5,0.0,1.0,B,C,wide,node3node8,5,825.97
C_node3node9_timber_t0,0.0,0.0,B,C,timber,node3node9,0,2770.0
C_node3node9_timber_t1,0.0,1.0,B,C,timber,node3node9,1,2332.27
C_node3node9_timber_t2,0.0,1.0,B,C,timber,node3node9,2,1653.39
C_node3node9_timber_t3,0.0,1.0,B,C,timber,node3node9,3,1172.12
C_node3node9_timber_t4,0.0,1.0,B,C,timber,node3node9,4,830.94
C_node3node9_timber_t5,0.0,1.0,B,C,timber,node3node9,5,589.07
C_node3node9_wide_t0,0.0,0.0,B,C,wide,node3node9,0,4157.0
C_node3node9_wide_t1,0.0,1.0,B,C,wide,node3node9,1,3500.08
C_node3node9_wide_t2,0.0,1.0,B,C,wide,node3node9,2,2481.27
C_node3node9_wide_t3,0.0,1.0,B,C,wide,node3node9,3,1759.02
C_node3node9_wide_t4,0.0,1.0,B,C,wide,node3node9,4,1247.0
C_node3node9_wide_t5,0.0,1.0,B,C,wide,node3node9,5,884.02
C_node3node11_timber_t0,0.0,0.0,B,C,timber,node3node11,0,0.0
C_node3node11_timber_t1,0.0,1.0,B,C,timber,node3node11,1,0.0
C_node3node11_timber_t2,0.0,1.0,B,C,timber,node3node11,2,0.0
C_node3node11_timber_t3,0.0,1.0,B,C,timber,node3node11,3,0.0
C_node3node11_timber_t4,0.0,1.0,B,C,timber,node3node11,4,0.0
C_node3node11_timber_t5,0.0,1.0,B,C,timber,node3node11,5,0.0
C_node3node11_wide_t0,0.0,0.0,B,C,wide,node3node11,0,0.0
C_node3node11_wide_t1,0.0,1.0,B,C,wide,node3node11,1,0.0
C_node3node11_wide_t2,0.0,1.0,B,C,wide,node3node11,2,0.0
C_node3node11_wide_t3,0.0,1.0,B,C,wide,node3node11,3,0.0
C_node3node11_wide_t4,0.0,1.0,B,C,wide,node3node11,4,0.0
C_node3node11_wide_t5,0.0,1.0,B,C,wide,node3node11,5,0.0
C_node4node6_timber_t0,0.0,0.0,B,C,timber,node4node6,0,1317.0
C_node4node6_timber_t1,0.0,1.0,B,C,timber,node4node6,1,1108.88
C_node4node6_timber_t2,0.0,1.0,B,C,timber,node4node6,2,786.1
C_node4node6_timber_t3,0.0,1.0,B,C,timber,node4node6,3,557.28
C_node4node6_timber_t4,0.0,1.0,B,C,timber,node4node6,4,395.07
C_node4node6_timber_t5,0.0,1.0,B,C,timber,node4node6,5,280.07
C_node4node6_wide_t0,0.0,0.0,B,C,wide,node4node6,0,1975.0
C_node4node6_wide_t1,0.0,1.0,B,C,wide,node4node6,1,1662.9
C_node4node6_wide_t2,0.0,1.0,B,C,wide,node4node6,2,1178.86
C_node4node6_wide_t3,0.0,1.0,B,C,wide,node4node6,3,835.72
C_node4node6_wide_t4,0.0,1.0,B,C,wide,node4node6,4,592.45
C_node4node6_wide_t5,0.0,1.0,B,C,wide,node4node6,5,420.0
C_node4node9_timber_t0,0.0,0.0,B,C,timber,node4node9,0,650.0
C_node4node9_timber_t1,0.0,1.0,B,C,timber,node4node9,1,547.28
C_node4node9_timber_t2,0.0,1.0,B,C,timber,node4node9,2,387.98
C_node4node9_timber_t3,0.0,1.0,B,C,timber,node4node9,3,275.05
C_node4node9_timber_t4,0.0,1.0,B,C,timber,node4node9,4,194.98
C_node4node9_timber_t5,0.0,1.0,B,C,timber,node4node9,5,138.23
C_node4node9_wide_t0,0.0,0.0,B,C,wide,node4node9,0,976.0
C_node4node9_wide_t1,0.0,1.0,B,C,wide,node4node9,1,821.77
C_node4node9_wide_t2,0.0,1.0,B,C,wide,node4node9,2,582.57
C_node4node9_wide_t3,0.0,1.0,B,C,wide,node4node9,3,412.99
C_node4node9_wide_t4,0.0,1.0,B,C,wide,node4node9,4,292.78
C_node4node9_wide_t5,0.0,1.0,B,C,wide,node4node9,5,207.56
C_node4node7_timber_t0,0.0,0.0,B,C,timber,node4node7,0,3909.0
C_node4node7_timber_t1,0.0,1.0,B,C,timber,node4node7,1,3291.27
C_node4node7_timber_t2,0.0,1.0,B,C,timber,node4node7,2,2333.25
C_node4node7_timber_t3,0.0,1.0,B,C,timber,node4node7,3,1654.08
C_node4node7_timber_t4,0.0,1.0,B,C,timber,node4node7,4,1172.61
C_node4node7_timber_t5,0.0,1.0,B,C,timber,node4node7,5,831.28
C_node4node7_wide_t0,0.0,0.0,B,C,wide,node4node7,0,5863.0
C_node4node7_wide_t1,0.0,1.0,B,C,wide,node4node7,1,4936.49
C_node4node7_wide_t2,0.0,1.0,B,C,wide,node4node7,2,3499.57
C_node4node7_wide_t3,0.0,1.0,B,C,wide,node4node7,3,2480.91
C_node4node7_wide_t4,0.0,1.0,B,C,wide,node4node7,4,1758.76
C_node4node7_wide_t5,0.0,1.0,B,C,wide,node4node7,5,1246.82
C_node4node10_timber_t0,0.0,0.0,B,C,timber,node4node10,0,0.0
C_node4node10_timber_t1,0.0,1.0,B,C,timber,node4node10,1,0.0
C_node4node10_timber_t2,0.0,1.0,B,C,timber,node4node10,2,0.0
C_node4node10_timber_t3,0.0,1.0,B,C,timber,node4node10,3,0.0
C_node4node10_timber_t4,0.0,1.0,B,C,timber,node4node10,4,0.0
C_node4node10_timber_t5,0.0,1.0,B,C,timber,node4node10,5,0.0
C_node4node10_wide_t0,0.0,0.0,B,C,wide,node4node10,0,0.0
C_node4node10_wide_t1,0.0,1.0,B,C,wide,node4node10,1,0.0
C_node4node10_wide_t2,0.0,1.0,B,C,wide,node4node10,2,0.0
C_node4node10_wide_t3,0.0,1.0,B,C,wide,node4node10,3,0.0
C_node4node10_wide_t4,0.0,1.0,B,C,wide,node4node10,4,0.0
C_node4node10_wide_t5,0.0,1.0,B,C,wide,node4node10,5,0.0
C_node4node11_timber_t0,0.0,0.0,B,C,timber,node4node11,0,0.0
C_node4node11_timber_t1,0.0,1.0,B,C,timber,node4node11,1,0.0
C_node4node11_timber_t2,0.0,1.0,B,C,timber,node4node11,2,0.0
C_node4node11_timber_t3,0.0,1.0,B,C,timber,node4node11,3,0.0
C_node4node11_timber_t4,0.0,1.0,B,C,timber,node4node11,4,0.0
C_node4node11_timber_t5,0.0,1.0,B,C,timber,node4node11,5,0.0
C_node4node11_wide_t0,0.0,0.0,B,C,wide,node4node11,0,0.0
C_node4node11_wide_t1,0.0,1.0,B,C,wide,node4node11,1,0.0
C_node4node11_wide_t2,0.0,1.0,B,C,wide,node4node11,2,0.0
C_node4node11_wide_t3,0.0,1.0,B,C,wide,node4node11,3,0.0
C_node4node11_wide_t4,0.0,1.0,B,C,wide,node4node11,4,0.0
C_node4node11_wide_t5,0.0,1.0,B,C,wide,node4node11,5,0.0
C_node5node7_timber_t0,0.0,0.0,B,C,timber,node5node7,0,3049.0
C_node5node7_timber_t1,0.0,1.0,B,C,timber,node5node7,1,2567.18
C_node5node7_timber_t2,0.0,1.0,B,C,timber,node5node7,2,1819.92
C_node5node7_timber_t3,0.0,1.0,B,C,timber,node5node7,3,1290.18
C_node5node7_timber_t4,0.0,1.0,B,C,timber,node5node7,4,914.63
C_node5node7_timber_t5,0.0,1.0,B,C,timber,node5node7,5,648.4
C_node5node7_wide_t0,0.0,0.0,B,C,wide,node5node7,0,4574.0
C_node5node7_wide_t1,0.0,1.0,B,C,wide,node5node7,1,3851.19
C_node5node7_wide_t2,0.0,1.0,B,C,wide,node5node7,2,2730.18
C_node5node7_wide_t3,0.0,1.0,B,C,wide,node5node7,3,1935.47
C_node5node7_wide_t4,0.0,1.0,B,C,wide,node5node7,4,1372.09
C_node5node7_wide_t5,0.0,1.0,B,C,wide,node5node7,5,972.7
C_node5node11_timber_t0,0.0,0.0,B,C,timber,node5node11,0,0.0
C_node5node11_timber_t1,0.0,1.0,B,C,timber,node5node11,1,0.0
