variable,coefficient,type,prefix,width,edge,period
C_node1node5_timber_t0,104.0,B,C,timber,,0
C_node1node5_timber_t1,87.57,B,C,timber,,1
C_node1node5_timber_t2,62.08,B,C,timber,,2
C_node1node5_timber_t3,44.01,B,C,timber,,3
C_node1node5_timber_t4,31.2,B,C,timber,,4
C_node1node5_timber_t5,22.12,B,C,timber,,5
C_node1node5_wide_t0,156.0,B,C,wide,,0
C_node1node5_wide_t1,131.35,B,C,wide,,1
C_node1node5_wide_t2,93.11,B,C,wide,,2
C_node1node5_wide_t3,66.01,B,C,wide,,3
C_node1node5_wide_t4,46.8,B,C,wide,,4
C_node1node5_wide_t5,33.17,B,C,wide,,5
C_node1node6_timber_t0,9277.0,B,C,timber,,0
C_node1node6_timber_t1,7810.99,B,C,timber,,1
C_node1node6_timber_t2,5537.35,B,C,timber,,2
C_node1node6_timber_t3,3925.53,B,C,timber,,3
C_node1node6_timber_t4,2782.89,B,C,timber,,4
C_node1node6_timber_t5,1972.84,B,C,timber,,5
C_node1node6_wide_t0,13916.0,B,C,wide,,0
C_node1node6_wide_t1,11716.9,B,C,wide,,1
C_node1node6_wide_t2,8306.33,B,C,wide,,2
C_node1node6_wide_t3,5888.51,B,C,wide,,3
C_node1node6_wide_t4,4174.48,B,C,wide,,4
C_node1node6_wide_t5,2959.37,B,C,wide,,5
C_node2node9_timber_t0,5505.0,B,C,timber,,0
C_node2node9_timber_t1,4635.06,B,C,timber,,1
C_node2node9_timber_t2,3285.88,B,C,timber,,2
C_node2node9_timber_t3,2329.42,B,C,timber,,3
C_node2node9_timber_t4,1651.37,B,C,timber,,4
C_node2node9_timber_t5,1170.69,B,C,timber,,5
C_node2node9_wide_t0,8257.0,B,C,wide,,0
C_node2node9_wide_t1,6952.17,B,C,wide,,1
C_node2node9_wide_t2,4928.53,B,C,wide,,2
C_node2node9_wide_t3,3493.92,B,C,wide,,3
C_node2node9_wide_t4,2476.91,B,C,wide,,4
C_node2node9_wide_t5,1755.93,B,C,wide,,5
C_node2node8_timber_t0,4357.0,B,C,timber,,0
C_node2node8_timber_t1,3668.48,B,C,timber,,1
C_node2node8_timber_t2,2600.65,B,C,timber,,2
C_node2node8_timber_t3,1843.65,B,C,timber,,3
C_node2node8_timber_t4,1307.0,B,C,timber,,4
C_node2node8_timber_t5,926.56,B,C,timber,,5
C_node2node8_wide_t0,6535.0,B,C,wide,,0
C_node2node8_wide_t1,5502.29,B,C,wide,,1
C_node2node8_wide_t2,3900.68,B,C,wide,,2
C_node2node8_wide_t3,2765.27,B,C,wide,,3
C_node2node8_wide_t4,1960.35,B,C,wide,,4
C_node2node8_wide_t5,1389.73,B,C,wide,,5
C_node3node5_timber_t0,199.0,B,C,timber,,0
C_node3node5_timber_t1,167.55,B,C,timber,,1
C_node3node5_timber_t2,118.78,B,C,timber,,2
C_node3node5_timber_t3,84.21,B,C,timber,,3
C_node3node5_timber_t4,59.7,B,C,timber,,4
C_node3node5_timber_t5,42.32,B,C,timber,,5
C_node3node5_wide_t0,298.0,B,C,wide,,0
C_node3node5_wide_t1,250.91,B,C,wide,,1
C_node3node5_wide_t2,177.87,B,C,wide,,2
C_node3node5_wide_t3,126.1,B,C,wide,,3
C_node3node5_wide_t4,89.39,B,C,wide,,4
C_node3node5_wide_t5,63.37,B,C,wide,,5
C_node3node8_timber_t0,2589.0,B,C,timber,,0
C_node3node8_timber_t1,2179.87,B,C,timber,,1
C_node3node8_timber_t2,1545.35,B,C,timber,,2
