variable,coefficient,type,prefix,width,edge,period
C_node1node2_timber_t0,1638.0,B,C,timber,,0
C_node1node2_timber_t1,1379.15,B,C,timber,,1
C_node1node2_timber_t2,977.71,B,C,timber,,2
C_node1node2_timber_t3,693.11,B,C,timber,,3
C_node1node2_timber_t4,491.36,B,C,timber,,4
C_node1node2_timber_t5,348.34,B,C,timber,,5
C_node1node2_wide_t0,2456.0,B,C,wide,,0
C_node1node2_wide_t1,2067.89,B,C,wide,,1
C_node1node2_wide_t2,1465.96,B,C,wide,,2
C_node1node2_wide_t3,1039.25,B,C,wide,,3
C_node1node2_wide_t4,736.74,B,C,wide,,4
C_node1node2_wide_t5,522.29,B,C,wide,,5
C_node1node7_timber_t0,1043.0,B,C,timber,,0
C_node1node7_timber_t1,878.18,B,C,timber,,1
C_node1node7_timber_t2,622.56,B,C,timber,,2
C_node1node7_timber_t3,441.34,B,C,timber,,3
C_node1node7_timber_t4,312.88,B,C,timber,,4
C_node1node7_timber_t5,221.8,B,C,timber,,5
C_node1node7_wide_t0,1564.0,B,C,wide,,0
C_node1node7_wide_t1,1316.85,B,C,wide,,1
C_node1node7_wide_t2,933.54,B,C,wide,,2
C_node1node7_wide_t3,661.8,B,C,wide,,3
C_node1node7_wide_t4,469.16,B,C,wide,,4
C_node1node7_wide_t5,332.6,B,C,wide,,5
C_node1node8_timber_t0,1656.0,B,C,timber,,0
C_node1node8_timber_t1,1394.31,B,C,timber,,1
C_node1node8_timber_t2,988.45,B,C,timber,,2
C_node1node8_timber_t3,700.73,B,C,timber,,3
C_node1node8_timber_t4,496.76,B,C,timber,,4
C_node1node8_timber_t5,352.16,B,C,timber,,5
C_node1node8_wide_t0,2485.0,B,C,wide,,0
C_node1node8_wide_t1,2092.3,B,C,wide,,1
C_node1node8_wide_t2,1483.27,B,C,wide,,2
C_node1node8_wide_t3,1051.52,B,C,wide,,3
C_node1node8_wide_t4,745.44,B,C,wide,,4
C_node1node8_wide_t5,528.46,B,C,wide,,5
C_node1node12_timber_t0,0.0,B,C,timber,,0
