variable,value,node_type_info
C_node1node170_timber_t1,1.0,node1transit_node170source
C_node1node184_timber_t1,1.0,node1transit_node184source
C_node1node184_timber_t5,1.0,node1transit_node184source
C_node2node43_timber_t1,1.0,node2transit_node43transit
C_node2node174_timber_t1,1.0,node2transit_node174source
C_node2node185_timber_t1,1.0,node2transit_node185source
C_node2node192_timber_t1,1.0,node2transit_node192source
C_node3node165_timber_t1,1.0,node3transit_node165source
C_node3node182_timber_t1,1.0,node3transit_node182source
C_node4node74_timber_t1,1.0,node4transit_node74transit
C_node4node157_timber_t1,1.0,node4transit_node157exit
C_node4node182_timber_t1,1.0,node4transit_node182source
C_node5node173_timber_t1,1.0,node5transit_node173source
C_node5node173_timber_t5,1.0,node5transit_node173source
C_node6node184_timber_t1,1.0,node6transit_node184source
C_node6node189_timber_t1,1.0,node6transit_node189source
C_node6node189_wide_t4,1.0,node6transit_node189source
C_node8node185_timber_t1,1.0,node8transit_node185source
C_node10node38_timber_t1,1.0,node10transit_node38transit
C_node10node171_timber_t1,1.0,node10transit_node171source
C_node10node171_timber_t3,1.0,node10transit_node171source
C_node12node191_timber_t1,1.0,node12transit_node191source
C_node12node191_timber_t5,1.0,node12transit_node191source
C_node13node182_timber_t1,1.0,node13transit_node182source
C_node14node168_timber_t3,1.0,node14transit_node168source
C_node14node184_timber_t1,1.0,node14transit_node184source
C_node15node167_timber_t2,1.0,node15transit_node167source
C_node15node188_timber_t1,1.0,node15transit_node188source
C_node17node182_timber_t1,1.0,node17transit_node182source
C_node18node191_timber_t1,1.0,node18transit_node191source
C_node18node191_timber_t3,1.0,node18transit_node191source
C_node19node26_timber_t2,1.0,node19transit_node26transit
C_node19node129_timber_t2,1.0,node19transit_node129transit
C_node19node169_timber_t1,1.0,node19transit_node169source
C_node19node183_timber_t2,1.0,node19transit_node183source
C_node20node165_wide_t1,1.0,node20transit_node165source
C_node20node181_timber_t1,1.0,node20transit_node181source
C_node21node186_timber_t1,1.0,node21transit_node186source
C_node22node168_timber_t3,1.0,node22transit_node168source
C_node22node184_timber_t1,1.0,node22transit_node184source
C_node23node41_timber_t1,1.0,node23transit_node41transit
C_node23node43_timber_t1,1.0,node23transit_node43transit
C_node23node172_wide_t3,1.0,node23transit_node172source
C_node23node173_timber_t1,1.0,node23transit_node173source
C_node23node173_timber_t3,1.0,node23transit_node173source
C_node23node185_timber_t1,1.0,node23transit_node185source
C_node24node177_timber_t1,1.0,node24transit_node177source
C_node24node185_timber_t1,1.0,node24transit_node185source
C_node26node169_timber_t1,1.0,node26transit_node169source
C_node26node184_timber_t1,1.0,node26transit_node184source
C_node27node172_timber_t2,1.0,node27transit_node172source
C_node28node161_timber_t1,1.0,node28transit_node161exit
C_node28node91_timber_t1,1.0,node28transit_node91transit
C_node28node191_timber_t1,1.0,node28transit_node191source
C_node29node112_timber_t1,1.0,node29transit_node112transit
C_node29node186_wide_t1,1.0,node29transit_node186source
C_node29node187_timber_t1,1.0,node29transit_node187source
C_node30node190_timber_t1,1.0,node30transit_node190source
C_node34node183_timber_t2,1.0,node34transit_node183source
C_node34node186_timber_t1,1.0,node34transit_node186source
C_node35node144_timber_t1,1.0,node35transit_node144exit
C_node35node41_timber_t1,1.0,node35transit_node41transit
C_node35node185_timber_t1,1.0,node35transit_node185source
C_node37node165_timber_t1,1.0,node37transit_node165source
C_node37node181_timber_t1,1.0,node37transit_node181source
C_node38node111_timber_t1,1.0,node38transit_node111transit
C_node38node173_timber_t1,1.0,node38transit_node173source
C_node38node173_timber_t5,1.0,node38transit_node173source
C_node39node182_timber_t1,1.0,node39transit_node182source
C_node40node177_timber_t1,1.0,node40transit_node177source
C_node40node178_timber_t1,1.0,node40transit_node178source
C_node40node185_timber_t1,1.0,node40transit_node185source
C_node41node111_timber_t1,1.0,node41transit_node111transit
C_node41node173_timber_t1,1.0,node41transit_node173source
C_node41node173_timber_t4,1.0,node41transit_node173source
C_node41node185_timber_t1,1.0,node41transit_node185source
C_node42node176_timber_t1,1.0,node42transit_node176source
C_node42node176_wide_t3,1.0,node42transit_node176source
C_node42node176_wide_t5,1.0,node42transit_node176source
C_node43node172_timber_t4,1.0,node43transit_node172source
C_node43node174_timber_t1,1.0,node43transit_node174source
C_node43node174_wide_t4,1.0,node43transit_node174source
C_node43node185_timber_t1,1.0,node43transit_node185source
C_node45node105_timber_t1,1.0,node45transit_node105exit
C_node45node121_timber_t1,1.0,node45transit_node121transit
C_node45node167_timber_t2,1.0,node45transit_node167source
C_node46node70_timber_t2,1.0,node46transit_node70exit
C_node46node129_timber_t2,1.0,node46transit_node129transit
C_node46node186_wide_t1,1.0,node46transit_node186source
C_node47node107_timber_t1,1.0,node47transit_node107transit
C_node47node139_timber_t1,1.0,node47transit_node139exit
C_node48node62_timber_t1,1.0,node48transit_node62transit
C_node48node179_timber_t1,1.0,node48transit_node179source
C_node48node180_timber_t1,1.0,node48transit_node180source
C_node49node172_timber_t4,1.0,node49transit_node172source
C_node49node174_timber_t1,1.0,node49transit_node174source
C_node50node78_timber_t1,1.0,node50transit_node78exit
C_node50node188_timber_t1,1.0,node50transit_node188source
C_node52node102_timber_t3,1.0,node52transit_node102exit
C_node52node168_timber_t3,1.0,node52transit_node168source
C_node56node74_timber_t1,1.0,node56transit_node74transit
C_node56node165_timber_t1,1.0,node56transit_node165source
C_node56node181_timber_t1,1.0,node56transit_node181source
C_node59node167_wide_t2,1.0,node59transit_node167source
C_node60node81_timber_t1,1.0,node60transit_node81transit
C_node60node98_timber_t1,1.0,node60transit_node98exit
C_node60node98_timber_t4,1.0,node60transit_node98exit
C_node60node189_timber_t1,1.0,node60transit_node189source
C_node62node155_timber_t1,1.0,node62transit_node155exit
C_node62node179_timber_t1,1.0,node62transit_node179source
C_node63node165_timber_t1,1.0,node63transit_node165source
C_node64node169_timber_t2,1.0,node64transit_node169source
C_node64node170_timber_t1,1.0,node64transit_node170source
C_node64node184_timber_t1,1.0,node64transit_node184source
C_node65node186_timber_t1,1.0,node65transit_node186source
C_node66node189_timber_t1,1.0,node66transit_node189source
C_node68node165_timber_t1,1.0,node68transit_node165source
C_node68node181_timber_t1,1.0,node68transit_node181source
C_node69node186_wide_t1,1.0,node69transit_node186source
C_node71node176_timber_t1,1.0,node71transit_node176source
C_node71node176_timber_t3,1.0,node71transit_node176source
C_node71node190_timber_t1,1.0,node71transit_node190source
C_node73node172_timber_t4,1.0,node73transit_node172source
C_node73node173_timber_t1,1.0,node73transit_node173source
C_node73node173_timber_t3,1.0,node73transit_node173source
C_node74node165_timber_t1,1.0,node74transit_node165source
C_node74node182_timber_t1,1.0,node74transit_node182source
C_node75node169_timber_t2,1.0,node75transit_node169source
C_node75node183_timber_t1,1.0,node75transit_node183source
C_node76node85_timber_t1,1.0,node76transit_node85transit
C_node76node177_timber_t1,1.0,node76transit_node177source
C_node76node178_timber_t1,1.0,node76transit_node178source
C_node77node150_timber_t2,2.8421709430404007e-13,node77transit_node150exit
C_node77node168_timber_t1,1.0,node77transit_node168source
C_node81node184_timber_t1,1.0,node81transit_node184source
C_node81node189_timber_t1,1.0,node81transit_node189source
C_node83node171_timber_t1,1.0,node83transit_node171source
C_node83node171_timber_t3,1.0,node83transit_node171source
C_node84node180_timber_t1,1.0,node84transit_node180source
C_node84node185_timber_t1,1.0,node84transit_node185source
C_node85node99_timber_t1,1.0,node85transit_node99transit
C_node85node177_wide_t1,1.0,node85transit_node177source
C_node87node179_timber_t1,1.0,node87transit_node179source
C_node87node180_timber_t1,1.0,node87transit_node180source
C_node88node184_timber_t1,1.0,node88transit_node184source
C_node88node184_timber_t5,1.0,node88transit_node184source
C_node89node171_timber_t1,1.0,node89transit_node171source
